SGB,Southwest Georgia Financial Corporation Common Stock,NASDAQ
11.99,11.99,11.99,11.99
11.99,12.00,12.00,11.99
12.00,12.00,12.00,12.00
11.75,11.25,11.75,11.25
11.00,10.54,11.00,10.54
10.54,10.54,10.54,10.54
11.10,10.70,11.10,10.58
10.70,10.70,10.70,10.70
10.25,9.90,10.25,9.76
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.25,10.25,10.50,10.25
10.25,10.25,10.25,10.25
10.00,10.25,10.25,10.00
9.62,9.27,10.00,9.00
9.49,10.00,10.00,9.49
10.00,10.00,10.00,10.00
9.50,9.50,9.50,9.50
9.50,9.65,9.65,9.50
9.65,10.09,10.09,9.65
10.09,10.90,11.28,10.09
10.90,10.90,10.90,10.90
10.65,10.99,10.99,10.50
10.75,10.83,10.83,10.75
10.90,10.75,11.25,10.75
10.50,10.00,10.50,10.00
10.00,10.00,10.00,10.00
9.75,9.75,9.75,9.75
9.75,9.75,9.75,9.75
9.75,9.75,9.75,9.75
9.75,9.75,9.75,9.75
9.75,9.75,9.75,9.60
9.75,9.75,9.75,9.75
9.75,9.75,9.75,9.75
9.75,9.75,9.75,9.75
9.80,9.85,9.95,9.80
9.85,9.85,9.85,9.85
9.90,9.90,9.90,9.90
10.05,10.05,10.05,10.05
10.05,10.05,10.05,10.05
9.85,10.00,10.00,9.85
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
9.98,9.98,9.98,9.84
9.99,9.99,9.99,9.99
9.99,9.99,9.99,9.99
9.99,9.99,9.99,9.99
9.95,10.00,10.00,9.95
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
9.75,10.00,10.00,9.75
10.00,10.00,10.00,10.00
9.90,9.90,9.90,9.90
9.90,9.90,9.90,9.90
10.10,10.20,10.20,10.10
10.20,10.20,10.20,10.20
10.20,10.20,10.20,10.20
10.15,10.75,10.75,10.15
10.27,10.27,10.27,10.27
10.27,10.27,10.27,10.27
10.25,10.25,10.25,10.25
10.25,10.75,10.75,10.25
10.75,10.75,10.75,10.75
10.25,10.26,10.26,10.25
10.10,10.35,10.35,10.10
10.35,10.35,10.35,10.35
10.20,10.00,10.20,9.70
10.00,10.00,10.00,10.00
10.09,10.09,10.09,10.09
10.25,10.35,10.35,10.25
10.45,10.45,10.45,10.45
10.45,10.45,10.45,10.45
10.40,10.40,10.40,10.25
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.21,10.20,10.21,10.19
10.20,10.20,10.40,10.00
10.19,10.00,10.63,10.00
10.19,9.75,10.59,9.75
9.75,10.00,10.00,9.75
9.75,9.77,9.77,9.50
9.77,9.77,9.77,9.77
9.63,9.63,9.63,9.63
9.63,9.63,9.63,9.63
9.58,9.31,9.58,9.31
9.50,9.60,9.60,9.50
9.75,9.85,9.85,9.75
9.85,9.85,9.85,9.85
9.85,9.85,9.85,9.85
9.85,9.85,9.85,9.85
9.65,9.35,9.65,9.35
9.35,9.35,9.35,9.35
9.35,9.35,9.35,9.35
9.35,9.35,9.35,9.35
9.50,9.50,9.50,9.50
9.40,9.55,9.55,9.40
9.35,9.35,9.35,9.35
9.20,9.35,9.35,9.01
9.35,9.35,9.35,9.35
9.20,9.20,9.20,9.00
9.20,9.20,9.20,9.20
9.20,9.20,9.20,9.20
9.20,9.20,9.20,9.20
9.10,9.05,9.10,8.76
8.90,8.90,8.90,8.90
8.42,8.85,8.85,8.42
8.89,8.89,8.89,8.89
8.89,8.89,8.89,8.89
9.00,8.71,9.23,8.71
8.50,8.50,8.50,8.31
8.48,8.48,8.48,8.48
8.48,8.67,8.67,8.48
8.67,8.67,8.67,8.67
8.67,8.67,8.67,8.67
8.67,8.67,8.67,8.67
8.65,8.65,8.65,8.65
8.85,8.82,9.59,8.82
8.82,8.82,8.82,8.82
8.82,8.82,8.82,8.82
8.82,8.82,8.82,8.82
9.05,9.05,9.05,9.05
9.10,9.00,9.10,8.58
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
8.96,8.70,8.96,8.57
8.93,8.75,8.93,8.52
8.99,8.99,8.99,8.99
8.96,8.95,9.14,8.95
8.95,8.95,8.95,8.95
8.95,8.95,8.95,8.95
8.70,8.65,9.08,8.54
8.80,8.74,9.04,8.52
8.90,8.71,8.90,8.71
8.75,8.75,8.75,8.50
8.90,8.71,8.93,8.71
8.71,8.71,8.71,8.71
8.51,8.51,8.51,8.51
8.51,8.51,8.51,8.51
8.60,8.60,8.60,8.60
8.60,8.60,8.60,8.60
8.40,7.89,8.40,7.68
7.70,7.50,7.80,6.91
7.62,7.60,7.62,7.60
7.80,8.06,8.06,7.80
8.06,8.06,8.06,8.06
8.07,8.07,8.07,8.07
8.07,8.07,8.07,8.07
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.00,8.00,8.00,8.00
7.86,7.86,7.86,7.86
7.80,7.40,8.05,6.86
7.55,7.55,7.55,7.55
7.55,7.55,7.55,7.55
7.40,7.71,7.71,7.40
7.71,7.71,7.71,7.71
7.60,7.20,7.60,6.25
7.20,7.35,7.35,7.20
7.35,7.50,7.50,7.35
7.65,7.85,7.85,7.65
7.90,8.20,8.20,7.90
8.35,8.77,9.50,7.39
8.75,9.13,9.13,8.74
9.20,9.20,9.20,9.20
9.20,9.20,9.20,9.20
9.20,9.10,9.20,9.10
9.10,9.10,9.10,9.10
9.10,9.10,9.10,9.10
9.10,9.10,9.10,9.10
9.10,9.10,9.10,9.10
9.10,9.10,9.10,9.10
9.00,9.05,9.05,9.00
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
9.00,9.00,9.00,9.00
9.15,9.65,9.65,9.15
9.65,9.65,9.65,9.65
9.85,10.00,10.00,9.85
10.00,10.00,10.00,10.00
9.76,9.76,9.76,9.76
10.10,10.15,10.15,9.75
10.24,10.25,10.25,10.24
10.50,10.90,10.90,10.50
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
11.10,11.22,11.22,11.10
11.22,11.22,11.22,11.22
11.30,11.30,11.30,11.30
11.15,11.20,11.20,11.00
11.34,11.40,11.40,11.30
11.40,11.40,11.40,11.40
11.15,11.15,11.16,11.15
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
10.78,10.75,10.78,10.75
10.75,10.75,10.75,10.75
10.75,10.75,10.75,10.75
10.75,11.75,11.75,10.75
11.75,11.75,11.75,11.75
11.50,11.50,11.50,11.50
11.50,11.75,11.75,11.49
11.50,11.54,11.54,11.50
11.54,11.54,11.54,11.54
11.65,12.25,12.25,11.65
12.25,12.25,12.25,12.25
12.70,12.70,12.70,12.70
13.00,13.00,13.00,13.00
13.50,14.00,14.00,13.50
13.60,13.25,13.60,13.25
13.25,13.25,13.25,13.25
13.50,13.75,13.75,13.50
13.75,13.75,13.75,13.75
13.51,13.51,13.51,13.51
13.51,13.51,13.51,13.51
13.51,13.51,13.51,13.51
13.51,13.51,13.51,13.51
13.51,13.51,13.51,13.51
13.50,13.50,13.50,13.25
13.55,13.70,13.75,13.55
13.50,13.75,13.75,13.06
13.50,13.60,13.60,13.35
13.60,13.60,13.60,13.60
13.68,13.99,13.99,13.68
13.99,13.99,13.99,13.99
13.99,13.99,13.99,13.99
13.70,13.75,13.75,13.50
13.75,13.75,13.75,13.75
13.75,13.75,13.75,13.75
13.50,13.40,13.50,13.40
13.25,13.25,13.25,13.25
13.25,13.25,13.25,13.25
13.25,13.25,13.25,13.25
13.05,13.50,13.50,13.05
13.50,13.50,13.50,13.50
13.50,13.50,13.50,13.50
13.49,13.85,13.90,13.49
13.85,13.85,13.85,13.85
13.85,13.85,13.85,13.85
13.85,13.85,13.85,13.85
13.95,13.95,13.95,13.95
13.80,13.95,13.95,13.80
13.95,13.95,13.95,13.95
13.85,13.60,13.85,13.60
13.84,13.80,13.85,13.60
13.85,13.86,13.86,13.85
13.86,13.86,13.86,13.86
13.86,13.86,13.86,13.86
13.65,13.60,13.65,13.05
13.60,13.60,13.60,13.60
13.40,13.45,13.45,13.05
13.45,13.45,13.45,13.45
13.45,13.45,13.45,13.45
13.45,13.45,13.45,13.45
13.45,13.45,13.45,13.45
13.05,13.00,13.05,13.00
13.00,12.50,13.00,12.25
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.40,12.25,12.40,12.25
12.10,12.20,12.20,12.00
12.00,12.00,12.00,11.99
12.00,12.00,12.00,12.00
12.00,12.00,12.36,11.95
12.00,12.00,12.01,12.00
11.70,11.01,11.70,11.01
11.23,11.24,11.24,11.23
11.24,11.24,11.24,11.24
11.24,11.24,11.24,11.24
11.24,11.24,11.24,11.24
11.10,11.10,11.10,11.10
11.10,11.10,11.10,11.10
11.10,11.10,11.10,11.10
11.13,11.30,11.30,11.01
11.30,11.30,11.30,11.30
11.30,11.30,11.30,11.30
11.72,11.00,11.72,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.60,11.60,11.60,11.58
11.42,11.01,11.42,11.01
11.15,10.90,11.15,10.23
10.90,10.57,10.90,10.57
10.57,10.57,10.57,10.57
10.50,10.50,10.50,10.50
10.35,10.35,10.35,10.34
10.20,10.00,10.20,9.70
9.75,9.02,9.75,9.02
9.24,9.25,9.25,9.24
9.25,9.25,9.25,9.25
9.25,9.25,9.25,9.25
9.25,9.25,9.25,9.25
9.50,9.00,9.75,9.00
9.10,8.75,9.10,8.50
8.83,7.90,8.83,7.01
7.65,7.78,7.78,7.65
7.65,7.40,7.80,7.40
7.19,6.90,7.53,6.90
7.14,8.15,8.35,7.14
10.00,9.03,10.00,8.55
9.60,10.00,10.35,9.60
10.00,9.30,10.00,9.30
8.75,8.90,8.90,8.50
9.00,8.99,9.14,8.90
8.51,9.00,9.00,8.35
8.98,9.00,9.00,8.98
8.99,9.00,9.00,8.99
9.00,8.95,9.00,8.95
8.95,8.95,8.95,8.95
8.95,8.95,8.95,8.95
8.95,8.95,8.95,8.95
9.00,9.00,9.00,9.00
8.95,8.86,8.95,8.83
8.86,8.60,8.86,8.50
8.27,8.01,8.27,8.00
8.01,8.01,8.01,8.01
7.90,7.90,7.90,7.90
7.01,7.26,7.35,7.00
7.32,7.40,7.40,7.31
7.30,7.36,7.48,7.25
7.30,7.30,7.45,7.27
7.33,7.38,7.39,7.25
7.39,7.57,7.58,7.39
7.38,7.51,7.51,7.38
7.56,7.90,7.90,7.56
7.90,7.90,7.90,7.90
7.85,7.85,7.85,7.85
7.80,8.01,8.01,7.70
8.01,8.01,8.01,8.01
8.01,8.01,8.01,8.01
7.94,7.43,7.94,6.81
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.70,7.11,7.70,7.10
7.15,7.10,7.15,7.10
7.10,7.35,7.39,7.08
7.10,7.36,7.41,6.43
7.35,7.33,7.35,7.30
7.27,7.27,7.31,7.27
7.27,7.27,7.27,7.27
7.27,7.27,7.27,7.27
7.44,7.44,7.44,7.44
7.47,7.50,7.50,7.47
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.58,7.58,7.50
7.58,7.59,7.59,7.58
7.59,7.59,7.59,7.59
7.65,7.84,7.84,7.65
7.95,7.95,7.95,7.95
7.91,7.95,7.95,7.85
7.95,7.95,7.95,7.95
7.95,7.95,7.95,7.95
8.05,8.05,8.24,8.05
7.85,7.85,7.88,7.69
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
8.00,7.75,8.00,7.75
7.75,7.75,7.75,7.75
7.75,7.97,8.75,7.75
7.81,7.80,7.82,7.80
7.71,7.71,7.71,7.71
7.71,7.70,7.71,7.69
7.70,7.70,7.70,7.70
7.70,7.70,7.70,7.70
7.70,7.70,7.70,7.70
7.55,7.54,8.20,7.30
7.70,7.62,7.70,7.62
7.09,7.65,7.65,7.09
7.65,7.65,7.65,7.65
7.65,7.65,7.65,7.65
7.12,7.38,8.09,6.80
7.38,7.38,7.38,7.38
7.38,7.38,7.38,7.38
7.38,7.38,7.38,7.38
7.38,7.38,7.38,7.38
7.98,7.98,7.98,7.98
7.12,7.69,7.69,7.12
7.69,7.69,7.69,7.69
7.69,7.69,7.69,7.69
7.32,7.32,7.90,7.09
7.32,7.32,7.32,7.32
7.32,7.32,7.32,7.32
7.32,7.31,7.58,7.31
7.72,7.72,7.72,7.72
7.72,7.72,7.72,7.72
7.72,7.72,7.72,7.72
7.72,7.72,7.72,7.72
7.72,7.72,7.72,7.72
7.72,7.72,7.72,7.72
7.72,7.72,7.72,7.72
7.72,7.72,7.72,7.72
7.11,7.40,7.43,7.05
7.40,7.40,7.40,7.40
7.37,7.21,7.37,7.21
7.21,7.21,7.21,7.21
7.21,7.21,7.21,7.21
7.36,7.40,7.40,7.36
7.40,7.37,7.40,7.37
7.37,7.37,7.37,7.37
7.21,7.45,7.63,6.91
7.45,7.45,7.45,7.45
7.36,7.35,7.36,7.35
7.35,7.35,7.35,7.35
8.67,7.74,8.67,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.53,7.52,7.53,7.52
7.52,7.39,7.54,7.20
7.70,7.70,7.70,7.70
7.70,7.70,7.70,7.70
7.70,7.70,7.70,7.70
7.70,7.70,7.70,7.70
7.70,7.69,7.70,7.69
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.46,7.41,7.46,7.41
7.66,7.68,7.68,7.66
7.50,7.75,7.75,7.30
7.72,8.36,8.36,7.72
7.82,8.00,8.00,7.80
7.86,8.34,8.49,7.86
8.34,8.34,8.34,8.34
8.34,8.34,8.34,8.34
8.45,8.45,8.45,8.45
10.13,9.16,10.13,8.55
10.80,9.94,10.80,9.28
10.00,9.72,10.64,9.72
9.70,9.60,9.70,9.60
9.72,9.72,9.72,9.72
9.42,9.70,9.78,9.42
9.78,9.78,9.78,9.78
9.70,9.90,9.90,9.70
9.90,9.90,9.90,9.90
9.90,9.90,9.90,9.90
9.01,9.28,9.28,9.00
9.28,9.28,9.28,9.28
9.28,9.28,9.28,9.28
9.10,9.20,9.20,9.10
9.20,9.20,9.20,9.20
9.20,9.20,9.20,9.20
9.40,9.40,9.40,9.40
9.40,9.40,9.40,9.40
9.02,9.02,9.02,9.02
9.02,9.02,9.02,9.02
9.05,9.15,9.15,9.05
9.15,9.15,9.15,9.15
9.25,9.30,9.30,9.25
9.80,9.90,11.29,9.80
10.00,10.00,10.00,10.00
10.31,10.05,10.31,10.05
9.90,10.15,10.15,9.89
10.15,10.15,10.15,10.15
10.15,10.15,10.15,10.15
9.88,10.00,10.00,9.86
9.85,10.25,10.95,9.85
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.25,10.25,10.25,10.25
10.30,10.50,10.71,10.30
10.67,10.68,10.68,10.67
10.68,10.68,10.68,10.68
10.52,10.50,10.52,10.50
10.22,10.20,10.22,10.20
10.49,10.50,10.50,10.49
10.50,10.50,10.50,10.50
10.15,10.15,10.15,10.15
10.15,10.15,10.15,10.15
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.10,10.65,10.65,10.10
10.40,10.85,10.85,10.36
10.51,10.51,10.51,10.51
10.75,11.00,11.00,10.69
10.90,10.90,10.90,10.90
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.85,10.78,10.85,10.78
10.50,10.25,10.50,10.01
10.06,10.10,10.10,10.06
10.10,10.10,10.10,10.10
10.10,10.10,10.10,10.10
10.10,10.10,10.10,10.10
10.00,9.23,10.90,9.23
9.50,9.40,9.70,9.40
9.29,9.50,10.31,8.90
9.55,9.50,9.85,9.50
9.25,9.25,9.27,9.25
9.09,9.00,9.82,9.00
8.75,8.52,8.75,8.52
8.51,8.60,8.60,8.50
8.60,8.60,8.60,8.60
8.60,8.60,8.60,8.60
8.75,8.25,8.75,8.25
8.25,8.25,8.25,8.25
8.40,8.31,8.40,8.02
8.50,8.33,8.50,8.33
8.33,8.33,8.33,8.33
8.30,8.26,8.30,8.25
8.26,8.26,8.26,8.26
8.26,8.26,8.26,8.26
8.49,8.49,8.49,8.49
8.49,8.49,8.49,8.49
8.10,8.30,8.30,8.10
8.15,8.15,8.15,8.15
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
8.27,8.80,8.91,8.27
8.91,8.80,8.91,8.80
8.80,8.80,8.80,8.80
8.80,8.80,8.80,8.80
9.20,9.20,9.20,9.20
9.20,9.20,9.20,9.20
9.30,8.93,9.30,8.85
8.93,8.93,8.93,8.93
8.92,9.10,9.12,8.92
9.09,9.09,9.09,9.09
9.09,9.09,9.09,9.09
9.09,9.09,9.09,9.09
9.09,9.09,9.09,9.09
9.52,9.35,10.50,8.67
9.02,9.40,9.40,9.02
9.40,9.40,9.40,9.40
9.40,9.40,9.40,9.40
9.42,9.75,9.75,9.42
10.49,10.53,11.90,10.49
10.43,10.25,10.43,10.01
10.30,10.60,10.96,10.30
10.60,10.60,10.60,10.60
10.60,10.60,10.60,10.60
10.60,10.60,10.60,10.60
10.50,10.75,10.75,10.48
10.75,10.75,10.75,10.75
10.75,10.75,10.75,10.75
10.75,10.75,10.75,10.75
10.75,10.75,10.75,10.75
10.75,10.75,10.75,10.75
10.72,10.50,11.00,10.13
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.40
10.47,10.50,10.50,10.47
10.59,9.80,11.50,9.80
10.00,9.90,10.00,9.45
9.90,9.90,9.90,9.90
9.90,9.90,9.90,9.90
9.90,9.90,9.90,9.90
9.91,10.00,10.00,9.91
9.80,9.75,9.80,9.20
9.95,9.98,9.98,9.95
9.99,9.99,9.99,9.99
9.99,9.99,9.99,9.99
9.99,9.99,9.99,9.99
9.99,9.99,9.99,9.99
9.98,9.99,9.99,9.98
9.92,9.90,9.97,9.90
9.90,9.90,9.90,9.90
9.99,9.99,9.99,9.99
9.99,9.99,9.99,9.99
9.99,8.71,9.99,8.71
9.50,9.21,9.50,9.21
9.30,8.90,9.30,8.48
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,8.80,9.00,8.80
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
8.60,8.60,8.60,8.60
8.60,8.60,8.60,8.60
8.50,8.49,8.50,8.22
7.91,7.96,8.86,7.52
8.63,8.55,8.63,8.55
8.55,8.55,8.55,8.55
8.55,8.55,8.55,8.55
8.50,8.09,8.50,8.00
8.01,8.01,8.01,8.01
7.89,7.47,7.89,7.03
7.50,7.45,7.50,7.45
7.45,7.91,7.91,7.45
7.91,7.91,7.91,7.91
7.91,7.91,7.91,7.91
7.91,8.00,8.00,7.91
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
7.80,7.96,8.42,7.80
7.50,7.33,7.50,7.33
7.41,8.10,8.22,7.41
7.88,7.70,8.44,7.70
7.99,7.99,7.99,7.99
7.95,7.95,7.95,7.95
7.74,8.00,8.00,7.66
8.07,7.91,8.24,7.91
7.88,7.88,7.88,7.88
7.88,7.88,7.88,7.88
8.03,8.07,8.07,8.03
7.60,7.99,7.99,7.60
7.99,7.99,7.99,7.99
8.25,8.25,8.25,8.25
8.25,8.25,8.25,8.25
8.13,8.24,8.28,8.13
8.50,8.52,8.52,8.50
8.55,8.92,9.20,8.55
9.25,9.54,9.97,9.25
9.62,9.99,9.99,9.62
9.80,9.80,9.80,9.80
9.01,9.50,9.50,9.01
9.50,9.50,9.50,9.50
9.50,9.50,9.50,9.50
9.00,8.06,9.00,8.03
8.51,8.51,8.51,8.51
8.54,8.75,8.75,8.54
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.26,8.92,8.92,8.25
9.00,8.29,9.00,8.29
8.29,8.29,8.29,8.29
8.98,8.62,9.35,8.50
8.62,8.62,8.62,8.62
8.90,9.22,9.49,8.90
9.24,9.50,9.50,9.22
9.49,9.27,9.49,9.27
9.27,9.27,9.27,9.27
9.49,9.00,9.50,9.00
9.25,9.50,9.50,9.25
8.52,9.44,9.44,8.52
8.75,9.25,9.25,8.75
9.50,9.49,9.50,9.49
9.74,9.74,9.74,9.74
9.49,9.75,9.75,9.49
9.75,9.75,9.75,9.75
9.75,9.75,9.75,9.75
9.75,9.75,9.75,9.75
9.75,9.75,9.75,9.75
9.75,9.75,9.75,9.74
9.30,9.25,9.30,9.25
9.01,9.15,9.30,9.00
9.45,9.48,9.48,9.45
9.05,9.05,9.05,9.00
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
9.24,9.25,9.25,9.24
9.06,9.06,9.06,9.06
8.79,8.52,8.79,8.52
8.99,9.00,9.00,8.99
8.75,9.20,9.20,8.50
9.20,9.20,9.20,9.20
9.20,9.20,9.20,9.20
9.12,9.25,9.28,9.10
9.25,9.25,9.25,9.25
9.72,9.65,9.74,9.60
9.65,9.65,9.65,9.65
9.65,9.65,9.65,9.65
9.65,9.65,9.65,9.65
9.65,9.40,9.72,8.70
9.72,9.75,9.75,9.70
9.75,9.75,9.75,9.75
9.50,9.50,9.50,9.50
9.50,9.50,9.50,9.50
9.04,9.50,9.51,9.02
9.43,9.44,9.44,9.43
9.44,9.44,9.44,9.44
9.73,9.75,9.75,9.73
9.75,9.75,9.75,9.75
8.97,9.75,9.75,8.97
9.04,9.72,9.72,9.04
9.72,9.75,9.75,9.72
9.75,10.50,10.50,9.55
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
10.80,11.00,11.00,10.80
10.94,10.95,10.95,10.94
10.44,10.94,10.94,10.44
10.93,10.85,10.93,10.51
10.93,10.90,10.93,10.88
10.90,10.90,10.90,10.90
10.90,10.90,10.90,10.90
10.80,11.10,11.15,10.80
11.10,10.56,11.10,10.56
10.70,10.80,10.80,10.70
10.53,10.80,10.80,9.06
10.80,11.10,11.93,9.82
10.94,11.23,11.23,10.94
11.18,11.10,11.18,11.00
11.10,11.63,11.63,10.80
11.50,11.43,11.50,11.15
11.40,11.50,11.66,11.40
11.27,11.27,11.27,11.27
11.25,11.25,11.33,11.25
11.40,11.87,11.87,11.40
11.51,11.19,11.52,10.81
11.10,11.22,11.22,11.08
11.17,11.62,11.62,11.17
11.62,11.62,11.62,11.62
11.62,11.62,11.62,11.62
11.21,11.90,11.90,11.21
10.40,10.67,10.67,10.03
10.19,10.29,10.29,9.80
9.81,9.90,10.28,9.80
9.90,9.90,9.90,9.90
10.42,10.42,10.42,10.42
10.22,10.22,10.22,10.22
10.04,10.49,10.49,9.80
10.40,10.40,10.40,10.40
10.80,10.80,11.39,10.75
10.00,10.90,11.59,10.00
10.51,10.35,10.61,9.99
10.10,10.40,10.40,9.80
10.82,10.75,10.95,10.05
11.25,11.59,11.59,11.25
10.75,11.59,11.59,10.75
10.36,11.06,11.91,10.35
10.96,11.35,11.35,10.96
10.52,10.51,11.00,10.50
11.92,10.56,11.92,10.01
10.46,10.67,10.67,10.00
10.55,10.00,10.55,9.76
10.26,10.26,10.26,10.26
10.41,10.41,10.41,10.41
10.41,10.41,10.41,10.41
10.48,10.45,10.48,10.45
10.45,10.45,10.45,10.45
10.45,10.45,10.45,10.45
10.41,10.41,10.41,10.41
10.41,10.41,10.41,10.41
10.41,10.41,10.41,10.41
10.41,10.41,10.41,10.41
10.41,10.41,10.41,10.41
10.41,10.41,10.41,10.41
9.79,9.76,9.79,9.76
9.98,9.35,9.98,9.25
10.09,10.09,10.09,10.09
10.09,10.09,10.09,10.09
9.77,10.09,10.09,9.77
10.09,10.09,10.09,10.09
9.37,9.39,10.22,9.30
9.75,9.75,9.75,9.75
9.29,9.26,9.29,9.26
9.26,9.26,9.26,9.26
9.25,9.25,9.25,9.25
9.99,9.96,9.99,9.96
9.96,9.96,9.96,9.96
10.00,9.54,10.00,9.49
9.54,9.54,9.54,9.54
9.50,9.50,9.96,9.50
9.99,9.99,9.99,9.99
9.50,9.80,9.80,9.50
9.80,9.80,9.80,9.80
9.99,10.00,10.00,9.88
10.00,10.00,10.00,10.00
9.52,9.52,9.52,9.52
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
9.95,9.95,9.95,9.95
9.95,9.95,9.95,9.95
9.95,9.95,9.95,9.95
9.80,10.09,10.94,9.35
10.05,10.08,10.08,10.05
10.08,10.08,10.08,10.08
9.71,9.53,9.71,9.52
9.53,9.53,9.53,9.53
9.73,9.75,9.75,9.73
9.49,9.80,10.00,9.49
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.98,10.98,10.00
10.55,10.50,10.55,10.50
10.10,10.50,10.50,10.00
10.06,10.57,10.57,10.06
10.85,10.52,10.85,10.25
11.46,10.85,11.46,10.60
10.56,10.35,10.82,10.08
10.11,10.17,10.31,10.06
10.09,10.49,10.49,10.00
10.25,10.01,10.25,10.01
10.22,9.90,10.23,9.75
9.78,9.50,9.78,9.50
9.87,9.32,9.87,9.27
9.31,9.50,9.55,9.31
10.15,10.00,10.15,10.00
