FLS,Flowserve Corporation Common Stock,NASDAQ
112.31,113.17,113.62,111.28
112.54,111.97,113.76,111.43
110.38,107.24,110.95,105.72
107.29,102.64,107.29,100.80
103.70,101.88,106.76,101.13
101.37,98.85,101.98,97.30
96.45,93.66,96.66,92.33
93.08,95.42,96.55,91.28
94.32,93.56,95.96,93.35
90.46,92.09,92.27,89.38
92.52,94.03,95.79,92.52
96.00,98.33,98.38,96.00
98.21,95.10,98.40,94.46
93.80,89.41,94.38,89.39
90.22,92.54,92.54,89.41
93.61,92.99,93.93,91.47
91.18,88.20,91.71,87.64
88.60,83.50,88.60,83.02
83.85,83.01,84.70,81.35
84.39,86.35,88.48,84.39
88.20,90.02,90.14,87.80
89.07,90.39,90.39,88.51
91.50,91.53,93.23,91.06
92.27,95.57,95.64,91.77
95.21,94.85,95.34,93.78
94.81,93.87,95.04,92.99
94.45,94.61,94.92,93.61
95.95,95.14,97.87,94.41
95.03,91.22,95.46,91.03
91.99,92.53,92.98,90.00
91.99,90.60,92.27,90.00
91.08,90.90,91.43,89.32
90.52,89.37,90.59,88.52
87.20,85.20,87.40,84.12
85.00,84.80,86.84,84.36
84.40,86.67,87.04,83.60
87.01,85.83,87.61,85.48
87.20,86.73,88.26,85.70
86.74,90.51,90.61,86.47
91.07,91.46,91.63,90.09
91.50,92.69,92.86,90.84
92.02,89.98,92.51,89.50
91.41,92.05,92.65,91.22
91.81,92.19,93.27,91.24
92.88,91.64,92.88,90.32
90.93,88.76,90.93,88.26
87.69,89.60,89.87,86.34
87.99,91.58,91.73,87.89
92.77,91.50,93.53,91.09
93.11,93.73,94.21,92.29
93.74,95.85,95.89,92.67
96.00,98.40,98.49,95.53
99.27,96.50,100.75,96.27
96.00,95.74,96.95,95.19
96.40,99.15,100.23,95.27
97.60,99.16,99.83,96.80
101.70,102.06,102.93,100.19
101.96,101.51,101.96,100.00
102.06,103.85,104.18,101.68
103.07,103.72,104.44,102.38
102.35,102.50,103.34,100.84
104.30,102.35,104.55,101.18
101.04,100.14,101.15,98.94
97.24,96.97,98.47,96.55
94.21,96.65,97.21,94.21
96.02,96.22,96.87,95.44
95.61,96.21,96.86,94.65
97.60,100.18,101.10,97.45
100.00,99.06,100.08,98.91
98.63,96.35,99.22,95.72
95.52,95.29,96.00,94.91
96.09,93.44,96.31,93.34
91.59,89.98,91.66,89.75
88.74,90.34,90.74,87.76
90.81,89.43,92.54,89.41
90.10,92.19,92.25,88.95
91.28,90.16,91.52,90.10
89.99,89.38,91.16,89.03
90.60,94.16,94.35,90.60
94.88,96.97,97.13,94.23
98.48,98.49,99.49,97.23
97.64,96.81,97.67,96.50
97.26,97.93,98.95,97.19
99.38,98.97,99.38,97.90
99.06,102.25,102.52,98.91
103.28,104.95,105.16,102.53
104.23,103.85,104.59,103.62
102.82,103.33,103.53,102.14
103.00,103.31,104.03,103.00
104.18,103.93,104.25,102.79
104.35,106.63,106.87,103.95
106.51,106.31,107.75,105.88
106.57,106.39,107.29,106.15
105.30,103.21,105.30,102.78
104.73,107.14,107.87,104.73
107.27,107.01,108.68,106.78
107.20,107.15,107.43,104.39
107.21,109.21,109.91,106.76
110.00,109.42,110.98,107.98
110.62,110.57,111.34,108.99
110.45,108.58,110.50,107.93
109.99,111.11,111.48,109.47
111.11,110.82,111.50,109.92
111.60,111.27,112.00,110.59
111.63,113.49,114.46,111.21
113.47,113.14,114.30,112.91
112.50,112.37,112.91,109.74
112.62,114.37,115.45,112.62
114.33,113.66,114.97,112.90
114.46,113.75,114.95,111.96
113.94,114.71,114.97,113.76
112.65,111.62,113.28,110.92
111.99,112.48,113.75,111.42
113.37,113.32,114.15,112.19
113.67,114.18,114.41,112.55
115.35,116.33,116.98,115.25
115.65,115.20,116.34,113.98
113.78,114.50,114.61,112.04
106.09,100.54,106.88,99.26
100.22,100.00,101.50,99.19
100.47,98.03,100.86,97.80
98.88,99.33,99.94,98.62
99.34,96.98,99.69,96.27
98.30,98.84,99.45,97.64
98.82,104.18,104.55,98.59
103.84,105.67,105.78,102.73
106.34,105.52,107.60,105.17
105.66,107.05,107.46,104.50
106.09,108.02,110.48,106.09
106.44,106.00,107.89,105.81
106.83,106.00,107.38,105.83
105.04,105.24,106.01,104.06
105.19,105.01,105.59,104.77
106.31,106.51,107.58,105.76
106.76,107.67,107.77,105.74
107.19,107.52,108.00,105.62
106.01,105.48,106.63,105.12
106.31,108.10,108.35,105.83
106.99,107.13,107.57,105.90
106.17,106.13,106.59,104.22
104.81,105.46,106.82,104.69
107.35,107.98,108.72,106.88
107.75,109.34,109.75,107.50
108.47,111.32,112.08,108.47
111.14,113.64,113.94,110.90
114.60,114.27,115.95,114.06
114.20,113.40,115.41,113.17
114.39,113.94,114.83,112.37
114.16,116.07,116.19,113.42
116.64,116.52,117.58,116.29
116.76,116.31,117.58,115.66
116.11,115.72,117.93,115.21
115.88,116.00,116.44,114.39
116.13,116.12,116.52,115.44
116.45,115.13,116.78,114.61
115.34,117.51,117.73,115.05
117.85,119.32,119.43,117.36
119.22,118.31,119.83,117.92
117.72,118.74,118.81,116.87
118.84,117.87,119.09,117.00
117.93,118.21,118.95,117.58
118.22,118.80,119.12,117.87
118.70,119.22,119.60,118.01
120.00,120.29,121.96,120.00
121.99,118.02,121.99,117.10
117.56,117.00,117.68,116.20
117.27,115.63,117.35,114.69
115.66,116.10,117.28,115.10
115.41,117.19,117.33,114.80
118.05,119.01,120.08,117.51
120.40,120.12,121.07,119.44
120.90,116.53,121.01,116.13
116.29,117.60,117.88,115.60
116.88,117.19,117.60,116.64
117.20,114.97,117.48,114.43
114.19,114.15,115.35,112.22
115.51,115.42,116.57,114.92
113.81,117.98,119.50,113.00
117.52,117.52,117.93,115.68
118.00,121.19,121.49,117.90
120.84,122.61,123.60,120.68
122.96,122.97,123.62,122.21
122.94,124.99,125.84,122.94
125.79,128.34,129.44,125.63
127.94,127.40,128.75,127.21
127.25,127.16,128.67,126.89
127.53,130.48,130.52,127.36
130.62,132.13,132.56,130.62
132.00,131.59,132.00,130.24
130.93,129.96,131.51,129.06
129.79,130.87,131.29,128.97
130.42,132.03,132.49,130.17
132.21,131.77,133.94,130.96
131.36,129.33,131.36,129.00
130.13,130.82,131.49,129.08
130.51,130.74,131.44,129.87
130.74,130.33,130.88,129.13
128.91,125.72,130.48,125.49
125.37,122.66,127.77,120.56
122.87,125.43,129.23,120.30
126.05,125.30,128.33,124.94
126.19,124.97,126.71,123.84
125.30,122.85,126.23,122.14
122.87,126.00,127.17,122.72
127.25,129.79,130.39,126.02
129.39,128.40,129.89,126.99
128.89,126.04,129.38,124.83
126.03,125.83,127.60,124.37
125.72,124.33,125.72,123.18
122.76,120.41,123.42,119.84
120.00,122.82,122.95,119.03
122.13,125.15,125.41,121.47
120.96,122.38,123.63,120.04
122.07,118.85,122.86,117.50
121.51,120.96,121.77,120.15
123.27,122.31,123.90,121.58
123.60,124.87,125.48,122.60
125.14,124.65,125.14,123.42
124.50,125.32,126.31,123.21
126.10,125.37,126.40,124.59
125.63,125.51,126.66,124.84
125.79,125.35,126.92,125.18
124.68,126.76,126.84,122.94
127.15,128.05,129.38,127.15
127.87,128.80,129.19,127.87
129.54,132.04,132.24,129.35
132.13,133.08,133.28,131.21
132.92,132.20,134.20,132.06
132.83,132.00,133.50,131.45
131.98,133.29,133.59,131.01
134.27,134.99,135.50,133.80
134.98,131.46,134.98,131.07
131.40,127.12,131.40,126.77
127.78,127.68,128.67,126.82
126.75,127.58,128.00,126.00
127.97,127.70,128.12,126.52
125.45,125.84,126.33,123.85
126.40,129.39,129.60,126.40
131.67,131.67,132.77,130.93
132.76,133.07,133.42,132.36
133.07,133.00,133.52,131.77
133.91,134.95,135.72,133.46
134.99,134.64,135.37,131.90
134.06,127.25,134.06,125.63
127.47,126.62,127.75,126.09
127.63,127.50,129.31,126.57
127.30,124.62,127.80,123.57
124.28,121.83,125.14,120.83
121.00,119.23,121.92,119.00
121.61,122.55,123.29,121.00
122.14,123.08,124.42,122.14
123.64,125.31,126.22,123.38
125.14,122.79,125.45,122.10
122.16,121.50,122.65,120.63
121.48,120.67,121.67,119.40
120.03,120.70,123.04,119.72
119.92,118.41,120.87,118.09
118.67,121.80,122.66,118.14
122.00,120.81,122.97,120.41
120.70,119.51,120.85,118.74
117.65,116.57,117.77,115.63
117.51,116.20,118.86,116.15
115.72,116.99,118.05,115.28
116.51,117.61,117.86,114.88
118.41,120.28,120.67,118.21
121.67,121.23,122.27,120.01
120.52,115.63,121.18,115.58
115.94,115.73,117.47,114.85
113.95,113.22,115.10,112.75
113.04,112.40,113.86,111.93
113.43,111.46,113.43,111.36
111.15,110.16,111.58,109.75
110.63,110.54,111.20,110.08
109.72,106.34,110.19,105.99
106.52,104.52,106.85,104.20
106.49,105.85,106.77,105.05
104.80,103.80,104.87,102.96
103.64,101.09,103.74,99.20
102.96,105.69,106.72,102.96
104.75,104.90,105.51,103.93
105.89,108.87,109.11,105.50
108.24,109.02,109.78,107.98
106.76,105.71,107.13,104.02
106.01,104.18,107.01,103.88
104.29,104.93,105.22,102.81
105.30,106.38,107.09,104.95
107.13,107.13,107.83,105.89
107.34,109.89,110.33,106.58
109.84,110.97,111.36,109.00
110.91,110.42,111.83,110.02
110.03,110.27,110.67,108.10
111.80,111.76,112.57,110.85
109.96,109.02,109.96,107.64
107.17,105.56,107.73,104.48
105.00,103.36,105.68,103.27
104.34,103.47,105.06,103.23
103.76,101.53,104.93,101.42
102.40,105.33,105.35,102.00
104.62,103.84,104.72,103.17
104.63,106.40,107.83,104.63
107.08,106.52,108.30,106.25
105.14,111.00,111.97,105.14
110.88,111.05,111.71,109.39
109.24,110.28,110.96,108.65
110.06,107.13,110.06,106.90
106.17,103.05,106.49,102.00
102.22,98.15,103.09,97.90
96.85,99.38,100.99,96.26
101.50,98.80,101.64,97.63
97.82,94.59,99.13,94.58
97.34,96.67,97.34,93.18
94.84,90.49,94.84,90.16
92.38,88.61,93.27,86.23
85.57,82.46,87.31,82.00
83.95,88.00,88.01,81.88
85.44,84.51,87.69,83.80
84.68,89.65,91.17,83.89
90.37,90.51,91.23,89.20
91.31,92.18,92.90,90.78
90.81,90.00,91.35,88.77
90.82,90.52,91.80,89.58
87.05,83.80,87.16,82.72
82.18,80.96,85.24,80.77
83.09,81.77,83.90,81.42
82.11,85.60,85.66,81.30
85.10,86.97,87.01,84.53
86.98,83.71,87.97,83.44
83.01,86.47,86.53,80.84
88.09,90.90,91.29,88.09
90.48,92.84,93.29,89.59
93.64,94.34,95.65,93.19
94.45,90.94,95.18,90.57
88.60,89.11,90.59,87.46
84.82,87.94,88.21,84.53
89.61,90.42,90.78,88.55
89.48,89.42,91.40,89.16
88.25,85.65,88.55,85.08
84.24,84.61,85.61,82.34
85.30,86.71,87.46,84.58
86.97,88.36,89.61,84.11
89.41,89.63,89.81,88.34
90.76,88.75,91.18,88.00
86.58,87.02,87.67,85.06
87.56,85.02,87.90,84.83
84.85,79.93,84.88,79.83
76.79,75.15,77.90,73.75
74.48,74.64,76.37,73.57
75.80,77.53,77.71,72.88
79.97,80.95,82.32,79.52
81.00,77.90,82.52,77.70
80.23,78.60,81.41,76.41
75.50,74.00,77.28,73.81
73.12,70.00,74.76,70.00
69.14,73.47,73.66,66.84
73.91,77.51,78.12,72.98
77.41,80.00,80.35,76.79
80.64,79.13,80.91,77.79
80.84,82.83,82.83,80.84
81.88,82.13,83.65,81.64
83.31,85.76,87.11,83.25
84.86,83.56,85.10,81.60
84.73,84.21,85.96,82.62
83.73,80.90,84.16,80.50
81.11,84.05,84.77,79.79
84.09,83.02,85.82,82.65
83.34,81.50,83.39,79.50
83.04,84.37,84.76,82.43
84.32,89.39,89.69,84.07
88.59,86.76,88.59,85.40
88.08,87.18,88.57,84.93
91.09,92.03,93.55,90.00
92.13,97.02,99.18,90.67
95.74,92.69,96.15,92.55
89.16,90.20,92.16,87.41
93.15,94.09,95.32,91.97
95.62,99.05,99.39,95.03
98.18,99.80,100.17,97.51
99.93,98.77,100.77,96.98
99.82,99.98,100.19,96.89
96.66,94.89,97.16,94.25
96.61,95.78,97.07,94.70
97.26,99.37,99.55,97.26
98.82,97.37,99.20,96.45
96.91,98.49,99.35,96.27
97.02,97.96,99.49,96.60
97.38,95.17,98.40,94.45
96.29,96.95,98.27,95.75
94.43,93.52,94.54,92.50
93.26,93.74,94.27,92.19
92.35,89.74,92.63,89.72
89.55,90.10,91.93,89.40
94.19,95.59,96.22,94.19
95.60,96.01,97.45,95.12
99.59,102.77,102.86,99.59
102.19,101.60,103.74,101.30
103.32,102.01,104.53,101.83
104.00,104.48,106.74,103.48
104.74,104.70,105.62,103.05
103.75,103.50,104.07,101.51
102.20,99.78,102.85,99.42
99.49,103.51,104.06,99.49
101.58,101.01,101.88,99.50
101.98,99.05,102.73,98.35
97.91,96.34,98.22,95.35
98.07,96.48,98.23,95.52
97.43,97.54,99.79,96.59
98.60,96.44,98.69,96.16
98.49,100.81,101.43,98.03
100.64,100.50,100.95,97.91
100.98,100.69,102.73,100.54
101.00,101.88,102.31,100.69
101.63,100.85,102.11,99.85
100.37,97.30,100.87,97.00
97.77,99.80,100.28,97.19
99.97,99.32,100.47,99.09
102.48,101.93,104.53,101.39
101.69,104.62,104.97,100.88
103.47,103.26,104.04,101.31
103.12,102.49,103.28,101.80
102.90,103.67,103.92,101.66
104.10,105.27,105.92,104.10
104.60,104.83,106.27,104.44
106.07,105.40,106.07,103.78
104.37,105.60,105.68,101.95
107.38,105.79,107.71,105.69
105.52,106.77,106.89,105.00
107.23,108.29,108.48,106.59
107.05,107.18,107.47,106.14
106.99,107.21,108.35,106.73
106.22,107.71,107.71,106.18
107.77,108.76,108.99,107.18
109.21,108.72,110.66,107.94
108.04,109.12,109.40,108.04
108.14,108.75,108.90,106.83
109.43,110.17,110.99,109.19
111.66,112.52,113.95,111.09
112.80,111.97,113.05,111.85
113.63,114.43,114.73,112.84
113.94,114.95,115.26,112.67
114.21,114.61,115.08,113.74
114.83,114.00,115.03,113.37
114.38,115.36,115.49,113.75
113.59,115.35,115.39,112.88
117.11,117.42,117.50,115.36
116.62,117.16,117.19,115.93
117.55,116.58,117.57,115.67
116.79,117.89,118.20,116.40
119.11,118.56,119.90,117.26
118.92,117.86,119.20,117.19
116.95,117.79,118.99,116.90
114.33,120.49,122.45,113.00
120.96,119.29,120.96,118.13
117.90,119.63,120.74,117.26
119.32,119.01,120.08,118.42
119.16,118.57,120.31,117.47
119.73,118.22,120.02,117.80
118.02,116.50,118.14,115.97
116.24,116.45,116.73,115.61
113.49,112.31,114.62,111.44
112.90,112.74,113.25,112.06
113.99,114.68,115.16,113.36
114.98,116.53,117.60,114.68
116.92,115.15,116.94,114.40
115.91,117.32,117.50,115.64
117.32,116.83,117.58,116.04
116.72,118.03,118.05,116.18
118.61,117.17,118.61,117.06
116.81,117.56,117.98,116.13
116.69,115.19,116.91,114.43
115.49,114.34,115.49,113.66
113.06,111.14,113.20,110.62
111.57,113.45,113.84,110.52
114.63,115.67,115.80,114.28
115.61,116.75,117.00,115.43
116.85,115.30,117.54,114.18
115.09,115.05,115.34,113.21
116.06,115.51,116.36,114.56
115.10,117.63,118.39,115.03
117.16,117.19,117.41,116.20
115.99,115.45,116.06,114.85
115.00,115.75,116.41,115.00
112.96,112.79,113.31,111.76
112.12,109.24,112.43,108.81
110.69,110.07,111.66,109.72
110.08,112.56,113.00,109.93
112.23,111.26,112.62,110.90
112.25,111.98,112.91,110.94
113.00,114.20,115.28,112.80
113.59,113.46,114.67,112.90
113.66,111.13,114.27,110.70
111.91,111.52,112.68,111.29
109.63,109.44,110.09,108.52
109.73,111.98,112.51,109.52
113.21,112.69,114.07,112.25
112.13,114.14,114.37,112.13
114.57,115.88,116.83,114.55
116.14,114.93,116.27,113.70
115.11,113.49,117.00,113.31
113.03,117.57,119.59,112.67
117.16,116.99,118.38,115.70
113.04,112.32,116.03,111.80
111.69,111.30,112.15,109.68
110.50,111.07,111.39,108.49
109.40,111.01,113.30,107.31
112.17,111.52,113.27,110.49
110.68,112.95,114.43,110.68
111.43,111.06,112.47,109.91
110.83,108.83,111.41,108.49
109.44,107.33,111.33,107.11
107.34,102.75,107.50,102.61
103.27,101.59,104.84,101.17
102.10,105.93,106.43,102.00
106.04,107.17,108.19,105.67
105.84,107.99,108.38,103.60
108.52,108.00,108.52,106.72
107.75,105.93,108.31,105.74
106.33,108.33,109.55,106.33
107.60,106.03,107.60,105.68
106.16,102.78,106.16,101.50
101.12,100.44,101.49,100.00
101.12,100.16,101.88,98.41
99.80,102.47,102.90,99.65
103.27,105.59,105.66,103.17
107.19,104.78,107.92,104.63
104.37,105.11,105.71,103.30
106.58,103.80,106.65,103.69
104.16,105.11,105.23,103.00
104.46,104.57,106.31,103.13
104.58,106.16,107.18,104.07
107.21,108.45,108.50,106.47
108.22,108.58,109.18,106.94
108.78,110.04,111.67,108.78
109.85,110.64,111.53,109.34
110.81,107.98,111.55,107.71
106.92,107.53,108.63,106.72
108.48,106.63,108.48,105.66
106.74,108.61,109.64,106.57
108.82,111.18,111.95,108.82
110.26,112.20,112.78,110.10
114.90,114.75,115.62,114.39
114.96,115.29,115.71,113.52
115.23,117.30,117.39,115.19
116.87,117.15,117.92,116.57
115.66,116.26,116.98,115.32
115.99,116.46,117.18,115.54
116.67,112.55,117.10,111.53
112.65,109.05,113.11,108.62
105.91,108.55,109.08,105.91
109.01,110.71,110.86,108.56
110.54,109.95,110.84,108.56
110.50,110.99,111.52,108.65
110.26,113.56,115.00,109.95
113.50,113.74,115.41,113.41
112.56,112.47,114.42,111.72
109.49,111.37,112.39,109.22
111.38,109.95,112.22,109.12
110.53,110.70,111.76,108.98
112.69,112.19,113.76,111.24
113.00,116.11,116.97,112.25
115.63,115.80,117.17,114.93
117.53,119.98,122.45,116.74
120.90,118.78,123.09,118.42
117.88,118.66,119.00,116.99
121.30,123.95,124.25,120.87
124.33,125.22,125.94,124.33
126.03,126.95,128.86,125.85
125.23,127.71,127.97,125.23
127.30,127.76,129.38,127.10
127.37,128.03,128.10,126.84
128.00,127.99,128.37,127.30
128.63,127.27,128.90,126.89
126.98,127.22,127.88,126.45
127.68,129.54,130.15,127.13
128.45,128.58,129.11,128.25
128.09,128.21,129.10,127.54
128.80,127.07,128.98,126.66
126.94,127.97,128.59,126.52
128.05,127.90,129.51,126.89
127.73,127.77,129.15,127.03
127.96,128.33,129.02,127.55
128.19,127.58,128.41,126.83
127.65,127.74,128.35,126.64
126.63,125.99,127.53,125.98
127.06,127.66,128.33,126.87
127.36,127.42,128.62,126.23
127.19,126.82,128.17,126.20
128.49,129.41,129.96,127.52
130.01,131.29,132.51,129.90
130.32,130.60,132.33,129.34
130.60,132.15,132.84,130.60
132.80,132.53,132.93,131.12
132.73,132.03,132.91,130.61
132.51,134.81,135.57,132.51
134.36,133.31,134.36,132.66
133.12,131.88,133.90,131.64
131.88,132.75,133.24,131.37
131.72,132.53,132.70,131.00
133.29,132.02,134.67,131.90
130.11,130.91,131.29,128.89
131.20,128.64,131.70,128.44
128.32,126.89,129.06,126.67
127.61,127.57,128.33,126.44
126.82,127.74,128.20,126.43
128.36,127.84,129.43,127.33
128.34,128.05,129.67,126.85
128.51,128.42,129.09,127.09
129.02,129.85,130.09,128.38
130.58,130.39,131.50,129.57
129.22,129.82,130.94,129.22
129.95,128.78,130.84,128.47
128.50,128.76,129.28,127.30
129.94,128.74,130.34,128.40
129.00,128.31,130.43,127.75
128.44,128.56,129.00,127.88
128.82,129.97,130.34,128.82
130.35,132.79,133.38,130.10
132.72,134.66,135.44,132.47
133.88,132.84,134.91,132.26
132.04,132.03,132.83,130.74
130.06,130.13,130.67,128.55
130.56,130.27,131.48,129.72
131.21,131.14,131.85,129.74
131.07,130.93,131.99,130.16
131.97,135.49,137.90,131.75
135.75,136.83,137.56,135.50
138.01,136.90,138.39,135.83
136.19,139.84,140.15,136.02
140.08,140.89,141.98,139.51
136.91,137.60,147.10,136.91
137.76,135.94,138.44,135.41
135.25,135.27,137.15,135.10
135.50,135.57,136.82,134.59
134.72,136.55,137.85,134.70
136.91,133.35,137.00,132.81
132.97,132.46,133.73,131.60
132.11,134.76,135.11,131.84
136.20,138.23,138.23,136.02
138.23,139.34,140.20,137.59
139.26,138.16,139.43,137.82
139.08,139.45,139.78,138.39
138.95,139.20,140.77,138.40
139.28,138.76,140.82,138.37
138.13,139.32,139.84,136.47
139.78,139.63,140.70,137.24
139.61,138.55,139.89,138.16
139.62,138.60,140.44,138.33
139.73,140.90,141.29,139.08
140.87,141.21,141.98,139.33
141.09,141.39,141.68,140.55
142.30,141.90,142.82,141.33
141.72,142.90,143.67,141.63
143.33,142.92,144.62,142.76
143.30,141.87,143.64,141.53
142.37,142.30,142.89,140.98
142.13,142.16,142.57,141.32
142.60,141.91,142.60,140.92
140.44,144.69,145.54,140.44
145.11,144.95,146.20,144.18
145.05,146.29,146.33,144.68
144.00,144.25,145.05,143.17
144.18,144.46,145.16,143.69
144.52,143.96,145.00,143.62
143.53,145.10,145.30,142.87
143.95,142.86,144.71,142.75
142.80,146.80,146.92,142.71
150.10,152.01,152.01,149.96
151.70,152.32,153.44,151.65
152.92,153.54,153.90,152.46
152.89,153.75,154.69,152.11
153.29,155.03,155.16,152.34
155.05,154.65,155.43,153.58
154.90,155.25,155.62,153.75
155.62,155.63,155.63,154.56
155.83,154.33,156.02,153.84
152.79,153.55,154.56,152.79
153.05,152.45,153.09,151.90
153.65,155.50,155.80,153.60
155.91,157.31,157.35,154.15
157.30,157.08,157.46,155.37
156.77,155.23,157.44,154.58
154.23,154.50,155.74,152.62
155.55,154.47,155.55,152.15
155.13,152.77,155.13,152.51
152.71,156.95,157.05,152.39
156.87,156.94,158.63,156.14
156.49,156.77,157.54,156.07
157.07,156.02,157.98,154.81
155.09,154.57,156.14,153.79
155.64,156.59,157.62,154.64
155.96,156.41,157.24,155.56
156.59,155.20,157.09,153.84
155.42,157.74,157.88,155.42
157.61,157.66,158.25,155.25
157.90,159.09,159.45,157.70
159.45,160.02,160.92,159.26
160.21,159.97,160.60,159.17
160.17,159.95,160.41,159.13
160.27,159.72,160.45,158.79
159.30,157.76,160.25,157.26
157.51,155.85,157.51,155.17
157.11,161.30,162.61,156.52
162.31,154.42,162.50,154.21
155.00,155.16,155.76,152.93
155.06,158.93,159.49,154.46
159.80,160.50,161.66,158.94
159.25,161.55,161.81,156.92
161.56,161.61,161.93,159.51
161.83,165.18,165.87,161.83
166.32,164.74,167.00,164.60
164.95,164.13,165.73,163.65
165.41,164.74,166.08,163.56
164.49,165.51,166.21,164.11
165.32,164.22,165.53,163.31
164.21,164.73,165.23,163.46
165.15,166.89,167.21,165.15
166.00,167.75,168.39,165.82
165.62,167.57,168.46,165.37
168.03,167.26,168.68,165.33
167.13,169.06,169.54,167.01
168.56,165.69,168.56,163.87
166.18,165.72,166.38,164.98
166.63,164.30,166.63,162.45
164.87,165.42,165.57,163.86
164.21,165.22,165.54,163.46
165.37,167.71,168.05,165.04
167.23,164.69,167.60,163.80
164.70,163.05,166.03,162.55
163.24,161.85,163.24,160.65
161.86,162.35,163.10,161.22
160.00,160.12,161.64,158.34
160.12,161.49,161.90,159.43
161.99,163.38,163.75,161.57
163.66,164.87,165.23,163.66
164.86,164.44,165.35,164.30
163.64,161.55,164.12,161.29
160.24,155.35,160.69,155.10
157.20,159.09,159.37,157.02
157.66,154.65,157.77,153.76
154.78,152.25,155.53,152.11
152.45,152.83,154.23,152.00
152.97,153.08,153.80,151.96
153.40,153.89,154.22,152.50
153.42,156.24,157.00,153.42
156.99,157.55,159.26,154.68
157.53,157.73,157.87,156.18
157.72,157.80,158.59,156.92
157.08,158.12,158.15,155.10
156.92,151.32,156.92,151.25
151.50,154.24,154.48,150.01
154.30,158.67,161.19,154.30
158.34,158.80,159.34,158.02
159.30,161.45,161.57,158.61
161.15,162.73,163.00,160.80
162.73,161.19,163.66,160.83
161.53,162.24,162.72,160.06
161.88,162.12,162.31,160.73
162.07,164.86,165.52,162.07
165.00,166.27,166.28,163.25
165.99,166.55,169.51,165.24
166.48,169.90,170.08,166.33
169.54,171.11,172.66,169.22
171.13,171.89,173.29,170.96
171.85,168.57,172.53,167.40
166.69,167.93,168.97,166.23
167.01,166.84,167.37,164.76
168.80,169.22,171.51,167.79
167.24,167.67,169.04,167.16
168.17,169.19,170.01,167.11
168.27,168.13,171.09,167.98
168.60,166.98,169.00,163.96
166.92,166.84,169.69,165.83
166.71,162.50,166.89,162.26
161.85,165.00,165.00,161.85
166.17,168.07,168.92,165.96
168.62,168.43,169.37,167.37
165.00,165.04,167.06,163.40
166.92,163.95,167.22,163.64
164.05,165.96,166.53,162.84
165.78,165.65,166.87,164.14
166.40,164.73,167.52,163.35
165.08,165.97,166.49,164.41
166.10,164.02,166.69,164.01
