JCTCF,Jewett-Cameron Trading Company - Common Shares,NASDAQ
8.02,8.02,8.02,8.02
8.02,8.02,8.02,8.02
7.81,7.88,7.88,7.58
8.24,7.68,8.24,7.68
7.65,7.65,7.65,7.65
7.65,7.65,7.65,7.65
7.65,7.65,7.65,7.65
7.86,8.21,8.21,7.86
8.20,7.96,8.40,7.82
8.20,7.90,8.20,7.90
8.10,7.98,8.14,7.89
7.92,7.98,8.49,7.92
8.03,8.11,8.21,8.03
7.85,7.91,7.91,7.85
7.82,7.90,7.96,7.76
7.80,7.91,8.05,7.80
8.45,8.17,8.59,8.05
8.31,8.06,8.31,7.83
7.83,8.10,8.10,7.83
8.22,8.01,8.25,8.00
8.42,8.02,8.42,8.02
8.02,8.02,8.02,8.02
8.17,7.80,8.17,7.75
7.97,8.00,8.10,7.90
8.00,8.00,8.00,8.00
7.75,7.96,7.96,7.75
7.77,7.98,7.98,7.77
8.25,8.27,8.27,8.21
8.27,8.27,8.27,8.27
8.25,8.25,8.25,8.25
8.49,8.28,8.49,8.28
8.28,8.28,8.28,8.28
8.28,8.28,8.28,8.28
8.17,8.15,8.17,8.15
8.15,8.15,8.15,8.15
8.07,8.74,9.20,8.07
8.74,8.74,8.74,8.74
8.90,8.83,8.93,8.83
8.83,8.83,8.83,8.83
9.00,9.00,9.00,8.97
9.00,9.00,9.00,9.00
8.99,8.80,9.01,8.80
8.80,8.80,8.80,8.80
8.80,8.80,8.80,8.80
8.80,8.80,8.80,8.80
9.00,8.91,9.39,8.90
8.91,9.00,9.00,8.90
9.00,8.95,9.00,8.90
8.91,8.91,8.95,8.91
8.99,8.95,9.00,8.95
8.95,8.71,9.07,8.70
8.98,8.73,9.00,8.65
8.75,8.95,9.00,8.75
8.80,8.80,9.00,8.80
8.75,8.90,8.91,8.75
8.98,9.03,9.03,8.75
9.05,9.15,9.15,9.05
9.14,9.14,9.14,9.14
9.15,9.14,9.15,8.90
9.00,8.95,9.05,8.91
9.05,9.05,9.05,9.05
9.00,9.14,9.15,9.00
9.14,9.21,9.50,9.14
9.40,9.30,9.40,9.20
9.27,9.27,9.27,9.27
9.20,9.19,9.25,9.19
9.03,9.17,9.27,9.01
9.11,9.27,9.27,9.11
9.02,9.11,9.11,9.02
9.22,9.30,9.30,9.10
9.30,9.30,9.30,9.30
9.11,8.92,9.11,8.90
8.92,8.92,8.92,8.92
8.95,8.97,9.10,8.95
9.01,8.90,9.01,8.90
8.90,8.90,8.90,8.90
8.90,8.90,8.90,8.90
8.90,8.90,8.90,8.90
9.00,8.90,9.00,8.90
8.90,8.90,8.90,8.84
8.77,9.05,9.15,8.77
9.25,9.25,9.25,9.25
9.25,9.25,9.25,9.25
9.05,8.96,9.05,8.91
8.96,8.96,8.96,8.96
8.96,8.96,8.96,8.96
9.15,9.01,9.16,9.01
9.01,9.01,9.01,9.01
9.02,9.10,9.10,8.96
9.10,9.10,9.10,9.10
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
8.76,9.08,9.10,8.76
9.08,9.08,9.08,9.08
9.08,9.08,9.08,9.08
8.77,8.77,8.77,8.77
8.77,8.77,8.77,8.77
9.00,9.00,9.00,9.00
9.00,9.03,9.03,9.00
9.00,9.00,9.00,9.00
9.00,9.05,9.05,9.00
9.05,9.05,9.05,9.05
9.05,9.00,9.23,9.00
9.02,9.02,9.02,9.02
9.02,9.03,9.03,9.01
9.19,9.19,9.19,9.19
9.04,9.05,9.05,9.04
9.06,9.00,9.06,8.99
9.00,8.75,9.00,8.75
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.72,8.75,8.75,8.72
8.68,8.77,9.02,8.68
8.90,8.94,9.04,8.90
8.93,8.94,8.94,8.93
8.94,9.05,9.05,8.94
8.93,8.82,8.97,8.59
9.00,8.90,9.00,8.76
8.84,8.84,8.84,8.84
8.83,8.84,8.84,8.83
8.84,8.84,8.84,8.84
8.86,8.86,8.86,8.86
9.00,9.03,9.03,9.00
9.00,8.82,9.00,8.80
8.62,8.81,8.81,8.60
8.81,8.81,8.81,8.81
8.81,8.81,8.81,8.81
8.88,8.88,8.88,8.88
8.88,8.88,8.88,8.88
8.88,8.88,8.88,8.88
8.89,9.00,9.00,8.89
9.00,9.00,9.00,9.00
8.90,8.86,8.90,8.86
8.91,8.91,8.91,8.91
8.95,8.97,8.97,8.95
8.96,8.96,8.96,8.96
8.92,8.92,8.92,8.92
9.00,8.95,9.10,8.95
8.91,8.85,8.91,8.85
8.85,8.85,8.85,8.85
8.85,8.85,8.85,8.85
8.85,8.85,8.85,8.85
8.92,9.00,9.00,8.92
9.01,9.00,9.10,9.00
9.30,11.69,11.80,9.30
11.28,11.15,11.49,10.70
10.95,10.81,11.15,10.72
10.75,10.47,10.75,10.47
10.30,10.30,10.30,9.82
10.29,9.83,10.29,9.83
10.00,9.85,10.10,9.85
9.86,9.85,10.00,9.85
9.85,9.85,9.85,9.82
9.85,9.85,9.85,9.85
9.85,9.87,10.00,9.85
9.87,9.87,9.87,9.84
9.98,10.01,10.01,9.98
9.89,10.13,10.22,9.86
10.20,10.20,10.20,10.20
10.00,10.00,10.00,10.00
9.86,9.71,9.90,9.65
9.76,9.67,9.76,9.67
9.70,9.73,9.85,9.57
9.67,9.78,9.78,9.67
9.80,9.79,9.80,9.67
9.70,9.70,9.70,9.70
9.80,9.70,9.80,9.70
9.70,9.67,9.70,9.67
9.67,9.67,9.67,9.67
9.67,9.67,9.67,9.67
9.70,9.70,9.70,9.70
9.85,10.20,10.85,9.81
10.37,10.50,10.50,10.37
10.50,10.50,10.50,10.50
10.12,10.48,10.48,10.12
10.34,10.44,10.45,10.34
10.48,10.12,10.50,10.12
10.12,10.12,10.50,10.12
10.35,10.39,10.43,10.35
10.26,10.26,10.26,10.26
10.26,10.12,10.37,10.12
10.15,10.15,10.16,10.15
10.23,10.35,10.39,10.13
10.23,10.40,10.40,10.23
10.35,10.32,10.35,10.32
10.35,10.50,10.50,10.23
10.48,10.50,10.50,10.48
10.50,10.95,10.95,10.40
10.91,11.45,11.50,10.91
11.36,11.35,11.36,11.15
11.36,11.45,11.65,11.36
11.15,11.45,11.45,11.15
11.44,11.79,11.93,11.44
11.53,11.74,11.78,11.48
11.73,11.62,11.85,11.50
11.69,11.79,11.80,11.65
11.69,12.38,12.69,11.60
12.52,12.49,12.52,12.35
12.31,13.43,13.43,12.31
13.48,13.61,13.61,13.02
13.61,13.61,13.61,13.61
12.91,13.46,13.46,12.91
13.46,13.10,13.46,13.00
12.98,12.60,13.02,11.92
12.85,12.10,12.85,12.00
12.41,12.41,12.41,12.41
12.49,12.71,12.80,12.47
12.80,12.77,12.80,12.77
12.77,12.77,12.77,12.77
12.77,12.77,12.77,12.77
12.50,12.39,12.50,12.39
12.36,12.16,12.36,12.16
12.55,12.53,12.55,12.50
12.59,13.14,13.14,12.59
13.14,13.14,13.14,13.14
12.75,13.50,13.50,12.15
13.57,13.94,13.94,13.57
13.94,14.20,14.29,13.90
14.38,14.00,14.38,14.00
14.21,14.21,14.21,14.21
14.00,14.15,14.15,14.00
14.10,14.34,14.37,14.10
14.49,14.08,14.49,14.06
14.37,14.10,14.37,14.08
14.10,14.10,14.10,14.10
14.20,14.26,14.35,14.05
14.09,12.97,14.09,12.26
12.78,12.79,12.82,12.76
13.23,13.47,13.47,13.23
13.00,13.46,13.46,13.00
13.38,13.39,13.40,13.38
13.26,12.41,13.26,12.35
12.50,12.81,13.23,11.19
11.56,13.00,13.30,11.56
12.59,12.20,12.90,12.00
12.87,13.24,13.27,12.50
13.04,13.01,13.04,13.01
12.86,12.86,12.86,12.86
12.86,12.86,12.86,12.86
12.86,12.86,12.86,12.86
12.86,12.86,12.86,12.86
12.59,13.17,13.17,12.59
13.08,12.50,13.08,12.21
12.54,12.51,12.54,12.51
12.51,12.51,12.51,12.51
12.51,12.51,12.51,12.51
12.41,12.39,12.41,12.39
12.32,12.32,12.32,12.32
12.32,12.20,12.32,12.20
12.23,12.20,12.25,12.20
12.29,12.10,12.30,12.00
12.18,12.00,12.78,11.87
12.00,12.00,12.00,12.00
12.22,12.22,12.22,12.22
12.22,12.22,12.22,12.22
12.50,12.76,12.77,12.45
12.49,12.49,12.49,12.49
12.20,12.20,12.20,12.20
12.20,12.10,12.20,12.10
12.10,12.08,12.10,12.07
12.08,12.29,12.36,12.08
12.65,12.65,12.65,12.65
12.79,12.78,12.79,12.78
12.97,13.00,13.02,12.96
13.40,13.45,13.45,13.40
13.45,13.45,13.45,13.45
13.04,13.50,13.50,13.01
13.77,13.96,13.96,13.77
14.09,14.00,14.09,13.98
14.00,13.99,14.00,13.99
13.99,13.99,13.99,13.99
14.99,15.25,15.25,14.53
15.20,15.82,16.10,15.18
15.75,15.75,15.75,15.70
15.77,15.76,15.98,15.75
15.99,16.50,16.50,15.85
16.75,16.60,16.75,16.50
16.70,16.62,16.77,16.62
16.65,16.66,16.85,16.64
16.65,16.75,16.97,16.65
16.75,16.24,16.75,16.07
16.37,16.40,16.43,16.20
16.40,16.45,16.45,16.00
16.43,16.17,16.45,16.01
16.14,16.10,16.14,15.80
16.36,16.40,16.40,16.36
16.30,16.40,16.40,15.80
16.05,16.00,16.40,16.00
16.07,16.59,16.75,16.00
17.04,17.00,17.04,15.80
16.92,16.68,17.01,16.40
16.68,16.68,16.68,16.68
15.97,16.05,16.75,15.97
16.05,16.05,16.05,16.05
16.10,16.76,16.80,16.10
16.50,16.74,16.76,16.24
16.63,16.05,16.80,16.05
16.65,16.17,16.77,16.17
16.65,16.00,16.72,16.00
16.01,15.69,16.76,15.69
15.81,16.30,16.33,15.81
16.19,16.45,16.50,16.19
16.45,16.05,16.48,16.05
16.12,16.11,16.12,16.00
16.05,16.01,16.46,16.01
16.03,16.00,16.03,16.00
15.87,15.87,15.87,15.87
15.88,16.00,16.00,15.86
15.93,16.16,16.25,15.93
16.26,17.04,17.04,16.26
17.04,17.04,17.04,17.04
17.05,17.50,17.50,17.05
17.60,17.60,17.60,17.60
17.34,17.97,18.00,16.87
17.50,17.91,17.91,17.00
17.97,17.50,17.97,17.49
17.50,17.50,17.50,17.50
17.90,17.90,17.90,17.70
17.90,17.75,17.96,17.75
17.84,17.93,17.97,17.60
17.86,18.00,18.00,17.75
18.43,18.00,18.44,18.00
18.22,18.22,18.22,18.18
18.17,18.15,18.20,18.15
18.20,18.25,18.25,18.16
18.30,18.20,18.30,18.20
17.99,17.99,17.99,17.99
18.03,16.96,18.15,16.48
16.96,17.65,18.00,16.96
17.74,17.90,17.95,17.74
17.98,17.94,18.15,17.75
17.17,17.90,17.90,17.14
18.00,17.80,18.00,17.40
17.67,17.99,18.00,17.11
17.97,17.92,17.97,17.91
17.19,17.90,18.00,16.99
17.71,17.71,17.71,17.71
17.87,17.90,17.90,17.70
17.80,17.90,17.90,17.80
17.70,17.90,17.90,17.70
17.81,18.00,18.00,17.80
17.50,18.00,18.00,17.03
17.25,17.97,17.99,17.25
18.00,17.99,18.00,17.99
17.85,18.00,18.00,17.85
9.91,9.50,9.91,8.70
9.87,9.65,9.90,9.34
9.65,9.90,9.90,9.65
9.90,10.00,10.00,9.85
10.00,9.98,10.16,9.90
10.01,10.00,10.15,9.86
10.00,9.78,10.00,9.75
9.78,9.87,9.92,9.65
9.89,9.86,9.89,9.66
9.86,9.82,9.86,9.67
9.76,9.82,9.82,9.50
9.62,9.81,9.81,9.62
9.75,9.73,9.75,9.50
9.70,9.67,9.74,9.67
9.64,9.59,9.70,9.36
9.48,9.48,9.48,9.48
9.60,9.58,9.60,9.58
9.71,9.99,10.00,9.71
10.00,9.93,10.06,9.88
10.01,10.50,10.60,10.00
11.94,10.58,12.78,10.48
10.60,10.71,11.00,10.48
10.72,10.85,11.85,10.72
10.78,10.99,11.09,10.65
11.04,11.00,11.05,10.71
11.01,11.01,11.10,11.00
11.01,11.23,11.23,10.90
11.17,11.32,11.40,11.14
11.20,11.20,11.20,11.20
11.27,11.30,11.33,11.26
11.47,11.61,11.85,11.47
11.58,11.82,11.82,11.50
11.84,12.21,12.34,11.72
