NVCN,Neovasc Inc. - Common Shares,NASDAQ
2.87,2.87,2.87,2.87
2.87,2.87,2.87,2.87
2.87,2.87,2.87,2.87
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.63,2.69,2.69,2.63
2.69,2.69,2.69,2.69
2.69,2.69,2.69,2.69
2.70,2.70,2.70,2.70
2.59,2.59,2.59,2.59
2.61,2.61,2.61,2.61
2.61,2.61,2.61,2.61
2.61,2.61,2.61,2.61
2.61,2.61,2.61,2.61
2.61,2.61,2.61,2.61
2.61,2.61,2.61,2.61
2.49,2.49,2.49,2.49
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.67,2.55,2.68,2.55
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.48,2.49,2.50,2.48
2.50,2.65,2.65,2.50
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.66,2.66,2.66,2.66
2.66,2.66,2.66,2.66
2.66,2.66,2.66,2.66
2.66,2.66,2.66,2.66
2.74,2.74,2.74,2.74
2.74,2.74,2.74,2.74
2.74,2.74,2.74,2.74
2.74,2.74,2.74,2.74
2.74,2.74,2.74,2.74
2.74,2.74,2.74,2.74
2.74,2.74,2.74,2.74
2.74,2.74,2.74,2.74
2.74,2.74,2.74,2.74
2.74,2.74,2.74,2.74
2.74,2.74,2.74,2.74
2.62,2.62,2.62,2.62
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.57,2.57,2.57,2.57
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.43
2.24,2.24,2.24,2.24
2.24,2.24,2.24,2.24
2.24,2.24,2.24,2.24
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.40,2.63,2.64,2.40
2.65,2.82,2.82,2.64
2.88,3.43,3.43,2.88
3.36,3.21,3.45,3.01
3.10,3.25,3.46,3.10
3.20,3.34,3.34,3.20
3.34,3.34,3.34,3.34
3.40,3.65,3.65,3.40
3.65,3.84,3.84,3.65
3.83,4.07,4.07,3.82
4.06,4.00,4.07,4.00
4.33,4.07,4.33,4.07
4.25,4.08,4.25,4.00
4.04,3.99,4.04,3.99
4.02,4.02,4.02,4.02
4.09,4.09,4.09,4.08
4.08,4.00,4.08,4.00
4.08,4.06,4.08,4.06
4.06,4.06,4.06,4.06
4.05,4.05,4.05,4.05
3.97,3.97,3.97,3.97
4.01,4.04,4.04,3.96
4.01,4.00,4.01,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.95,3.95,3.95,3.95
4.00,4.00,4.00,4.00
3.95,3.98,4.00,3.94
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.97,3.97,3.97,3.97
3.97,3.97,3.97,3.97
3.97,3.97,3.97,3.97
3.50,3.64,3.64,3.50
3.64,3.76,3.79,3.64
3.79,3.79,3.79,3.79
3.75,3.75,3.75,3.75
3.76,3.76,3.76,3.76
3.75,3.75,3.75,3.75
3.78,3.78,3.78,3.78
3.78,3.78,3.78,3.78
3.78,3.72,3.78,3.72
3.72,3.72,3.72,3.72
3.76,3.69,3.76,3.69
3.78,3.77,3.78,3.77
3.98,3.79,3.98,3.79
3.77,3.77,3.77,3.77
3.74,3.85,3.85,3.74
3.82,3.82,3.82,3.82
3.82,3.82,3.82,3.82
3.82,3.82,3.82,3.82
3.82,3.82,3.82,3.82
3.78,3.79,3.79,3.78
3.77,3.98,3.98,3.77
4.02,4.02,4.11,4.02
4.04,4.09,4.09,4.04
4.07,4.02,4.07,4.02
3.99,3.99,3.99,3.99
4.00,3.99,4.00,3.99
3.94,3.94,3.94,3.93
3.95,3.95,3.95,3.95
3.91,3.74,3.91,3.64
3.69,3.57,3.69,3.57
3.57,3.57,3.57,3.57
4.00,4.00,4.00,4.00
3.86,3.09,3.87,3.08
3.63,4.26,4.45,3.63
4.41,5.46,6.41,4.41
6.09,5.39,6.30,5.17
5.36,5.01,5.37,4.73
5.17,5.14,5.17,5.14
5.20,5.13,5.20,5.08
5.15,5.31,5.36,5.11
5.33,5.42,5.42,5.33
5.47,5.47,5.49,5.41
5.47,5.65,5.65,5.47
5.48,5.40,5.48,5.38
5.40,5.38,5.45,5.38
5.25,5.24,5.25,5.24
5.39,5.61,5.64,5.39
5.60,5.77,5.80,5.60
5.77,5.77,5.77,5.77
5.87,5.92,5.92,5.87
5.93,5.81,6.21,5.81
5.88,5.88,5.88,5.88
6.05,6.06,6.06,6.05
6.24,6.40,6.40,6.20
6.49,6.66,6.66,5.42
6.50,6.50,6.56,6.48
6.77,6.51,6.83,6.51
6.92,6.92,6.92,6.83
6.34,6.60,6.60,6.33
6.68,6.91,6.91,6.68
6.91,6.75,6.91,6.70
6.60,6.60,6.60,6.60
6.91,6.92,6.92,6.91
6.91,6.64,6.91,6.64
6.58,6.30,6.58,6.30
6.63,6.63,6.63,6.63
6.66,6.65,6.66,6.65
6.59,6.66,6.66,6.59
6.40,6.55,6.55,6.40
6.53,6.05,6.53,6.04
6.04,5.95,6.04,5.95
6.00,6.08,6.12,5.97
6.08,6.08,6.08,6.08
5.94,6.33,6.33,5.94
6.33,6.33,6.33,6.33
6.36,6.25,6.36,6.25
6.58,6.40,6.61,6.03
6.00,6.36,6.36,6.00
6.10,6.10,6.10,6.10
6.22,6.07,6.25,6.00
6.24,6.19,6.24,6.19
6.19,6.19,6.19,6.19
5.92,5.92,5.92,5.92
5.92,5.92,5.92,5.92
5.89,5.92,5.92,5.89
5.68,5.67,5.68,5.67
5.67,5.91,5.92,5.53
5.83,6.11,6.13,5.83
6.13,6.12,6.13,6.12
5.81,5.80,5.83,5.80
5.83,5.83,5.83,5.83
5.97,5.97,5.97,5.97
5.97,5.97,5.97,5.97
6.00,5.95,6.08,5.87
6.00,6.00,6.00,6.00
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.36,6.36,6.25
6.36,6.36,6.36,6.36
5.96,6.00,6.28,5.72
6.00,6.00,6.00,6.00
6.25,6.25,6.25,6.25
6.25,6.49,6.49,6.25
6.49,6.49,6.49,6.49
6.49,6.49,6.49,6.49
6.36,6.40,6.40,6.35
6.42,6.42,6.42,6.42
6.46,6.44,6.46,6.44
6.96,6.96,6.96,6.96
7.00,6.50,7.00,6.50
6.50,5.75,6.50,5.75
5.70,6.25,6.25,5.70
6.25,6.97,6.98,6.25
6.50,6.45,6.99,6.25
6.50,6.89,6.95,6.36
6.89,6.63,6.89,6.40
6.40,6.26,6.49,6.25
6.45,6.25,6.48,6.25
6.38,6.25,6.45,6.25
6.82,6.42,6.82,6.06
6.40,6.00,6.40,5.70
5.75,6.00,6.11,5.66
6.00,6.25,6.29,5.98
6.30,6.50,6.50,6.20
6.20,6.49,6.49,6.20
6.48,6.40,6.50,6.20
6.20,6.30,6.30,6.20
6.22,6.40,6.48,6.22
6.25,6.26,6.28,6.25
6.40,6.50,6.50,6.25
7.11,6.25,7.11,6.25
6.30,6.25,6.49,6.25
6.25,6.33,6.34,6.25
6.20,6.20,6.20,6.20
6.20,6.21,6.25,6.20
6.25,6.25,6.25,6.10
6.25,6.25,6.25,6.25
6.10,6.25,6.25,6.10
6.25,6.25,6.25,6.25
6.11,6.13,6.13,6.11
6.13,6.10,6.14,6.10
6.10,6.12,6.12,6.10
6.10,6.10,6.15,6.10
6.11,6.25,6.25,6.10
6.28,6.10,6.28,6.10
6.40,6.45,6.45,6.20
6.50,6.33,6.50,6.30
6.39,6.25,6.39,6.25
6.24,6.34,6.40,6.24
6.49,6.17,6.49,6.12
6.20,6.50,6.50,6.13
6.50,6.14,6.50,6.14
6.16,6.16,6.20,6.15
6.20,6.12,6.20,6.10
6.10,6.10,6.10,6.10
6.10,6.05,6.10,6.05
6.05,6.10,6.10,6.05
6.08,6.08,6.08,6.08
6.05,6.01,6.05,6.01
6.45,6.25,6.45,6.25
6.11,6.02,6.12,5.99
6.00,6.30,6.30,5.99
6.01,6.01,6.01,6.01
6.01,6.41,6.44,5.92
6.40,6.04,6.43,5.92
6.08,6.00,6.09,5.94
5.96,5.80,5.96,5.73
5.96,5.80,6.33,5.69
5.73,6.07,6.45,5.73
5.96,5.85,5.96,5.70
5.66,5.31,5.66,4.51
5.70,5.28,5.70,5.28
5.21,5.22,5.22,5.21
5.11,5.46,5.48,5.00
5.60,5.05,5.60,4.66
5.03,5.20,5.25,4.50
4.93,5.11,5.11,4.70
5.00,5.29,5.29,5.00
5.40,5.20,5.40,5.16
5.05,5.26,5.53,5.05
5.25,5.32,5.32,4.85
5.32,5.27,5.32,5.01
5.31,5.31,5.31,5.05
5.31,5.11,5.33,5.11
5.11,5.11,5.11,5.11
5.25,5.25,5.25,5.25
5.20,5.44,5.50,5.20
5.08,5.85,6.12,5.08
5.79,6.15,6.18,5.50
6.15,6.17,6.18,5.90
6.17,6.50,6.50,5.94
5.85,6.75,6.75,5.80
6.86,6.86,6.86,6.31
6.78,6.25,6.83,6.07
6.25,6.00,6.25,6.00
5.78,5.98,6.00,5.76
5.77,5.80,5.97,5.75
5.76,5.80,5.85,5.76
5.76,5.76,5.84,5.76
6.66,5.88,6.66,5.76
5.76,5.60,5.81,5.43
5.31,5.35,5.55,5.08
5.40,5.39,5.40,5.22
5.59,5.30,5.59,5.27
5.35,5.51,5.79,5.35
5.35,5.50,5.50,5.35
5.56,5.39,5.56,5.39
5.39,5.38,5.67,5.38
5.75,5.15,5.75,4.89
5.30,5.24,5.30,5.00
5.24,5.24,5.24,5.24
5.25,5.25,5.25,5.24
5.25,5.20,5.25,5.18
5.20,5.22,5.22,5.20
5.82,5.26,5.82,5.25
5.77,5.49,5.77,5.47
5.75,5.97,5.97,5.46
5.89,5.98,5.98,5.47
5.50,5.61,5.61,5.50
5.51,5.63,5.64,5.51
5.66,5.90,5.95,5.59
5.91,5.91,5.91,5.90
5.86,5.86,5.86,5.86
5.55,5.78,5.78,5.55
5.79,5.79,5.79,5.78
5.78,5.78,5.78,5.78
5.62,5.54,5.62,5.54
5.70,5.78,5.78,5.70
5.80,5.80,5.80,5.80
5.80,6.21,6.45,5.72
6.10,6.68,6.68,6.10
6.50,6.40,6.50,5.76
6.45,6.50,6.50,5.81
6.21,6.31,6.32,6.16
6.47,6.50,6.50,6.20
6.39,6.28,6.48,6.15
6.37,6.23,6.37,6.16
6.18,6.18,6.18,6.18
6.15,6.21,6.23,6.15
6.15,6.23,6.23,6.15
6.17,6.45,6.45,6.17
6.17,6.39,6.39,6.15
6.34,6.39,6.40,6.19
6.35,6.38,6.38,6.21
6.38,6.33,6.38,6.20
6.22,6.28,6.37,6.20
6.34,6.40,6.40,6.34
6.41,6.40,6.41,6.38
6.40,6.40,6.40,6.40
6.27,6.34,6.34,6.27
6.27,6.18,6.27,6.15
6.18,6.18,6.25,6.18
6.42,6.15,6.42,6.15
6.25,6.22,6.25,6.22
6.35,6.35,6.42,6.26
6.28,6.42,6.42,6.26
6.55,6.74,6.75,6.38
6.49,6.72,6.74,6.49
6.50,6.60,6.60,6.35
6.60,6.60,6.63,6.60
6.61,6.67,6.67,6.61
6.51,6.63,6.63,6.48
6.81,6.56,6.81,6.46
6.61,6.82,6.82,6.61
6.80,6.50,6.80,6.45
6.83,6.60,6.83,6.49
6.83,6.72,6.83,6.50
6.60,6.68,6.68,6.60
6.72,6.70,6.94,6.60
6.90,7.00,7.00,6.80
7.11,7.09,7.11,6.80
7.03,7.03,7.11,6.80
7.00,7.18,7.18,6.80
7.33,8.41,8.43,7.25
8.50,8.25,8.50,7.52
8.30,8.19,8.30,7.83
8.30,8.60,8.60,8.20
8.60,8.45,8.61,8.30
8.07,8.40,8.42,8.03
8.46,8.71,8.71,8.24
8.24,7.75,8.29,7.69
7.98,7.19,7.99,6.91
8.00,9.00,9.35,7.46
8.80,9.35,10.12,8.80
9.26,9.01,9.50,8.86
9.41,9.08,9.41,8.48
8.90,8.99,9.10,8.60
9.10,9.15,9.15,8.92
9.20,8.98,9.20,8.82
8.80,8.89,9.18,8.75
8.90,8.75,8.90,8.70
8.75,9.05,9.10,8.73
9.15,9.25,9.25,8.62
9.30,9.08,9.30,9.06
9.06,9.04,9.09,8.80
9.07,9.20,9.35,8.81
9.20,9.01,9.25,8.83
9.17,9.54,9.60,9.02
9.50,9.60,9.70,9.10
9.45,9.50,9.64,9.36
9.50,9.90,9.90,9.50
9.90,9.85,9.90,9.65
9.83,9.90,9.90,9.72
9.90,9.67,9.90,9.66
9.80,9.75,9.80,9.60
9.75,9.55,9.75,9.51
9.41,9.50,9.56,9.10
9.53,9.49,9.59,9.30
9.50,9.10,9.56,9.08
9.00,8.69,9.14,8.42
8.60,9.03,9.29,8.60
8.83,8.87,9.15,8.61
8.76,8.93,9.05,8.76
8.98,9.41,9.41,8.83
9.19,9.36,9.60,9.15
9.34,9.32,9.34,9.14
9.45,9.20,9.45,9.05
9.65,9.57,9.75,9.21
9.50,9.60,9.60,9.42
9.60,9.55,9.63,9.21
9.55,9.46,9.64,9.06
9.44,9.13,9.44,8.57
9.00,8.91,9.39,8.29
8.80,9.00,9.07,8.67
8.90,9.00,9.10,8.87
9.03,8.99,9.09,8.87
9.00,8.83,9.05,8.62
8.86,9.00,9.12,8.86
9.13,8.90,9.38,8.76
9.02,8.90,9.11,8.77
8.89,8.83,8.95,8.68
8.88,8.87,8.94,8.73
8.89,8.87,8.93,8.69
8.91,8.91,8.92,8.72
8.95,8.84,9.00,8.80
8.93,8.80,8.93,8.71
8.72,8.90,8.90,8.54
8.90,9.03,9.04,8.77
9.00,8.89,9.00,8.77
8.88,8.84,8.90,8.77
8.78,8.72,8.89,8.71
8.79,8.57,8.88,8.54
8.58,8.28,8.60,8.10
8.27,8.60,8.70,8.27
8.39,8.20,8.56,8.20
8.24,8.36,8.36,8.09
8.34,8.33,8.48,8.19
8.33,8.22,8.33,8.17
8.10,8.32,8.32,7.76
8.15,8.24,8.26,7.86
8.00,7.88,8.09,7.78
8.00,7.87,8.00,7.85
7.80,7.37,7.80,7.28
7.28,7.01,7.40,6.31
7.00,6.96,7.21,6.53
6.91,6.50,7.01,6.50
6.35,6.76,6.80,6.28
6.75,7.32,7.38,6.72
7.50,7.44,8.26,7.32
7.54,7.32,7.82,7.10
7.50,7.44,7.53,7.01
7.40,7.15,7.45,7.15
6.91,7.09,7.14,6.60
7.09,7.09,7.15,6.99
7.06,6.98,7.07,6.90
6.94,7.00,7.10,6.93
7.05,7.06,7.19,6.96
6.99,7.15,7.20,6.92
7.01,7.04,7.16,6.93
6.98,7.00,7.03,6.90
6.88,6.96,6.98,6.80
7.10,6.97,7.12,6.78
7.00,6.78,7.10,6.58
7.04,7.08,7.38,7.02
7.26,6.95,7.26,6.83
6.89,7.27,7.41,6.80
7.30,7.28,7.34,7.05
7.23,7.04,7.27,6.99
7.02,7.11,7.63,6.92
7.35,7.00,7.35,6.90
6.88,7.17,7.17,6.88
7.29,7.21,7.29,7.11
7.16,7.10,7.49,7.01
7.10,7.10,7.19,6.90
7.03,6.98,7.10,6.81
6.63,6.87,7.08,6.55
6.83,6.99,6.99,6.78
7.04,6.84,7.04,6.78
6.90,6.78,6.90,6.77
6.86,6.70,6.92,6.62
6.68,6.65,6.94,6.37
6.56,6.53,6.62,6.42
6.48,6.41,6.68,6.34
6.31,6.61,6.61,6.31
6.54,6.59,6.70,6.30
6.53,6.40,6.55,6.23
6.41,6.43,6.59,6.31
6.53,6.24,6.70,6.23
6.24,6.04,6.40,6.01
6.03,5.98,6.11,5.85
5.90,5.90,6.06,5.54
5.87,5.89,5.90,5.75
5.88,5.87,5.90,5.87
5.86,6.10,6.15,5.74
6.11,5.91,6.11,5.84
5.85,5.50,5.88,5.03
5.44,5.86,6.27,5.23
5.91,6.00,6.15,5.91
5.59,5.78,5.98,5.57
5.79,5.90,6.18,5.73
5.91,5.75,6.33,5.70
5.79,5.85,5.89,5.75
5.80,5.93,6.14,5.71
5.95,5.85,5.99,5.75
5.75,5.90,5.90,5.66
5.90,5.66,5.90,5.65
5.68,5.54,5.69,5.41
5.40,5.01,5.54,4.58
5.02,4.96,5.49,4.95
5.19,4.79,5.19,4.75
4.81,4.62,5.07,4.40
4.62,4.52,4.75,4.36
4.43,4.17,4.44,4.08
4.21,4.01,4.29,3.88
3.86,4.14,4.30,3.66
4.00,4.18,4.35,4.00
4.24,4.53,5.09,4.24
4.64,4.90,5.11,4.56
5.05,5.44,5.58,5.00
5.53,5.54,5.61,5.37
5.54,5.67,5.71,5.52
5.53,5.61,5.63,5.48
5.66,5.94,6.03,5.56
5.90,6.42,6.50,5.84
6.38,6.30,6.38,6.10
6.38,6.36,6.50,6.25
6.43,6.21,6.48,6.01
6.27,6.52,6.55,6.08
6.57,6.23,6.57,6.12
6.18,6.20,6.20,6.17
6.23,6.05,6.29,6.05
6.02,6.15,6.16,5.82
6.11,6.09,6.40,5.99
5.89,5.90,6.13,5.79
5.73,5.85,5.89,5.73
5.92,5.93,6.01,5.88
5.93,5.81,5.97,5.81
5.80,5.84,6.01,5.55
5.76,5.51,5.76,5.35
5.50,5.00,5.52,4.99
4.86,4.69,5.14,4.60
4.70,4.91,5.08,4.70
4.99,4.81,5.00,4.81
4.75,4.67,4.93,4.57
4.63,4.41,4.79,4.40
4.41,4.30,4.41,4.20
4.20,4.11,4.30,3.92
4.12,4.06,4.16,4.06
3.95,4.24,4.41,3.95
4.00,3.94,4.11,3.88
3.90,4.24,4.47,3.74
4.05,3.85,4.31,3.85
3.98,4.45,4.82,3.78
4.50,5.80,5.90,4.26
5.71,6.14,6.48,5.09
6.10,5.93,6.20,5.80
6.00,5.50,6.00,5.50
5.56,5.31,5.56,5.23
5.37,5.37,5.48,5.32
5.42,5.58,5.67,5.42
5.72,5.39,5.72,5.33
5.44,5.49,5.67,5.37
5.50,5.57,5.60,5.40
5.59,5.55,5.60,5.42
5.60,5.01,5.74,4.86
5.05,5.10,5.20,4.89
5.15,5.33,5.49,5.11
5.29,5.11,5.38,5.10
5.12,5.08,5.17,4.97
5.09,5.12,5.12,4.96
5.07,5.02,5.07,4.78
4.98,4.81,4.98,4.78
4.77,4.27,4.80,4.27
4.19,4.61,4.69,4.00
4.61,4.54,4.84,4.49
4.56,4.66,4.78,4.50
4.80,4.70,4.85,4.68
4.70,4.71,4.74,4.56
4.58,4.47,4.82,4.40
4.44,4.60,4.62,4.44
4.54,4.66,4.70,4.39
4.70,5.01,5.01,4.58
4.96,4.96,4.99,4.91
5.04,4.98,5.04,4.79
4.93,4.50,5.03,4.48
4.50,4.28,4.69,4.09
4.29,4.17,4.41,4.17
4.18,4.14,4.20,4.02
4.07,4.00,4.14,3.97
4.10,4.11,4.13,3.86
4.20,4.15,4.20,3.96
4.19,4.52,4.67,4.12
4.37,4.25,4.55,4.19
4.23,4.04,4.23,4.03
4.12,3.81,4.22,3.77
3.80,3.80,3.92,3.79
3.68,3.60,3.68,3.51
3.58,3.55,3.61,3.49
3.50,3.55,3.59,3.41
3.48,3.58,3.59,3.48
3.57,3.76,3.86,3.57
3.75,3.70,3.76,3.70
3.70,4.08,4.14,3.70
4.00,4.08,4.10,3.87
4.10,4.24,4.27,4.01
4.29,4.50,4.55,4.15
4.42,4.34,4.63,4.21
4.37,4.39,4.42,4.26
4.28,4.23,4.37,4.20
4.10,4.06,4.14,3.98
4.13,4.24,4.28,4.13
4.30,4.59,4.71,4.18
4.61,4.67,4.94,4.52
4.75,4.08,4.75,4.08
4.07,3.83,4.07,3.82
3.74,3.51,3.74,3.50
3.55,3.30,3.94,3.16
3.25,2.89,3.25,2.88
2.99,3.55,3.81,2.90
3.63,3.45,3.64,3.44
3.43,3.36,3.64,3.33
3.48,3.51,3.58,3.38
3.47,3.48,3.62,3.47
3.42,3.45,3.53,3.39
3.48,3.42,3.55,3.42
3.44,3.44,3.55,3.44
3.48,3.27,3.48,3.01
3.26,3.39,3.39,3.25
3.38,3.28,3.42,3.25
3.25,3.30,3.34,3.25
3.18,3.33,3.34,3.18
3.30,3.38,3.40,3.28
3.38,3.38,3.39,3.34
3.31,3.39,3.40,3.31
3.40,3.26,3.40,3.25
3.22,3.31,3.38,3.22
3.34,3.28,3.40,3.25
3.26,3.32,3.38,3.26
3.39,3.28,3.39,3.28
3.25,3.25,3.29,3.21
3.21,3.28,3.32,3.08
3.25,3.19,3.60,3.17
3.25,3.50,3.52,3.24
3.73,3.94,3.95,3.52
4.09,3.91,4.09,3.91
4.08,3.94,4.08,3.92
3.95,3.94,3.95,3.93
3.83,3.95,3.95,3.83
3.94,3.93,3.95,3.82
3.88,3.88,3.94,3.77
3.95,3.94,4.05,3.90
3.99,3.96,3.99,3.96
4.00,3.90,4.00,3.88
3.93,4.00,4.00,3.79
4.00,4.00,4.00,3.90
3.88,4.05,4.05,3.85
3.98,4.23,4.23,3.86
4.10,4.40,4.68,4.10
4.40,4.27,4.40,4.26
4.30,3.99,4.37,3.95
4.04,4.02,4.18,3.84
4.09,4.11,4.40,4.08
4.05,4.40,4.40,4.05
4.31,4.28,4.37,4.23
4.33,4.22,4.33,3.96
4.20,4.02,4.32,4.02
4.01,4.18,4.35,4.01
4.21,4.21,4.25,4.07
4.22,4.29,4.30,4.15
4.17,4.19,4.30,4.16
4.19,4.20,4.20,4.17
4.18,4.19,4.25,4.16
4.19,4.19,4.19,4.19
4.31,4.14,4.31,4.05
4.02,4.14,4.16,4.02
4.12,4.03,4.12,4.03
4.01,3.92,4.02,3.90
3.90,3.89,3.90,3.89
3.76,3.74,3.84,3.74
3.76,3.56,3.77,3.56
3.60,3.53,3.63,3.43
3.34,3.46,3.54,3.32
3.47,3.41,3.47,3.41
3.41,3.25,3.41,3.25
3.47,3.41,3.50,3.33
3.30,3.34,3.46,3.25
3.25,3.25,3.49,3.12
3.16,3.23,3.23,2.95
3.30,3.20,3.32,3.17
3.21,3.00,3.49,3.00
3.00,2.89,3.18,2.89
2.74,2.87,3.07,2.73
2.85,2.79,3.14,2.70
2.80,2.59,2.80,2.55
2.64,2.58,2.68,2.53
2.55,2.47,2.64,2.45
2.50,2.15,2.50,1.98
2.13,2.18,2.19,2.09
2.13,2.20,2.24,2.13
2.21,2.16,2.21,2.11
2.20,1.98,2.22,1.98
2.05,1.84,2.05,1.79
0.85,0.46,0.89,0.37
0.49,0.44,0.49,0.40
0.46,0.43,0.47,0.41
0.46,0.43,0.46,0.41
0.43,0.40,0.43,0.39
0.40,0.41,0.42,0.39
0.40,0.39,0.45,0.39
0.40,0.40,0.41,0.40
0.40,0.42,0.47,0.40
0.46,0.48,0.55,0.44
0.54,0.45,0.59,0.45
0.43,0.42,0.48,0.40
0.43,0.44,0.45,0.40
0.44,0.43,0.45,0.42
0.43,0.40,0.44,0.40
0.40,0.41,0.43,0.40
0.43,0.40,0.43,0.39
0.40,0.47,0.48,0.40
0.49,0.51,0.52,0.44
0.54,0.76,0.88,0.52
1.05,0.85,1.28,0.78
0.91,0.65,0.91,0.62
0.67,0.59,0.69,0.58
0.61,0.55,0.61,0.53
0.49,0.50,0.53,0.48
0.49,0.49,0.53,0.46
0.49,0.59,0.67,0.49
0.60,0.53,0.62,0.50
0.51,0.52,0.53,0.49
0.51,0.51,0.58,0.50
0.52,0.51,0.54,0.50
0.51,0.48,0.53,0.44
0.47,0.50,0.53,0.47
0.49,0.49,0.53,0.47
0.51,0.47,0.51,0.47
0.48,0.46,0.49,0.45
0.46,0.47,0.47,0.46
0.49,0.47,0.49,0.46
0.48,0.46,0.48,0.46
0.49,0.47,0.49,0.46
0.47,0.46,0.47,0.45
0.45,0.45,0.46,0.44
0.44,0.46,0.47,0.44
0.46,0.46,0.47,0.44
0.47,0.61,0.63,0.45
0.60,0.55,0.65,0.51
0.52,0.53,0.55,0.51
0.55,0.52,0.56,0.51
0.55,0.54,0.63,0.51
0.59,0.58,0.62,0.55
0.59,0.55,0.59,0.53
0.55,0.77,0.79,0.54
0.75,0.67,0.75,0.60
0.69,0.70,0.72,0.64
0.73,0.80,0.88,0.69
0.82,0.75,0.88,0.69
0.53,0.58,0.68,0.52
0.62,0.58,0.62,0.55
0.59,0.55,0.59,0.53
0.58,0.67,0.70,0.55
0.70,0.61,0.71,0.58
0.61,0.59,0.64,0.57
0.60,0.57,0.60,0.56
0.58,0.58,0.60,0.56
0.61,0.59,0.61,0.57
0.59,0.59,0.61,0.57
0.60,0.60,0.68,0.59
0.60,0.60,0.61,0.59
0.60,0.60,0.62,0.57
0.60,0.61,0.62,0.60
0.62,0.61,0.62,0.60
0.60,0.58,0.60,0.56
0.59,0.57,0.59,0.56
0.58,0.58,0.58,0.57
0.58,0.59,0.63,0.56
0.59,0.62,0.62,0.58
0.62,0.60,0.64,0.58
0.63,0.58,0.63,0.58
0.57,0.57,0.60,0.56
0.57,0.54,0.58,0.51
0.51,0.54,0.58,0.51
0.55,0.54,0.55,0.53
0.53,0.53,0.53,0.51
0.54,0.52,0.54,0.51
0.51,0.53,0.55,0.51
0.54,0.54,0.54,0.52
0.54,0.54,0.56,0.53
0.53,0.56,0.58,0.53
0.55,0.54,0.57,0.54
0.54,0.54,0.56,0.49
0.52,0.52,0.54,0.51
0.55,0.54,0.56,0.51
0.53,0.53,0.54,0.51
0.53,0.53,0.54,0.51
0.53,0.51,0.54,0.50
0.50,0.50,0.53,0.48
0.51,0.50,0.51,0.48
0.50,0.48,0.51,0.47
0.49,0.47,0.49,0.47
0.49,0.48,0.49,0.45
0.48,0.48,0.48,0.47
0.50,0.50,0.50,0.47
0.53,0.53,0.53,0.50
0.53,0.54,0.62,0.52
0.52,0.52,0.54,0.50
0.52,0.51,0.52,0.47
0.50,0.50,0.52,0.49
0.50,0.50,0.52,0.49
0.50,0.52,0.53,0.50
0.52,0.56,0.57,0.52
0.58,0.62,0.66,0.58
0.65,0.68,0.68,0.60
0.72,0.79,0.82,0.70
0.81,1.02,1.20,0.80
0.58,0.64,0.82,0.53
0.64,0.65,0.76,0.61
0.61,0.54,0.64,0.53
0.56,0.55,0.56,0.51
0.55,0.49,0.55,0.48
0.49,0.48,0.51,0.46
0.49,0.52,0.58,0.46
0.53,0.52,0.55,0.49
0.56,0.55,0.56,0.51
0.55,0.58,0.61,0.53
0.51,0.52,0.54,0.49
0.50,0.50,0.52,0.49
0.48,0.48,0.50,0.47
0.50,0.48,0.50,0.48
0.49,0.50,0.51,0.48
0.49,0.49,0.51,0.48
0.54,0.52,0.61,0.51
0.53,0.51,0.53,0.51
0.55,0.54,0.61,0.53
0.56,0.53,0.57,0.53
0.55,0.51,0.55,0.51
0.55,0.51,0.55,0.51
0.90,0.86,0.98,0.72
0.97,1.42,1.42,0.95
