HSNI,HSN,NASDAQ
28.53,27.47,29.06,27.40
27.50,28.03,28.38,27.01
28.08,28.26,28.89,27.74
28.23,28.51,28.86,28.07
28.66,29.50,29.53,28.44
29.27,29.72,30.15,29.01
29.54,29.20,29.66,28.98
29.06,29.95,30.02,28.87
29.81,29.78,30.30,29.34
29.56,28.83,29.66,28.83
28.96,29.97,30.10,28.96
29.76,30.56,30.93,29.45
30.78,30.99,31.04,30.08
30.76,30.49,30.82,29.69
31.27,30.25,32.18,27.92
30.00,32.05,32.05,29.40
31.93,32.26,32.40,30.99
32.20,32.48,32.49,29.88
32.50,30.08,32.50,30.04
30.23,30.77,31.19,29.98
30.88,30.77,31.08,30.28
30.65,30.33,30.91,29.84
30.37,29.58,30.49,28.87
29.48,30.23,30.53,28.98
30.23,31.06,31.45,29.74
30.63,30.63,31.32,30.40
30.32,30.67,31.09,29.85
30.35,31.06,31.25,29.89
30.13,31.11,31.38,29.91
31.15,30.78,31.45,30.40
31.19,30.75,31.33,30.56
31.02,30.37,31.39,29.95
30.67,30.75,31.00,29.86
30.61,30.52,30.84,30.19
30.51,31.00,31.19,30.05
31.18,31.02,31.46,30.79
31.07,31.09,31.98,31.04
31.10,31.16,31.61,30.80
31.03,31.52,31.59,30.86
31.60,32.28,32.55,31.60
32.25,32.03,32.37,31.54
32.05,32.21,32.79,32.05
32.41,32.50,32.76,32.20
32.33,32.92,33.49,31.98
32.98,33.13,33.39,32.63
33.20,33.67,34.34,31.67
33.91,32.65,34.22,32.60
32.54,32.66,33.18,32.35
32.45,32.22,33.13,32.11
32.35,32.09,32.81,31.55
32.00,32.27,32.35,31.68
32.11,32.19,32.43,31.79
31.71,31.90,31.95,31.12
31.93,31.66,32.15,31.32
32.08,32.31,32.61,31.91
32.48,31.96,32.48,31.68
31.81,31.84,32.08,31.57
31.86,32.26,32.69,31.76
32.21,32.57,32.73,31.93
32.47,32.55,32.60,31.97
32.55,33.18,33.56,32.14
34.01,34.64,34.85,33.00
34.58,34.18,34.89,33.89
34.57,34.69,35.43,34.01
34.49,34.02,34.99,33.67
34.50,33.74,34.70,33.72
33.53,33.77,33.81,33.14
33.92,34.75,34.77,33.78
34.51,33.83,34.77,33.50
33.49,33.63,34.31,33.33
33.60,33.08,33.88,32.96
32.98,32.61,33.23,32.24
32.32,32.10,32.64,31.98
32.24,33.29,33.53,32.15
33.50,33.32,33.50,32.82
33.06,32.37,33.14,32.07
31.90,31.63,32.21,31.52
31.66,31.11,31.82,30.74
30.98,32.71,33.12,30.80
32.55,33.32,33.36,31.99
33.40,34.06,34.19,33.30
34.28,35.21,35.21,34.12
35.19,34.69,36.36,34.32
34.50,34.47,35.30,34.16
33.85,33.60,34.94,33.25
33.51,32.97,33.70,32.70
33.30,33.33,34.35,32.88
33.10,32.26,33.46,32.18
32.42,32.84,33.45,32.11
32.56,31.93,32.98,31.80
31.99,31.65,32.72,31.62
32.11,31.87,32.47,31.64
31.51,31.30,31.92,31.07
31.35,30.99,31.81,30.22
31.18,30.84,31.60,30.79
29.72,30.73,31.20,29.69
30.87,31.60,31.88,30.54
31.32,30.84,31.55,30.74
30.52,30.95,31.23,30.43
31.00,30.64,31.15,30.50
30.64,30.62,31.05,30.22
30.70,31.26,31.45,30.70
31.28,31.61,31.92,31.25
31.81,32.92,32.98,30.71
32.94,33.30,33.48,32.59
33.40,33.72,34.03,33.03
33.64,33.73,34.00,33.38
34.17,35.00,35.52,33.62
34.41,34.57,34.82,34.30
33.97,33.95,34.56,33.68
33.88,33.80,34.13,33.61
34.01,34.03,34.32,33.82
34.11,33.40,34.20,33.19
33.64,33.23,33.78,32.70
33.06,32.67,33.50,32.34
33.08,33.84,33.97,32.92
33.91,33.53,34.35,32.89
33.74,34.18,34.35,33.51
34.21,34.35,34.40,33.83
34.13,34.35,34.91,33.90
34.42,34.54,34.71,33.86
34.29,32.40,34.53,32.21
32.52,32.36,32.92,32.00
32.04,32.69,32.87,31.60
33.17,32.71,33.18,32.29
32.40,30.97,32.89,30.94
33.00,35.01,35.70,33.00
34.48,32.15,34.67,32.14
32.66,32.00,33.66,30.62
31.06,28.61,32.07,28.42
28.54,32.34,32.39,27.55
33.06,30.58,33.06,30.33
30.76,31.68,32.21,30.43
31.90,31.73,32.21,30.53
31.89,32.12,32.42,30.84
31.82,31.47,31.85,30.75
31.54,31.23,32.20,30.77
30.16,29.76,31.03,29.44
29.20,29.51,30.45,28.75
30.30,29.38,30.35,29.29
29.50,31.31,31.82,28.83
31.31,31.85,32.28,30.72
32.17,30.78,32.75,30.68
30.48,31.43,31.86,29.95
31.73,32.86,32.98,31.25
32.58,32.30,33.00,31.46
32.46,32.14,33.45,31.57
32.16,31.47,32.82,31.18
30.67,30.97,31.14,30.25
29.89,30.82,31.17,29.74
31.31,32.08,32.51,31.31
31.78,31.80,32.53,31.26
31.34,31.40,32.07,30.78
30.80,32.10,32.16,30.77
32.17,32.67,33.45,31.87
33.08,33.33,34.30,32.45
34.05,33.74,34.19,33.23
33.76,34.00,35.46,33.76
33.24,33.95,34.40,32.35
34.12,33.15,34.37,33.09
33.17,34.18,34.60,32.73
33.45,34.79,35.38,33.00
34.93,35.13,35.81,34.14
35.38,34.99,35.72,34.21
35.75,35.15,35.99,34.84
35.65,34.59,37.80,34.25
35.65,33.94,35.82,32.71
33.33,33.13,34.44,33.03
32.84,31.25,33.57,31.09
31.02,32.07,32.20,30.38
32.12,32.34,32.62,31.19
32.23,32.59,32.64,31.91
32.66,32.36,33.20,31.87
32.97,33.84,33.85,32.97
33.58,34.35,34.90,33.19
34.70,34.05,35.00,33.85
33.95,34.13,34.75,33.88
34.63,35.10,35.45,34.33
34.72,34.85,35.73,34.31
34.91,35.47,35.91,34.24
35.27,34.95,35.75,34.30
34.85,35.23,35.57,34.56
35.84,35.01,35.84,34.83
35.22,36.14,36.23,34.92
36.10,35.83,36.61,35.67
36.27,36.13,36.37,35.26
37.32,36.66,37.40,36.43
36.68,35.98,37.00,35.49
35.23,35.67,35.83,35.00
35.16,34.75,35.99,34.50
35.59,37.30,37.46,35.59
37.92,37.83,38.04,36.96
37.35,36.71,37.46,36.24
36.76,36.71,36.93,35.78
37.06,38.01,38.15,36.73
37.03,36.43,37.48,36.40
36.88,35.98,36.88,35.81
36.38,36.40,36.60,35.92
36.12,36.68,36.73,35.92
36.41,36.69,37.05,36.01
36.36,35.84,36.79,35.73
35.93,35.81,36.58,35.38
35.80,35.97,36.56,35.30
35.48,35.51,35.86,35.10
35.46,35.53,36.13,35.46
35.08,34.19,35.53,34.11
33.91,32.96,34.07,32.95
33.93,34.10,34.84,33.67
34.07,34.16,34.65,33.97
35.20,35.80,35.85,34.61
35.70,36.14,36.65,35.10
36.70,36.36,36.90,36.16
36.92,37.28,37.63,36.47
37.38,36.98,37.50,36.38
36.67,36.90,37.14,35.81
36.46,36.01,36.63,35.74
36.34,37.76,38.45,36.28
37.50,36.75,37.53,36.71
37.13,35.24,37.49,35.12
35.01,35.07,35.72,34.01
35.32,35.96,36.40,35.32
36.17,36.28,37.00,36.03
36.61,35.20,36.90,35.10
35.93,37.23,37.51,35.71
37.24,37.39,37.57,36.34
37.18,37.24,37.65,36.73
37.37,37.43,37.71,36.95
37.16,37.59,37.90,37.03
37.51,37.10,37.63,36.99
37.31,37.03,37.52,36.62
37.06,36.26,37.28,36.17
37.02,36.68,37.64,36.32
36.36,37.16,37.46,36.35
36.84,36.58,37.26,36.24
36.50,35.56,36.55,35.52
35.86,35.16,35.96,34.74
35.80,35.34,36.36,35.17
35.32,36.20,36.25,34.99
36.28,36.50,36.65,35.71
36.07,36.36,36.84,36.02
36.65,36.60,37.14,36.29
36.77,36.64,37.15,36.43
36.64,36.72,37.05,36.21
36.88,36.68,37.19,36.42
36.60,36.08,36.82,35.90
36.00,36.13,36.33,35.85
36.21,36.35,36.63,35.79
36.63,36.00,36.92,35.89
35.81,36.23,36.55,35.81
35.91,35.90,36.18,35.50
36.06,35.69,36.31,35.47
35.81,36.29,36.54,35.79
36.21,35.87,36.66,35.82
36.51,36.20,36.63,36.09
35.98,35.78,36.24,35.72
35.78,35.72,36.05,35.02
35.69,35.69,35.93,35.30
35.70,35.69,35.70,35.03
35.22,35.34,35.64,35.22
35.66,36.39,36.50,35.62
36.17,37.16,37.23,36.17
37.47,36.32,37.47,35.65
36.25,36.74,36.97,36.05
36.94,36.80,37.32,36.75
36.92,35.63,37.03,35.60
35.53,36.36,36.83,34.95
35.02,36.94,38.36,35.02
36.81,37.99,38.23,36.81
37.48,37.98,38.65,37.48
37.88,37.80,38.68,37.53
37.77,37.16,38.00,37.03
37.17,36.90,37.49,36.82
36.69,36.24,37.11,35.76
35.97,36.83,36.86,35.81
36.23,36.55,36.59,36.14
36.74,37.26,37.31,36.45
37.52,37.38,37.74,37.07
37.33,37.78,37.99,37.21
37.78,37.77,37.99,37.49
38.00,37.90,38.00,36.85
37.87,37.57,37.94,37.25
37.52,37.41,37.56,37.08
37.48,37.11,37.63,36.85
37.06,37.36,37.77,36.55
37.04,37.80,37.98,37.04
37.85,38.01,38.20,37.63
37.77,37.71,38.03,37.28
37.68,37.95,37.97,37.04
38.11,38.29,38.79,38.07
38.12,38.25,38.60,37.98
38.26,38.56,38.58,37.86
38.30,37.81,38.30,37.51
38.15,38.03,38.27,37.65
38.09,38.22,38.41,37.98
38.28,37.95,38.85,37.67
37.54,37.32,37.89,36.93
37.13,37.14,37.91,37.13
36.56,36.99,37.17,36.40
36.99,36.00,37.00,35.74
36.46,37.29,37.32,36.34
37.42,37.75,38.04,37.42
37.79,37.18,38.19,37.13
37.26,37.22,37.75,36.71
37.37,37.94,38.57,37.37
37.73,37.55,38.06,37.50
37.56,37.06,38.03,36.99
37.55,37.60,38.12,37.04
37.04,37.01,37.26,36.50
36.95,36.74,37.25,36.16
37.25,37.70,37.85,37.16
37.76,38.46,38.64,37.59
38.66,39.11,39.35,38.28
39.02,38.71,39.17,38.16
38.61,38.49,39.36,38.16
39.00,38.90,40.00,38.32
39.05,37.95,39.05,37.23
37.80,37.36,37.92,36.99
37.15,36.88,37.54,36.75
37.20,36.51,37.68,36.35
36.32,36.49,37.01,36.31
36.73,36.80,37.13,36.35
36.55,36.55,37.19,36.49
36.26,36.18,36.72,35.97
36.27,36.94,37.08,36.26
36.98,37.70,37.86,36.98
37.74,36.84,37.95,36.82
36.91,36.88,37.53,36.53
36.88,37.28,37.49,36.48
37.23,37.69,37.94,37.07
37.50,38.26,38.31,37.50
38.30,38.89,38.92,37.94
39.07,39.24,39.36,38.78
39.74,39.67,40.29,38.98
39.27,39.14,39.62,38.85
39.13,38.90,39.24,38.74
38.04,37.69,38.74,37.69
37.67,38.23,38.55,37.67
37.97,38.97,39.08,37.97
39.15,40.14,40.40,39.15
40.71,39.96,40.76,39.68
39.99,39.89,40.16,39.69
40.30,39.11,40.32,39.04
39.37,40.25,40.27,39.16
39.85,39.52,40.53,39.40
39.60,41.14,41.38,39.49
41.19,41.49,41.63,40.99
41.39,41.00,41.73,40.78
41.01,40.90,41.29,40.77
40.10,40.04,40.43,39.08
39.92,39.49,40.07,39.18
39.77,39.33,39.90,39.24
38.94,38.59,39.15,38.42
38.73,39.25,39.78,38.38
39.48,39.20,39.92,38.91
39.06,39.85,39.86,39.00
40.69,40.35,40.70,39.99
40.17,40.66,40.85,39.89
40.61,41.23,41.33,40.51
41.08,41.08,41.24,40.64
40.58,40.88,41.05,40.54
40.75,41.26,41.28,40.53
41.31,41.50,41.56,41.17
41.55,41.70,41.79,41.24
41.27,41.73,41.96,41.22
41.79,42.60,42.66,41.72
42.59,42.84,42.90,42.11
43.34,43.13,43.50,42.78
43.33,43.24,43.87,42.90
43.23,42.74,43.35,42.39
42.55,42.28,42.66,42.03
41.75,42.15,42.43,41.31
42.11,41.90,42.21,41.65
42.07,41.90,42.24,41.66
42.52,42.42,42.73,41.96
42.68,43.11,43.49,42.67
43.22,42.98,43.57,42.79
42.70,42.36,42.99,42.09
42.43,41.15,42.43,41.03
40.12,41.87,42.50,39.67
42.50,42.92,43.83,42.21
42.90,42.83,43.32,42.19
43.18,43.34,43.50,42.88
43.29,43.60,44.05,43.24
43.52,43.41,43.68,43.22
43.20,43.73,43.75,42.54
43.60,43.55,43.80,43.07
43.85,44.03,44.15,43.64
44.05,44.21,44.47,43.55
44.10,44.57,44.63,44.03
44.60,45.36,45.62,44.60
45.35,44.86,45.35,44.67
44.86,44.46,45.19,44.30
44.30,44.35,44.62,44.14
44.46,44.09,44.49,43.70
43.85,44.44,44.65,43.85
44.70,44.32,44.93,44.26
44.32,44.61,44.74,44.14
44.70,44.92,45.15,44.70
44.64,44.66,45.08,44.43
44.80,45.03,45.29,44.68
44.97,45.48,45.81,44.93
44.18,45.33,45.86,44.16
45.39,46.55,46.77,45.39
46.78,46.68,47.26,46.52
46.84,46.76,46.94,46.71
46.76,46.74,47.27,46.33
46.94,47.05,47.33,46.77
46.96,47.22,47.70,46.79
47.58,48.13,48.40,47.54
48.07,48.24,48.35,47.86
48.03,47.81,48.28,47.78
47.79,48.23,48.45,47.77
47.86,48.40,48.45,47.86
49.71,48.89,49.71,48.75
48.89,48.48,48.92,48.33
48.85,48.22,49.33,48.07
48.23,48.17,48.77,47.72
48.23,48.84,49.06,48.10
48.54,49.05,49.27,48.43
49.16,49.08,49.50,48.68
49.14,48.61,49.18,48.33
48.64,48.67,49.08,48.60
48.94,48.97,49.49,48.76
49.17,48.92,49.44,48.70
48.79,49.13,49.38,48.48
49.24,48.82,49.49,48.63
48.74,48.16,49.07,48.11
48.63,47.61,48.85,47.56
47.54,47.75,48.19,47.47
47.95,48.48,48.70,47.88
48.79,48.79,49.25,48.72
48.92,49.26,49.40,48.68
49.10,49.06,49.47,48.99
48.77,48.48,48.77,48.13
48.57,48.88,49.06,48.16
48.39,48.32,48.72,47.51
48.66,49.04,49.08,48.14
49.42,49.22,49.42,48.61
49.25,49.25,49.46,48.61
49.25,52.00,52.12,49.25
51.93,53.27,54.98,50.83
53.53,51.15,53.62,51.10
50.94,51.70,51.71,50.94
51.81,52.08,52.31,51.81
51.47,50.80,51.80,50.80
50.88,51.27,51.37,50.41
51.21,51.54,51.61,50.95
51.58,51.75,52.32,51.45
51.75,51.57,52.44,51.53
51.84,49.44,52.64,49.35
49.60,49.60,50.01,49.13
49.47,50.50,50.52,49.47
51.10,51.78,51.85,50.83
51.45,52.05,52.18,51.37
52.32,52.28,52.71,51.69
52.50,52.63,52.81,52.15
52.57,51.94,53.21,51.51
52.05,52.10,52.75,51.69
51.73,52.50,52.66,51.33
52.99,52.79,53.31,51.84
53.01,52.89,53.18,52.59
53.00,52.27,53.00,51.94
52.38,52.21,52.56,52.06
52.31,52.09,52.61,51.88
52.07,52.09,52.65,51.73
52.16,51.98,52.50,51.80
52.05,52.55,52.65,52.00
52.76,53.19,54.11,52.50
53.22,52.76,53.89,52.72
52.65,52.83,53.19,52.62
52.61,53.33,53.68,52.36
53.41,54.30,54.35,52.93
54.23,55.01,55.17,54.00
55.09,54.81,55.37,54.42
54.85,55.20,55.24,54.38
54.83,55.11,55.51,53.49
55.21,55.17,55.97,54.84
55.46,53.99,55.46,53.60
54.02,54.30,54.50,53.19
53.93,54.15,55.00,53.44
54.04,55.08,55.38,53.10
56.28,55.89,56.97,55.49
55.47,57.56,57.69,55.47
57.86,57.57,58.29,57.12
57.42,57.10,57.78,57.07
57.22,57.69,58.00,57.13
58.29,58.27,58.95,58.16
58.44,58.29,58.90,57.65
58.25,58.14,58.63,58.08
58.15,58.11,58.43,57.68
57.96,60.69,60.87,57.96
60.44,59.51,60.71,59.08
59.63,59.18,59.93,58.89
59.03,59.03,59.71,58.72
59.11,58.65,59.27,58.52
58.76,58.41,58.79,58.28
58.57,59.18,60.18,58.57
59.38,59.55,60.12,59.11
59.84,58.87,59.96,58.77
59.01,59.72,59.73,58.79
59.55,58.89,60.00,58.64
58.96,59.60,60.21,58.56
60.07,59.60,60.20,58.86
59.42,59.15,59.52,58.50
59.31,59.47,60.07,58.94
59.33,59.01,59.33,58.62
58.90,58.92,59.56,58.61
58.92,59.95,60.02,58.70
60.00,59.26,60.04,58.93
59.30,59.30,59.66,58.95
59.19,59.25,60.08,59.16
59.23,59.16,59.61,58.75
59.39,57.93,59.41,57.89
58.19,58.84,58.96,57.94
58.91,57.86,59.20,57.77
57.55,53.43,57.55,52.03
53.49,53.63,53.96,52.08
53.75,49.97,53.91,49.45
49.91,50.23,50.54,49.14
50.00,52.06,52.33,49.98
52.46,53.50,54.12,52.37
52.81,53.98,54.16,52.42
53.52,53.62,54.34,53.21
53.61,54.27,54.65,53.39
54.35,53.90,54.46,53.50
53.80,54.58,54.74,53.30
54.79,54.24,54.89,54.16
54.01,54.92,55.10,53.69
54.71,54.73,55.08,54.15
54.75,55.04,55.34,54.63
55.12,55.03,55.30,54.72
55.12,55.01,55.23,54.71
54.33,54.80,55.11,54.21
54.82,54.81,55.04,53.96
54.96,55.72,55.76,54.96
55.05,55.20,55.68,54.84
55.37,55.84,56.21,55.23
55.98,55.39,56.13,54.98
55.79,55.50,55.79,55.34
54.97,54.99,55.15,54.57
54.70,54.86,55.14,54.51
54.96,54.35,55.31,54.15
54.69,54.19,54.96,54.07
54.35,52.21,54.42,51.64
52.17,54.13,54.22,52.15
53.21,53.22,53.89,53.04
53.26,53.19,53.73,52.90
53.24,52.75,53.41,52.69
52.79,52.91,53.28,52.69
52.98,53.00,53.07,52.84
52.86,53.42,53.45,52.74
53.20,51.37,53.37,51.05
51.76,51.84,52.04,51.37
51.53,51.26,51.79,50.76
51.42,51.07,52.21,50.99
51.14,52.12,52.51,51.14
52.20,52.32,52.59,51.28
52.67,53.00,53.34,52.38
52.82,53.07,53.48,52.61
53.37,53.16,53.57,52.98
53.13,52.98,53.42,52.92
53.30,52.93,53.35,52.84
53.00,52.58,53.21,52.47
52.37,51.76,52.93,51.67
52.07,53.49,53.82,52.07
54.00,54.18,54.58,53.71
54.03,54.24,54.27,53.59
54.33,55.06,55.06,53.85
54.63,55.42,55.44,54.53
55.34,55.31,55.62,55.01
55.50,55.50,55.79,55.07
55.29,55.27,55.38,54.93
55.15,55.72,55.73,55.05
55.43,56.26,56.37,55.14
56.25,55.26,56.49,55.01
55.36,55.71,55.84,55.15
55.53,55.43,56.11,55.26
55.43,55.67,55.91,55.21
55.63,55.14,56.63,54.84
54.58,56.41,56.43,53.46
56.31,56.76,57.11,56.04
57.55,57.93,58.56,57.08
57.72,56.53,58.04,56.24
56.72,56.89,57.35,56.72
56.54,56.89,57.82,56.47
56.82,56.35,56.97,55.56
56.26,56.17,56.70,55.60
56.12,55.27,56.48,55.14
55.12,55.95,56.25,54.90
56.40,56.60,56.79,55.72
56.83,56.10,56.95,55.93
55.37,56.49,56.95,55.37
56.95,55.54,57.17,55.48
55.59,57.20,57.27,55.19
56.91,56.08,57.13,55.79
56.39,55.91,56.66,55.09
56.10,56.37,56.47,55.93
56.20,55.13,56.37,54.98
54.45,52.84,54.85,52.68
52.88,52.61,53.58,51.62
