NNA,Navios Maritime Acquisition Corporation Common stock,NASDAQ
5.73,5.66,5.73,5.60
5.65,5.65,5.65,5.65
5.70,5.69,5.70,5.50
5.69,5.64,5.70,5.64
5.29,5.70,5.70,5.04
5.73,5.79,5.79,5.73
5.86,5.91,5.96,5.82
5.95,5.91,5.95,5.82
5.83,5.89,5.90,5.83
5.84,5.74,5.84,5.70
5.73,5.67,5.73,5.65
5.72,5.69,5.72,5.67
5.69,5.69,5.69,5.69
5.70,5.60,5.70,5.60
5.61,5.65,5.72,5.60
5.68,5.64,5.70,5.64
5.65,5.62,5.65,5.60
5.60,5.70,5.76,5.56
5.68,5.79,5.95,5.68
5.73,5.84,5.86,5.73
5.79,5.74,5.79,5.58
5.77,5.82,5.92,5.77
5.75,5.60,5.75,5.50
5.64,5.52,5.65,5.50
5.55,5.50,5.56,5.49
5.51,5.50,5.57,5.49
5.49,5.50,5.51,5.48
5.48,5.45,5.48,5.45
5.50,5.47,5.50,5.42
5.48,5.53,5.53,5.48
5.50,5.49,5.50,5.47
5.50,5.55,5.55,5.44
5.53,5.52,5.56,5.51
5.51,5.55,5.55,5.51
5.55,5.52,5.56,5.51
5.51,5.54,5.55,5.49
5.55,5.59,5.59,5.51
5.55,5.53,5.57,5.53
5.50,5.55,5.55,5.50
5.55,5.51,5.56,5.50
5.51,5.54,5.55,5.51
5.54,5.55,5.55,5.52
5.56,5.51,5.56,5.51
5.50,5.50,5.50,5.50
5.50,5.50,5.55,5.50
5.50,5.50,5.50,5.45
5.47,5.45,5.47,5.45
5.46,5.52,5.55,5.46
5.55,5.52,5.55,5.50
5.51,5.50,5.51,5.50
5.55,5.55,5.55,5.50
5.57,5.50,5.57,5.50
5.50,5.56,5.60,5.50
5.55,5.58,5.60,5.55
5.68,5.80,5.84,5.60
5.71,5.63,5.71,5.58
5.68,5.80,5.87,5.63
5.80,5.80,5.80,5.80
5.32,5.24,5.38,5.20
5.25,5.30,5.35,5.12
5.15,5.15,5.20,5.10
5.17,5.00,5.17,5.00
5.00,5.00,5.10,5.00
5.15,4.90,5.15,4.75
4.95,4.90,5.03,4.85
4.87,4.82,4.87,4.80
4.70,4.75,4.80,4.59
4.69,4.57,4.69,4.54
4.51,4.23,4.60,4.21
4.19,4.14,4.26,4.13
4.14,4.07,4.17,4.06
4.12,4.05,4.16,4.01
4.04,3.88,4.04,3.83
3.89,4.00,4.18,3.89
3.95,4.05,4.09,3.95
4.03,4.19,4.19,4.00
4.30,4.33,4.44,4.26
4.42,4.20,4.42,4.10
4.16,4.00,4.20,4.00
3.98,3.94,4.00,3.90
3.95,3.89,3.95,3.86
3.92,3.86,3.97,3.81
3.83,3.94,4.01,3.83
3.98,4.01,4.12,3.98
3.98,3.91,4.04,3.88
3.89,3.84,3.95,3.84
3.84,3.88,3.91,3.81
3.88,3.84,3.88,3.84
3.85,3.92,3.93,3.85
3.91,4.00,4.06,3.88
4.08,4.05,4.21,4.00
4.05,4.30,4.32,4.05
4.27,4.43,4.46,4.24
4.45,4.38,4.45,4.36
4.37,4.31,4.37,4.28
4.34,4.22,4.34,4.15
4.33,4.26,4.33,4.20
4.28,4.38,4.38,4.22
4.41,4.35,4.41,4.35
4.38,4.40,4.40,4.28
4.41,4.40,4.43,4.35
4.37,4.23,4.38,4.21
4.20,4.24,4.27,4.16
4.21,4.10,4.21,4.09
4.02,3.99,4.12,3.94
3.95,4.01,4.02,3.95
4.04,4.20,4.22,3.92
4.35,4.33,4.47,4.25
4.37,4.55,4.55,4.33
4.50,4.40,4.50,4.36
4.41,4.39,4.45,4.30
4.39,4.40,4.42,4.36
4.37,4.41,4.41,4.26
4.38,4.24,4.38,4.20
4.22,4.19,4.23,4.19
4.14,4.27,4.27,4.06
4.24,4.27,4.36,4.24
4.31,4.20,4.31,4.20
4.19,4.09,4.19,4.05
4.07,4.11,4.21,4.07
4.11,4.09,4.14,4.09
4.08,4.10,4.11,4.01
4.10,4.15,4.27,4.02
4.15,4.18,4.43,4.11
4.20,4.00,4.20,3.95
4.03,4.05,4.15,4.03
4.05,4.05,4.07,4.05
4.06,4.04,4.10,4.01
4.03,4.10,4.10,3.90
4.08,4.03,4.08,3.98
4.03,4.10,4.11,4.03
4.10,4.20,4.23,4.08
4.20,4.09,4.20,4.05
4.09,4.17,4.19,4.07
4.15,4.06,4.15,4.03
4.08,4.00,4.08,3.88
3.97,3.99,4.00,3.85
4.00,3.92,4.04,3.87
4.01,3.95,4.01,3.87
3.91,3.97,3.98,3.77
4.00,4.09,4.24,3.91
4.12,4.00,4.12,3.99
3.97,3.99,4.00,3.94
4.07,4.01,4.07,3.94
3.98,3.95,4.10,3.93
3.98,3.95,4.00,3.95
3.92,4.10,4.10,3.91
4.10,4.13,4.15,4.08
4.09,4.04,4.10,4.02
4.01,3.94,4.05,3.91
3.92,3.97,4.03,3.91
4.00,3.99,4.01,3.95
4.01,4.02,4.05,3.95
3.98,3.89,3.98,3.85
3.92,3.85,3.95,3.85
3.88,3.96,4.00,3.88
3.97,3.98,4.00,3.97
3.99,3.87,3.99,3.86
3.85,3.93,4.00,3.79
3.93,3.98,4.01,3.90
3.95,3.97,4.01,3.92
3.96,3.93,3.96,3.92
3.93,4.00,4.02,3.93
3.96,4.01,4.03,3.91
4.02,4.05,4.05,3.93
4.05,4.04,4.13,4.02
4.07,4.06,4.07,4.02
4.14,4.07,4.14,4.05
4.12,4.07,4.12,4.00
4.10,4.13,4.13,4.05
4.16,4.05,4.16,4.05
4.09,3.97,4.16,3.97
3.96,4.01,4.02,3.96
4.03,3.97,4.03,3.95
4.00,3.96,4.05,3.96
3.96,3.92,3.96,3.87
3.95,3.99,4.05,3.95
3.97,3.99,4.03,3.97
3.99,3.92,4.00,3.89
3.94,3.91,3.97,3.89
3.89,3.90,3.95,3.71
3.90,3.83,3.90,3.80
3.83,3.82,3.88,3.81
3.83,3.83,3.88,3.81
3.82,3.84,3.87,3.82
3.86,3.88,3.90,3.86
3.91,3.86,3.91,3.86
3.85,3.86,3.87,3.85
3.85,3.81,3.86,3.80
3.83,3.79,3.83,3.79
3.79,3.78,3.81,3.78
3.80,3.74,3.81,3.72
3.73,3.79,3.84,3.73
3.82,3.68,3.82,3.65
3.70,3.72,3.78,3.69
3.76,3.74,3.76,3.70
3.75,3.65,3.75,3.65
3.65,3.71,3.71,3.65
3.67,3.71,3.74,3.67
3.69,3.64,3.69,3.55
3.64,3.71,3.71,3.62
3.68,3.68,3.79,3.63
3.69,3.64,3.72,3.60
3.67,3.55,3.68,3.50
3.55,3.52,3.55,3.46
3.55,3.55,3.57,3.51
3.55,3.56,3.56,3.51
3.58,3.58,3.60,3.55
3.56,3.66,3.68,3.54
3.66,3.60,3.74,3.59
3.62,3.83,3.84,3.62
3.88,3.87,3.92,3.82
3.90,3.92,3.92,3.86
3.95,4.08,4.08,3.92
4.09,4.07,4.09,4.05
4.06,4.05,4.12,3.90
4.07,4.00,4.07,3.91
3.98,3.62,4.05,3.59
3.66,3.58,3.73,3.58
3.60,3.58,3.65,3.58
3.55,3.58,3.61,3.55
3.57,3.57,3.60,3.57
3.56,3.52,3.56,3.50
3.51,3.44,3.61,3.44
3.51,3.48,3.65,3.45
3.45,3.46,3.50,3.35
3.47,3.45,3.48,3.44
3.43,3.45,3.50,3.43
3.51,3.45,3.53,3.36
3.46,3.39,3.46,3.39
3.40,3.50,3.55,3.40
3.48,3.62,3.64,3.48
3.63,3.54,3.63,3.45
3.50,3.54,3.56,3.50
3.56,3.53,3.56,3.46
3.57,3.56,3.70,3.56
3.43,3.46,3.56,3.43
3.48,3.46,3.67,3.40
3.42,3.33,3.48,3.31
3.31,3.25,3.42,3.22
3.21,3.08,3.22,3.04
3.14,3.21,3.21,3.06
3.16,3.17,3.20,3.08
3.13,3.13,3.23,3.06
3.16,3.22,3.23,3.09
3.20,3.12,3.31,3.09
3.15,3.14,3.18,3.10
3.13,3.20,3.23,3.13
3.21,3.06,3.21,3.06
3.06,3.10,3.10,3.06
3.15,3.05,3.15,3.05
3.06,3.04,3.09,3.03
3.05,3.05,3.07,3.03
3.04,3.03,3.10,3.00
3.06,3.06,3.06,3.06
3.09,3.19,3.29,3.09
3.17,3.21,3.21,3.11
3.16,3.36,3.36,3.04
3.33,3.40,3.42,3.28
3.34,3.33,3.38,3.25
3.34,3.25,3.34,3.25
3.28,3.25,3.30,3.25
3.26,3.31,3.33,3.24
3.28,3.27,3.28,3.27
3.28,3.37,3.39,3.24
3.40,3.38,3.42,3.38
3.41,3.37,3.45,3.24
3.38,3.39,3.39,3.38
3.42,3.32,3.45,3.25
3.32,3.22,3.32,3.10
3.17,3.31,3.31,3.17
3.31,3.35,3.36,3.25
3.38,3.29,3.38,3.16
3.25,3.44,3.44,3.25
3.42,3.40,3.45,3.38
3.40,3.40,3.41,3.32
3.36,3.39,3.40,3.26
3.40,3.45,3.49,3.35
3.39,3.39,3.45,3.19
3.45,3.45,3.46,3.38
3.40,3.21,3.40,3.10
3.26,3.40,3.45,3.26
3.44,3.41,3.47,3.24
3.38,3.40,3.45,3.35
3.40,3.38,3.45,3.33
3.39,3.34,3.40,3.29
3.32,3.44,3.44,3.18
3.41,3.47,3.47,3.28
3.46,3.38,3.47,3.35
3.38,3.31,3.38,3.26
3.31,3.29,3.34,3.27
3.31,3.24,3.31,3.21
3.21,3.16,3.25,3.02
3.16,3.40,3.45,3.16
3.44,3.35,3.44,3.25
3.31,3.43,3.43,3.31
3.43,3.42,3.46,3.40
3.44,3.50,3.65,3.40
3.45,3.34,3.45,3.34
3.28,3.42,3.47,3.28
3.33,3.34,3.49,3.21
3.33,3.29,3.33,3.26
3.30,3.29,3.36,3.23
3.31,3.29,3.31,3.29
3.49,3.39,3.52,3.38
3.40,3.40,3.43,3.38
3.43,3.40,3.44,3.40
3.42,3.30,3.42,3.29
3.35,3.22,3.35,3.20
3.23,3.23,3.26,3.23
3.24,3.20,3.25,3.10
3.15,3.16,3.30,3.11
3.18,3.11,3.19,3.11
3.12,2.90,3.12,2.90
2.90,2.95,2.97,2.90
2.90,2.87,2.90,2.65
2.65,2.52,2.85,2.51
2.53,2.64,2.66,2.52
2.81,2.74,2.81,2.74
2.79,2.52,2.79,2.50
2.64,2.58,2.65,2.58
2.62,2.51,2.62,2.50
3.27,2.75,3.46,2.75
2.85,2.67,2.85,2.63
2.65,2.62,2.65,2.62
2.52,2.51,2.69,2.51
2.57,2.94,3.40,2.57
3.10,3.08,3.10,2.97
3.04,2.85,3.04,2.85
2.82,2.83,2.98,2.80
2.81,2.87,3.10,2.81
2.90,2.87,2.93,2.84
2.90,2.90,2.94,2.80
2.88,2.67,2.89,2.65
2.84,2.80,2.90,2.78
2.80,2.82,2.85,2.80
2.87,2.75,2.87,2.60
2.75,2.86,2.88,2.75
2.85,2.85,2.85,2.82
2.85,2.58,2.85,2.53
2.61,2.70,2.72,2.61
2.66,2.69,2.69,2.60
2.67,2.72,2.76,2.67
2.77,2.71,2.77,2.70
2.70,2.68,2.76,2.65
2.68,2.74,2.82,2.68
2.75,2.75,2.78,2.52
2.79,2.76,2.85,2.75
2.78,2.75,2.79,2.75
2.81,2.86,2.87,2.79
2.85,2.80,2.87,2.80
2.84,2.85,2.88,2.80
2.92,3.05,3.06,2.92
3.07,2.93,3.08,2.93
2.95,3.00,3.02,2.89
3.02,3.08,3.16,3.02
3.06,3.06,3.06,2.94
3.08,3.03,3.09,2.95
3.07,3.06,3.07,2.95
3.01,2.99,3.01,2.99
3.00,3.01,3.01,3.00
3.01,3.01,3.01,3.01
3.01,3.01,3.01,3.00
3.04,3.04,3.05,3.04
2.96,3.11,3.11,2.96
3.06,3.03,3.07,3.00
3.10,3.23,3.37,3.10
3.10,3.24,3.25,3.10
3.26,3.27,3.27,3.20
3.24,3.30,3.30,3.15
3.30,3.33,3.34,3.13
3.32,3.34,3.39,3.15
3.35,3.34,3.35,3.33
3.40,3.50,3.50,3.39
3.55,3.65,3.74,3.53
3.61,3.53,3.71,3.50
3.50,3.51,3.51,3.45
3.50,3.51,3.51,3.50
3.45,3.45,3.56,3.30
3.39,3.37,3.40,3.31
3.31,3.36,3.40,3.28
3.36,3.62,3.62,3.36
3.50,3.46,3.50,3.44
3.52,3.66,3.66,3.52
3.50,3.48,3.50,3.38
3.40,3.40,3.40,3.33
3.40,3.34,3.40,3.31
3.39,3.40,3.40,3.34
3.39,3.40,3.40,3.34
3.44,3.48,3.48,3.44
3.52,3.32,3.52,3.32
3.36,3.46,3.47,3.36
3.40,3.39,3.40,3.28
3.38,3.40,3.40,3.38
3.40,3.40,3.40,3.38
3.33,3.33,3.33,3.33
3.33,3.32,3.40,3.24
3.28,3.28,3.30,3.25
3.30,3.40,3.40,3.30
3.46,3.44,3.48,3.41
3.42,3.28,3.42,3.28
3.26,3.26,3.31,3.25
3.26,3.24,3.26,3.24
3.25,3.26,3.31,3.25
3.35,3.28,3.35,3.25
3.30,3.28,3.36,3.28
3.29,3.25,3.29,3.22
3.25,3.14,3.25,3.14
3.17,3.31,3.32,3.04
3.30,3.27,3.30,3.19
3.26,3.13,3.26,3.13
3.20,3.29,3.30,3.20
3.26,3.20,3.26,3.19
3.23,3.19,3.23,3.19
3.19,3.11,3.25,3.10
3.10,3.05,3.11,3.04
3.06,3.08,3.10,3.06
3.10,3.10,3.14,3.10
3.10,2.98,3.10,2.95
2.95,2.98,2.99,2.95
2.99,3.00,3.00,2.98
2.96,3.00,3.00,2.90
2.99,3.00,3.00,2.97
2.97,2.93,2.97,2.92
2.97,2.88,2.97,2.88
2.80,2.86,2.90,2.80
2.88,2.87,2.88,2.85
2.83,2.90,2.91,2.83
2.93,2.91,2.93,2.80
2.82,2.95,2.95,2.80
2.99,2.90,2.99,2.85
2.95,2.80,2.95,2.80
2.86,2.85,2.86,2.85
2.83,2.80,2.91,2.70
2.75,2.79,2.79,2.75
2.80,2.69,2.80,2.63
2.65,2.61,2.71,2.58
2.60,2.69,2.69,2.55
2.66,2.67,2.69,2.66
2.70,2.78,2.78,2.70
2.75,2.78,2.84,2.70
2.70,2.61,2.70,2.55
2.63,2.60,2.68,2.60
2.59,2.59,2.61,2.59
2.56,2.59,2.64,2.56
2.99,2.67,2.99,2.62
2.80,2.73,2.80,2.70
2.78,2.76,2.81,2.70
2.79,2.70,2.79,2.70
2.78,2.78,2.79,2.70
2.77,2.64,2.80,2.64
2.65,2.55,2.70,2.55
2.64,2.55,2.64,2.55
2.55,2.58,2.60,2.52
2.58,2.58,2.60,2.51
2.56,2.54,2.60,2.50
2.55,2.55,2.60,2.53
2.50,2.42,2.51,2.42
2.41,2.44,2.50,2.35
2.39,2.41,2.47,2.32
2.36,2.40,2.45,2.28
2.41,2.41,2.46,2.25
2.41,2.32,2.41,2.25
2.31,2.31,2.42,2.31
2.35,2.26,2.36,2.26
2.27,2.28,2.29,2.25
2.31,2.34,2.38,2.29
2.34,2.30,2.34,2.29
2.35,2.43,2.43,2.35
2.44,2.54,2.55,2.40
2.46,2.49,2.51,2.45
2.49,2.49,2.49,2.40
2.44,2.54,2.59,2.43
2.54,2.54,2.55,2.53
2.55,2.55,2.55,2.50
2.53,2.59,2.59,2.32
2.58,2.56,2.58,2.56
2.56,2.50,2.56,2.45
2.48,2.50,2.54,2.43
2.49,2.50,2.50,2.43
2.51,2.50,2.51,2.47
2.48,2.45,2.50,2.41
2.46,2.45,2.54,2.44
2.48,2.44,2.48,2.40
2.41,2.40,2.44,2.30
2.37,2.43,2.46,2.37
2.49,2.44,2.49,2.40
2.44,2.59,2.59,2.43
2.58,2.74,2.75,2.56
2.72,2.85,2.89,2.70
2.86,3.08,3.25,2.75
2.91,3.00,3.15,2.91
3.00,2.89,3.00,2.85
2.86,3.00,3.00,2.85
2.98,3.00,3.00,2.90
2.97,2.89,2.98,2.84
2.89,2.85,2.89,2.82
2.85,2.85,2.85,2.85
2.81,2.89,2.93,2.81
2.75,2.86,2.89,2.75
2.81,2.74,2.90,2.71
2.80,2.82,2.83,2.76
2.80,2.74,2.83,2.74
2.74,2.71,2.76,2.71
2.69,2.72,2.72,2.69
2.74,2.72,2.74,2.72
2.69,2.65,2.72,2.65
2.64,2.69,2.69,2.56
2.72,2.70,2.73,2.62
2.69,2.68,2.70,2.62
2.69,2.69,2.69,2.58
2.69,2.70,2.70,2.62
2.70,2.77,2.78,2.67
2.70,2.71,2.77,2.68
2.71,2.70,2.72,2.70
2.68,2.67,2.73,2.67
2.67,2.91,3.00,2.67
2.95,2.94,2.99,2.91
2.90,2.95,2.95,2.90
2.85,2.92,2.93,2.85
2.88,3.00,3.00,2.80
2.98,2.98,2.98,2.85
2.95,3.04,3.09,2.93
2.97,2.91,2.98,2.90
2.99,2.92,3.00,2.90
2.95,2.85,2.95,2.85
2.85,2.75,2.87,2.70
2.72,2.69,2.72,2.69
2.68,2.60,2.68,2.60
2.59,2.67,2.70,2.59
2.62,2.62,2.72,2.60
2.66,2.80,2.95,2.66
2.77,2.72,2.78,2.65
2.76,2.74,2.76,2.65
2.74,2.73,2.75,2.73
2.69,2.74,2.79,2.69
2.75,2.72,2.93,2.72
2.70,2.71,2.71,2.69
2.73,2.70,2.75,2.69
2.69,2.62,2.69,2.62
2.63,2.83,2.93,2.63
2.83,2.89,2.89,2.75
2.80,3.05,3.10,2.80
3.00,3.00,3.00,2.95
3.00,2.90,3.00,2.80
2.90,2.85,2.90,2.82
2.85,3.00,3.00,2.80
2.97,2.91,2.97,2.86
2.95,2.93,3.00,2.85
2.90,2.91,2.93,2.85
2.91,2.91,2.92,2.83
2.88,2.96,2.96,2.83
2.90,2.90,2.94,2.85
2.90,2.90,2.92,2.85
2.90,2.77,3.00,2.69
2.75,2.68,2.75,2.60
2.73,2.60,2.73,2.60
2.60,2.61,2.63,2.58
2.65,2.63,2.65,2.56
2.69,2.63,2.69,2.58
2.63,2.65,2.65,2.56
2.62,2.63,2.64,2.59
2.60,2.60,2.67,2.57
2.63,2.60,2.63,2.59
2.61,2.58,2.61,2.58
2.57,2.59,2.61,2.57
2.59,2.60,2.64,2.53
2.62,2.52,2.62,2.50
2.52,2.55,2.55,2.51
2.53,2.54,2.57,2.50
2.53,2.64,2.65,2.51
2.63,2.59,2.63,2.53
2.57,2.50,2.57,2.50
2.50,2.49,2.54,2.45
2.51,2.47,2.54,2.46
2.49,2.37,2.49,2.31
2.42,2.35,2.43,2.35
2.35,2.38,2.50,2.33
2.38,2.38,2.42,2.37
2.39,2.31,2.40,2.28
2.31,2.28,2.36,2.28
2.27,2.22,2.35,2.22
2.27,2.17,2.30,2.14
2.17,2.17,2.24,2.10
2.17,2.11,2.18,2.10
2.10,2.13,2.16,2.10
2.11,2.12,2.13,2.10
2.10,2.13,2.14,2.09
2.11,2.14,2.16,2.11
2.14,2.16,2.16,2.10
2.13,2.13,2.18,2.05
2.13,2.41,2.41,2.12
2.40,2.45,2.45,2.33
2.36,2.50,2.54,2.33
2.53,2.51,2.55,2.48
2.53,2.51,2.55,2.48
2.50,2.50,2.52,2.49
2.58,2.56,2.61,2.51
2.59,2.63,2.63,2.52
2.63,2.55,2.69,2.55
2.51,2.57,2.57,2.46
2.57,2.60,2.61,2.53
2.60,2.59,2.60,2.56
2.62,2.56,2.67,2.54
2.52,2.62,2.64,2.52
2.61,2.57,2.68,2.57
2.60,2.59,2.70,2.59
2.59,2.59,2.60,2.51
2.58,2.52,2.58,2.52
2.56,2.54,2.62,2.53
2.56,2.56,2.64,2.51
2.70,2.74,2.78,2.67
2.77,2.78,2.81,2.74
2.82,2.81,2.85,2.75
2.84,2.90,2.91,2.84
2.91,2.97,3.00,2.85
2.93,2.89,2.93,2.89
2.91,2.81,2.96,2.66
2.75,2.74,2.80,2.70
2.66,2.67,2.70,2.66
2.75,2.97,2.97,2.75
2.98,3.19,3.27,2.91
3.21,3.30,3.30,3.12
3.30,3.22,3.30,3.19
3.20,3.00,3.20,2.87
3.08,2.98,3.10,2.96
3.00,3.05,3.10,2.89
3.06,3.07,3.10,3.00
3.05,2.98,3.06,2.98
2.98,3.09,3.10,2.92
3.03,3.03,3.10,2.98
3.02,3.03,3.05,3.00
3.03,2.99,3.03,2.98
3.00,3.00,3.00,2.98
3.00,3.12,3.12,2.99
3.01,3.29,3.35,2.99
3.28,3.25,3.46,3.12
3.30,3.37,3.40,3.24
3.32,3.27,3.39,3.27
3.31,3.35,3.40,3.27
3.39,3.35,3.39,3.25
3.39,3.39,3.40,3.30
3.32,3.21,3.40,3.19
3.16,3.26,3.27,3.16
3.28,3.28,3.32,3.26
3.22,3.24,3.32,3.18
3.19,3.28,3.35,3.18
3.26,3.27,3.39,3.25
3.26,3.35,3.35,3.25
3.34,3.40,3.44,3.34
3.39,3.40,3.44,3.37
3.46,3.45,3.50,3.38
3.45,3.44,3.49,3.42
3.46,3.48,3.53,3.46
3.50,3.38,3.50,3.25
3.42,3.40,3.45,3.36
3.39,3.36,3.39,3.15
3.36,3.40,3.40,3.31
3.43,3.49,3.50,3.42
3.50,3.52,3.53,3.49
3.49,3.46,3.54,3.44
3.42,3.38,3.42,3.38
3.30,3.19,3.30,3.14
3.18,3.30,3.32,3.10
3.23,3.33,3.51,3.23
3.36,3.14,3.40,3.11
3.19,3.18,3.25,3.11
3.15,3.15,3.20,3.14
3.17,3.23,3.27,3.15
3.26,3.20,3.26,3.16
3.19,3.21,3.23,3.18
3.25,3.25,3.30,3.19
3.19,3.23,3.24,3.19
3.39,3.36,3.39,3.22
3.39,3.16,3.39,3.16
3.30,3.17,3.30,3.15
3.25,3.33,3.35,3.24
3.41,3.39,3.45,3.36
3.46,3.57,3.60,3.44
3.60,3.46,3.68,3.43
3.44,3.52,3.60,3.44
3.55,3.53,3.60,3.48
3.56,3.70,3.71,3.53
3.73,3.96,4.00,3.69
3.94,3.87,3.94,3.85
3.94,3.74,3.94,3.70
3.72,3.74,3.84,3.72
3.76,3.66,3.80,3.65
3.68,3.70,3.77,3.67
3.74,3.61,3.77,3.60
3.55,3.62,3.68,3.50
3.62,3.76,3.76,3.52
3.84,3.68,3.84,3.64
3.67,3.65,3.70,3.45
3.68,3.67,3.71,3.63
3.62,3.66,3.72,3.62
3.62,3.65,3.69,3.62
3.65,3.65,3.70,3.52
3.64,3.54,3.70,3.35
3.55,3.53,3.58,3.48
3.50,3.60,3.60,3.50
3.60,3.60,3.60,3.53
3.58,3.54,3.58,3.43
3.58,3.49,3.59,3.45
3.44,3.50,3.52,3.37
3.50,3.54,3.57,3.45
3.50,3.54,3.58,3.43
3.53,3.50,3.57,3.48
3.48,3.50,3.52,3.45
