HMNF,HMN Financial,NASDAQ
5.50,5.70,6.14,5.45
5.73,5.70,5.73,5.70
5.95,6.10,6.19,5.94
6.00,5.73,6.00,5.73
6.00,6.05,6.09,5.94
6.04,6.04,6.05,6.03
5.94,6.18,6.20,5.94
6.13,6.08,6.20,6.08
6.19,6.08,6.20,6.07
6.00,6.25,6.25,6.00
5.90,6.04,6.12,5.89
6.08,6.31,6.31,6.07
6.33,6.66,6.66,6.33
6.68,6.48,6.78,6.48
6.50,6.50,6.50,6.49
6.50,6.44,6.50,6.38
6.38,6.44,6.44,6.37
6.36,6.17,6.36,5.94
5.95,5.93,6.10,5.93
6.00,5.92,6.01,5.90
5.85,5.92,5.92,5.85
5.97,5.56,5.97,5.50
5.96,5.85,5.96,5.75
5.90,5.90,5.90,5.51
5.97,5.97,5.98,5.97
5.97,5.97,5.97,5.97
5.97,5.97,5.97,5.97
5.97,5.65,6.00,5.52
5.74,5.50,5.75,5.49
5.52,5.50,5.55,5.45
5.41,5.50,5.55,5.41
5.60,5.60,5.60,5.60
5.49,5.25,5.49,5.10
5.11,4.90,5.11,4.90
4.99,5.05,5.25,4.99
5.25,5.15,5.64,5.15
5.08,5.30,5.35,5.08
6.14,5.03,6.14,5.01
5.03,5.06,5.06,5.01
5.06,5.06,5.06,5.06
5.29,4.90,5.29,4.90
4.88,4.67,4.88,4.62
4.35,4.42,4.42,4.28
4.60,5.30,5.30,4.51
5.50,5.25,5.50,4.55
5.21,5.00,5.21,5.00
5.14,5.14,5.14,5.14
5.15,5.14,5.15,5.11
5.04,5.16,5.40,5.01
5.04,5.01,5.04,5.01
5.01,4.79,5.01,4.65
4.96,4.96,4.96,4.96
4.64,4.65,4.65,4.64
4.96,4.90,5.18,4.79
5.00,4.59,5.00,4.59
4.69,4.94,4.94,4.59
4.94,4.94,4.94,4.94
4.60,4.70,4.70,4.60
4.65,4.58,4.95,4.58
4.62,4.75,4.92,4.62
4.95,4.95,4.95,4.95
5.00,5.00,5.00,4.99
4.75,4.75,4.98,4.75
4.77,4.75,4.77,4.75
4.75,4.75,4.75,4.75
4.97,4.97,4.97,4.65
4.68,5.00,5.00,4.68
5.00,5.00,5.00,5.00
4.67,4.65,4.67,4.65
4.59,4.50,4.90,4.50
4.88,4.65,4.89,4.65
4.50,4.38,4.50,4.18
4.85,4.85,4.85,4.70
4.85,4.55,4.85,4.55
4.53,4.53,4.53,4.53
4.35,4.86,4.86,4.20
4.77,4.40,4.77,4.24
4.40,4.40,4.40,4.40
4.24,4.24,4.24,4.24
4.24,4.24,4.24,4.24
4.66,4.79,4.95,4.43
4.66,4.65,4.72,4.55
4.60,4.64,4.64,4.60
4.65,4.15,4.65,4.15
4.25,4.26,4.26,4.20
4.26,4.26,4.26,4.26
4.28,4.26,4.28,4.25
4.20,4.17,4.22,4.15
4.20,4.20,4.60,4.17
4.15,4.16,4.16,4.15
4.20,4.21,4.49,4.20
4.01,4.14,4.17,4.01
4.14,4.14,4.14,4.14
4.10,4.15,4.15,4.10
4.24,4.32,4.44,4.24
4.00,4.15,4.15,4.00
4.39,4.10,4.39,4.00
3.95,4.14,4.30,3.95
4.06,4.20,4.20,3.95
3.97,4.00,4.00,3.95
4.10,3.85,4.10,3.82
3.80,3.63,4.00,3.63
3.98,3.85,3.98,3.85
3.85,3.85,3.85,3.85
3.99,4.00,4.00,3.98
4.00,4.00,4.00,4.00
4.11,4.00,4.11,4.00
4.00,4.01,4.01,4.00
4.10,4.10,4.10,4.10
4.10,4.10,4.10,4.10
4.10,4.10,4.10,4.10
4.10,4.10,4.10,4.10
3.82,3.75,3.82,3.06
3.53,3.33,3.55,3.16
3.34,3.34,3.34,3.33
3.30,3.30,3.30,3.21
3.35,3.35,3.35,3.34
3.35,3.40,3.40,3.28
3.43,3.33,3.43,3.33
3.26,3.40,3.40,3.10
3.13,3.08,3.13,3.08
3.38,3.16,3.38,3.16
3.16,3.16,3.16,3.16
3.35,3.33,3.35,3.16
3.20,3.16,3.21,3.16
3.20,3.17,3.20,3.16
3.35,3.35,3.37,3.33
3.32,3.55,3.55,3.32
3.41,3.41,3.41,3.41
3.50,3.51,3.75,3.49
3.74,3.72,3.75,3.72
3.74,3.69,3.74,3.69
3.65,3.55,3.65,3.55
3.51,3.51,3.51,3.51
3.51,3.69,3.80,3.51
3.78,3.55,3.78,3.50
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.40,3.05,3.40,3.03
3.06,3.04,3.25,3.04
3.05,3.04,3.08,3.04
3.04,3.05,3.05,3.04
3.05,3.02,3.05,3.01
3.02,3.04,3.05,3.02
3.04,3.03,3.18,3.02
3.03,3.03,3.03,3.03
3.05,3.02,3.05,3.02
3.16,3.05,3.16,3.02
3.02,3.14,3.14,3.02
3.08,3.08,3.08,3.08
3.08,3.08,3.08,3.08
3.02,2.95,3.06,2.79
2.95,2.80,2.96,2.79
2.93,2.95,3.05,2.90
2.92,2.96,2.96,2.90
2.91,3.05,3.17,2.91
2.93,2.90,2.93,2.90
2.91,2.90,2.91,2.90
2.92,2.90,2.92,2.90
2.90,2.90,2.90,2.90
3.00,3.00,3.00,3.00
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.91,2.90,2.91,2.90
2.90,2.90,3.00,2.90
2.98,2.95,2.98,2.95
3.00,2.92,3.00,2.90
2.91,2.92,2.92,2.90
2.91,2.92,2.92,2.91
2.99,2.95,3.00,2.90
3.01,2.91,3.01,2.90
2.80,2.90,2.90,2.80
2.92,2.92,2.92,2.92
2.99,3.00,3.00,2.90
2.80,2.81,2.81,2.80
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
2.81,2.81,3.00,2.81
2.83,2.84,2.94,2.81
2.85,2.86,2.86,2.85
3.43,3.00,3.43,3.00
2.98,2.92,3.00,2.91
2.91,2.92,2.92,2.82
2.81,2.90,2.90,2.80
2.90,2.66,2.90,2.56
2.66,3.00,3.05,2.47
2.95,2.81,3.24,2.79
2.97,2.98,2.98,2.97
2.98,2.98,2.98,2.98
3.00,2.90,3.00,2.90
2.98,2.91,3.03,2.91
2.91,2.91,2.91,2.91
2.91,2.95,2.95,2.91
2.95,2.95,2.95,2.95
3.05,3.05,3.05,2.91
3.00,3.00,3.00,3.00
3.00,3.00,3.00,2.97
3.00,2.99,3.00,2.99
2.94,2.93,2.94,2.93
2.92,2.92,2.92,2.92
2.94,3.03,3.13,2.92
2.91,2.90,3.00,2.90
2.90,2.78,2.90,2.78
2.80,2.64,2.82,2.61
2.70,3.00,3.14,2.70
3.00,2.83,3.10,2.78
2.66,2.66,3.14,2.66
2.72,2.42,2.72,2.39
2.44,2.48,2.63,2.44
2.46,2.79,2.79,2.20
2.76,2.59,2.76,2.40
2.52,2.50,2.52,2.50
2.24,2.45,2.45,2.22
2.40,2.50,2.55,2.29
2.55,2.55,2.55,2.55
2.49,2.50,2.50,2.47
2.53,2.57,2.57,2.51
2.55,2.41,2.56,2.41
2.41,2.10,2.42,2.02
2.20,2.30,2.30,2.15
2.30,2.30,2.30,2.30
2.33,2.35,2.52,2.25
2.38,2.39,2.54,2.36
2.50,2.50,2.54,2.35
2.47,2.92,3.12,2.32
2.92,2.46,2.92,2.40
2.52,2.45,2.64,2.45
2.49,2.62,2.70,2.45
2.56,2.48,2.62,2.48
2.50,2.58,2.60,2.50
2.56,2.47,2.56,2.47
2.89,2.79,2.89,2.79
2.73,2.73,2.73,2.73
2.73,2.59,2.73,2.58
2.56,2.56,2.57,2.56
2.56,2.56,2.56,2.56
2.59,2.59,2.59,2.54
2.62,2.62,2.62,2.62
2.65,2.65,2.65,2.65
2.65,2.62,2.65,2.62
2.59,2.82,2.87,2.59
2.82,2.82,2.82,2.82
2.73,2.73,2.73,2.73
2.73,2.73,2.73,2.73
2.73,2.73,2.73,2.73
2.66,2.87,2.87,2.66
2.80,2.58,2.80,2.58
2.60,2.80,2.80,2.60
2.80,2.75,2.80,2.75
2.86,2.82,2.86,2.78
2.75,2.75,2.75,2.70
2.77,2.77,2.77,2.77
2.70,2.75,2.75,2.70
2.75,2.75,2.75,2.75
2.74,2.75,2.80,2.64
2.74,2.74,2.74,2.74
2.83,2.75,2.85,2.75
2.64,2.62,2.65,2.62
2.62,2.62,2.62,2.62
2.81,2.78,2.81,2.78
3.01,2.93,3.01,2.93
2.93,2.93,2.93,2.93
2.94,2.94,2.94,2.94
2.94,2.94,2.94,2.94
2.91,2.91,2.93,2.91
2.95,2.75,2.95,2.75
2.75,2.75,2.75,2.75
2.94,2.73,2.95,2.68
2.75,2.85,2.93,2.74
2.99,2.89,3.00,2.89
2.96,2.90,2.96,2.90
2.86,2.90,2.99,2.81
2.90,3.00,3.00,2.80
3.00,3.00,3.00,3.00
3.00,3.00,3.00,2.80
2.98,2.80,2.98,2.80
2.98,2.95,3.00,2.80
2.85,2.79,2.85,2.59
2.79,2.63,2.79,2.63
2.63,2.66,2.68,2.59
2.61,2.80,2.80,2.61
2.67,2.79,2.80,2.65
2.79,2.79,2.79,2.79
2.79,2.79,2.79,2.79
2.79,2.79,2.79,2.79
2.65,2.73,2.82,2.60
2.73,2.73,2.73,2.73
2.65,2.65,2.67,2.64
2.65,2.65,2.65,2.65
2.65,2.63,2.71,2.63
2.86,2.52,2.91,2.52
2.52,2.52,2.52,2.52
2.55,2.55,2.55,2.55
2.63,2.50,2.63,2.50
2.66,2.66,2.66,2.66
2.53,2.54,2.54,2.53
2.51,2.65,2.69,2.51
2.49,2.65,2.68,2.49
2.67,2.38,2.67,2.37
2.55,2.46,2.66,2.35
2.51,2.50,2.51,2.45
2.40,2.40,2.45,2.40
2.69,2.58,2.69,2.45
2.51,2.60,2.60,2.42
2.40,2.41,2.41,2.40
2.41,2.45,2.50,2.41
2.57,2.65,2.70,2.57
2.50,2.45,2.50,2.45
2.58,2.46,2.58,2.46
2.46,2.46,2.46,2.46
2.46,2.46,2.46,2.46
2.46,2.45,2.46,2.45
2.33,2.45,2.50,2.33
2.33,2.39,2.39,2.30
2.39,2.39,2.42,2.39
2.41,2.40,2.42,2.34
2.56,2.51,2.56,2.51
2.50,2.59,2.59,2.50
2.59,2.59,2.59,2.59
2.59,2.59,2.59,2.59
2.60,2.60,2.60,2.60
2.60,2.70,2.70,2.60
2.62,2.60,2.62,2.60
2.70,2.70,2.70,2.70
2.70,2.74,2.74,2.70
2.70,2.72,2.74,2.57
3.22,2.73,3.22,2.73
2.60,2.60,2.62,2.60
2.62,2.61,2.67,2.59
2.58,2.55,2.58,2.55
2.55,2.55,2.55,2.55
2.35,2.35,2.35,2.35
2.57,2.41,2.60,2.35
2.41,2.41,2.41,2.41
2.41,2.41,2.41,2.41
2.29,2.39,2.39,2.29
2.25,2.25,2.25,2.25
2.26,2.25,2.26,2.25
2.25,2.25,2.25,2.25
2.21,2.20,2.21,2.19
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.24,2.22,2.24,2.22
2.20,2.14,2.20,2.14
2.07,2.00,2.14,1.96
2.13,1.75,2.13,1.75
1.75,1.80,2.00,1.75
1.96,1.87,2.02,1.86
2.09,1.95,2.09,1.95
1.95,1.88,1.95,1.88
1.74,1.79,1.83,1.50
1.69,1.86,1.95,1.69
1.86,1.86,1.86,1.86
1.80,1.82,1.82,1.79
1.78,1.78,1.78,1.78
1.96,2.07,2.27,1.90
2.06,2.00,2.12,1.93
2.00,2.00,2.00,2.00
2.01,1.80,2.01,1.80
1.85,1.75,1.89,1.73
1.75,1.77,1.77,1.73
1.95,2.00,2.00,1.87
1.97,2.00,2.00,1.97
2.03,1.97,2.03,1.89
2.03,2.01,2.03,2.00
2.00,2.00,2.00,2.00
1.91,1.87,2.04,1.87
1.88,1.87,1.88,1.87
1.88,1.75,1.88,1.75
1.93,1.87,2.02,1.79
2.01,1.94,2.02,1.88
1.79,1.84,1.95,1.79
1.84,1.89,1.98,1.84
1.84,2.00,2.00,1.83
1.85,1.85,1.93,1.84
1.83,1.88,1.94,1.83
1.85,1.86,2.10,1.85
1.87,1.82,1.92,1.75
1.82,1.81,1.89,1.81
1.81,1.81,1.81,1.81
2.02,2.00,2.04,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.82,1.91,1.92,1.82
1.92,1.80,1.92,1.80
1.92,1.91,1.92,1.89
1.87,1.87,1.92,1.82
1.85,2.00,2.00,1.85
1.99,2.00,2.00,1.88
2.00,2.00,2.00,2.00
2.00,2.04,2.04,2.00
2.10,2.09,2.13,2.02
2.09,2.05,2.12,2.04
2.04,1.94,2.09,1.91
1.85,1.78,1.95,1.78
1.81,1.85,1.94,1.81
1.98,1.93,2.18,1.86
1.99,1.86,2.10,1.85
2.19,1.98,2.19,1.98
2.36,2.01,2.36,1.90
2.03,1.82,2.37,1.82
1.85,1.82,1.85,1.82
1.98,1.96,1.98,1.96
1.96,1.96,1.96,1.96
2.03,2.03,2.03,2.03
2.03,2.03,2.03,2.03
2.03,1.91,2.20,1.91
2.18,1.97,2.31,1.97
2.17,1.89,2.17,1.84
1.99,1.86,2.04,1.86
2.02,1.84,2.02,1.79
1.86,1.93,2.00,1.81
2.08,1.88,2.24,1.83
2.08,1.94,2.10,1.80
1.94,1.94,1.94,1.94
2.02,1.94,2.05,1.88
1.94,2.00,2.17,1.92
2.00,1.75,2.00,1.75
1.80,1.76,1.80,1.61
1.80,1.85,1.85,1.77
1.85,2.02,2.20,1.68
2.14,2.03,2.33,1.89
2.01,1.90,2.04,1.86
1.92,1.88,1.99,1.81
1.76,1.86,1.86,1.76
1.75,1.75,1.98,1.75
1.97,1.95,2.00,1.80
1.78,1.78,1.78,1.78
1.78,1.78,1.78,1.78
2.00,1.77,2.00,1.77
1.77,1.83,2.00,1.77
2.00,2.00,2.00,1.82
1.94,1.84,2.27,1.83
1.75,1.80,1.92,1.75
1.82,1.96,1.97,1.81
2.07,1.94,2.07,1.91
2.00,2.00,2.03,1.90
2.07,1.90,2.07,1.85
1.90,1.94,1.94,1.90
2.04,1.94,2.04,1.93
2.00,2.00,2.00,1.98
2.00,2.00,2.00,2.00
1.90,1.90,1.90,1.90
2.00,1.94,2.00,1.94
1.98,1.92,1.99,1.85
1.85,1.92,1.92,1.85
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
2.00,1.89,2.00,1.83
1.90,1.85,1.90,1.85
1.82,2.00,2.00,1.82
2.02,2.09,2.09,1.90
2.09,2.38,2.38,2.09
2.36,2.24,2.36,2.24
2.13,2.20,2.29,2.13
2.20,2.19,2.28,2.19
2.19,2.19,2.19,2.19
2.01,2.00,2.02,2.00
2.25,2.25,2.25,2.25
2.26,2.16,2.26,2.08
2.01,2.16,2.16,2.00
2.34,2.11,2.44,1.97
2.09,1.95,2.09,1.61
2.01,1.90,2.08,1.90
2.12,1.91,2.12,1.85
2.05,1.90,2.05,1.90
1.91,1.90,2.20,1.90
2.07,1.85,2.07,1.85
1.86,1.87,2.05,1.85
1.86,1.90,1.99,1.86
2.03,1.94,2.03,1.91
1.93,1.90,1.97,1.90
1.89,1.89,1.89,1.89
1.90,1.89,2.05,1.88
1.92,1.95,1.95,1.88
1.92,1.89,1.92,1.87
1.90,1.90,1.90,1.88
1.98,2.01,2.01,1.88
1.99,1.85,1.99,1.85
1.89,1.90,1.90,1.89
2.01,1.90,2.01,1.85
2.01,2.02,2.02,1.85
1.99,2.10,2.10,1.99
2.07,2.00,2.08,2.00
2.00,2.00,2.00,2.00
2.02,2.18,2.20,2.02
2.01,2.08,2.16,2.00
2.20,2.20,2.20,2.20
2.17,2.14,2.17,2.11
2.01,2.05,2.20,2.01
2.05,2.05,2.20,2.03
2.02,2.09,2.09,2.01
2.20,2.10,2.20,2.01
2.10,2.10,2.10,2.10
2.10,2.03,2.10,2.03
2.10,2.20,2.20,2.02
2.10,2.10,2.10,2.10
2.12,2.12,2.12,2.12
2.02,2.02,2.02,2.02
2.25,2.49,2.49,2.21
2.48,2.48,2.65,2.48
2.43,2.43,2.65,2.38
2.65,2.50,2.65,2.50
2.63,3.17,3.26,2.38
3.15,3.17,3.17,2.90
3.16,3.00,3.16,3.00
3.12,3.10,3.25,2.80
3.10,3.10,3.10,3.10
3.01,2.95,3.01,2.85
3.00,2.75,3.00,2.75
2.75,2.66,2.75,2.66
2.75,2.60,2.75,2.55
2.68,2.60,2.68,2.60
2.65,2.66,2.66,2.65
2.70,2.71,2.74,2.68
2.74,2.72,2.74,2.57
2.74,2.85,3.04,2.74
2.85,2.95,2.99,2.85
2.92,2.86,2.92,2.85
2.89,2.90,3.05,2.85
2.83,2.85,2.87,2.82
2.90,2.89,3.05,2.89
2.91,2.85,2.98,2.68
2.89,2.85,2.89,2.81
2.82,3.05,3.05,2.82
3.02,3.10,3.22,3.02
3.10,3.30,3.50,3.02
3.17,3.15,3.30,3.10
3.10,3.37,3.48,3.10
3.37,3.37,3.37,3.37
3.36,3.36,3.36,3.36
3.21,3.35,3.35,3.21
3.35,3.26,3.35,3.25
3.26,3.26,3.26,3.26
3.26,3.26,3.26,3.26
3.29,3.30,3.30,3.29
3.30,3.25,3.30,3.25
3.13,3.13,3.13,3.13
3.13,3.13,3.13,3.13
3.30,3.28,3.30,3.28
3.24,3.15,3.29,3.10
3.16,3.10,3.16,3.05
3.11,3.15,3.15,3.11
3.18,3.18,3.20,3.18
3.01,3.05,3.06,3.01
3.06,3.03,3.16,3.03
3.10,3.01,3.10,3.01
3.01,3.02,3.09,3.01
3.06,3.01,3.06,3.01
2.99,3.02,3.02,2.99
3.02,2.97,3.02,2.97
2.94,2.92,3.00,2.92
2.91,2.81,2.96,2.80
2.79,3.10,3.10,2.66
3.07,3.09,3.09,3.07
3.20,3.20,3.25,3.18
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.18,3.18,3.18,3.18
3.18,3.18,3.18,3.18
3.18,3.18,3.18,3.18
3.09,3.09,3.09,3.09
3.06,3.00,3.06,3.00
3.05,3.23,3.25,3.05
3.25,3.00,3.25,3.00
3.02,3.24,3.24,3.02
3.16,3.16,3.16,3.16
3.16,3.16,3.16,3.16
3.17,3.02,3.17,3.02
3.04,2.80,3.04,2.61
2.75,2.75,2.75,2.75
2.84,2.92,2.92,2.84
2.90,2.90,2.98,2.90
3.19,2.93,3.19,2.90
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.90
2.80,2.80,2.80,2.80
2.80,2.83,2.83,2.79
2.90,3.20,3.25,2.90
3.13,3.20,3.20,2.91
3.17,2.91,3.20,2.90
2.96,2.81,2.96,2.79
2.82,2.80,2.82,2.79
2.80,2.79,3.15,2.79
2.83,2.92,3.20,2.83
2.86,2.80,2.86,2.80
2.79,2.77,2.82,2.77
2.80,2.80,2.80,2.80
2.82,2.80,2.82,2.80
2.76,2.82,2.82,2.76
2.80,2.80,2.85,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.82,2.82,2.82,2.82
2.82,2.82,2.82,2.82
2.81,2.80,2.81,2.80
2.84,2.84,2.84,2.84
3.05,3.05,3.05,3.05
3.02,3.02,3.02,3.02
2.96,2.96,2.96,2.96
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
2.89,2.90,2.90,2.89
2.90,2.78,2.90,2.61
2.75,2.75,2.75,2.75
2.62,2.62,2.62,2.62
2.65,2.67,3.00,2.65
2.79,2.60,2.79,2.60
2.72,2.74,2.75,2.70
2.74,2.74,2.74,2.74
2.74,2.71,2.74,2.70
2.66,2.65,2.66,2.65
2.72,2.85,2.95,2.60
2.85,2.84,2.85,2.84
2.84,2.84,2.84,2.84
2.63,2.85,2.88,2.63
2.65,2.93,2.93,2.65
2.93,3.00,3.05,2.93
2.83,2.83,2.83,2.83
2.87,3.03,3.03,2.87
3.09,2.65,3.09,2.60
2.88,2.88,2.88,2.88
2.81,2.81,2.81,2.81
2.85,3.09,3.09,2.85
3.10,3.15,3.15,2.65
2.86,2.87,3.15,2.81
2.88,3.08,3.08,2.86
2.87,3.08,3.09,2.87
3.04,2.88,3.09,2.88
3.14,3.11,3.14,3.10
3.06,3.06,3.06,3.06
3.15,3.22,3.22,3.13
3.33,3.54,3.74,3.25
3.42,3.35,3.71,3.34
3.74,3.31,3.74,3.31
3.34,3.35,3.38,3.01
3.74,3.58,3.74,3.50
3.71,3.58,3.71,3.58
3.59,3.64,3.74,3.50
3.64,3.64,3.64,3.64
3.75,3.75,3.80,3.43
3.54,3.54,3.54,3.54
3.45,3.48,3.55,3.45
3.50,3.39,3.70,3.39
3.45,3.35,3.45,3.35
3.34,3.34,3.34,3.34
3.52,3.53,3.53,3.52
3.43,3.52,3.55,3.43
3.40,3.50,3.52,3.40
3.50,3.50,3.50,3.50
3.42,3.50,3.50,3.42
3.42,3.43,3.47,3.25
3.25,3.39,3.39,3.25
3.33,3.50,3.50,3.33
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.35,3.25,3.35,3.02
3.02,3.20,3.20,2.65
3.10,2.99,3.10,2.81
3.03,2.95,3.03,2.70
2.75,2.90,2.90,2.70
2.81,2.80,2.84,2.70
2.89,2.95,3.07,2.89
2.95,3.14,3.14,2.88
3.05,3.05,3.05,3.05
2.97,2.95,2.97,2.95
3.25,2.95,3.25,2.95
3.25,3.20,3.25,3.20
3.15,3.15,3.15,3.15
3.15,3.15,3.15,3.15
2.97,2.97,2.97,2.97
3.00,3.03,3.12,2.99
3.04,3.24,3.24,3.04
3.10,3.04,3.15,3.01
3.10,3.04,3.12,3.04
2.99,3.24,3.24,2.95
3.20,3.18,3.20,3.18
3.18,3.00,3.18,3.00
3.00,2.95,3.22,2.94
3.15,3.17,3.17,3.15
3.15,3.14,3.24,3.14
3.14,3.14,3.14,3.14
3.01,3.23,3.43,3.01
3.25,3.25,3.27,3.25
3.27,3.30,3.32,3.27
3.45,3.47,3.47,3.45
3.48,3.47,3.48,3.21
3.42,3.50,3.50,3.42
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.26
3.50,3.50,3.50,3.50
3.25,3.16,3.41,2.99
3.15,3.20,3.20,3.15
3.22,3.20,3.34,3.20
3.20,3.30,3.30,3.20
3.20,3.08,3.20,3.06
3.08,3.08,3.08,3.08
3.23,3.25,3.32,3.23
3.25,3.25,3.32,3.25
3.33,3.40,3.40,3.33
3.40,3.40,3.40,3.30
3.42,4.73,5.00,3.42
5.29,6.10,6.17,5.21
6.20,5.31,6.40,5.20
5.35,5.75,5.75,5.19
5.67,5.79,5.79,5.48
5.81,5.90,6.00,5.69
5.98,5.96,5.99,5.72
5.98,5.83,5.98,5.40
5.70,5.61,5.90,5.29
5.64,5.52,5.64,5.48
5.57,5.46,5.69,5.46
5.43,5.45,5.53,5.42
5.49,5.62,5.62,5.49
5.55,5.42,5.64,5.42
5.40,5.52,5.63,5.40
5.50,5.59,5.64,5.45
5.60,5.50,5.60,5.45
5.51,5.55,5.55,5.51
5.49,5.47,5.52,5.47
5.59,5.38,5.60,5.37
5.45,5.06,5.45,5.05
5.07,5.39,5.39,5.07
5.36,5.30,5.36,5.30
5.25,5.25,5.25,5.25
5.59,5.32,5.59,5.25
5.33,5.37,5.47,4.73
5.28,5.26,5.28,4.98
5.10,5.21,5.23,5.10
5.13,5.32,5.40,5.13
5.24,5.14,5.43,5.05
5.46,5.42,5.50,5.18
5.29,5.54,5.54,5.06
5.55,5.73,5.73,5.55
5.61,5.61,5.75,5.61
5.61,5.75,5.88,5.61
5.80,6.10,6.37,5.80
6.10,6.09,6.10,5.90
6.10,6.05,6.10,6.01
6.09,5.81,6.10,5.81
5.90,6.11,6.14,5.83
6.10,6.10,6.10,6.10
6.05,6.13,6.15,6.05
6.15,5.95,6.15,5.95
6.00,6.10,6.10,6.00
6.00,6.00,6.03,5.91
6.01,5.85,6.20,5.83
5.84,6.04,6.20,5.84
6.04,6.10,6.20,5.95
6.10,6.13,6.13,6.09
6.12,6.01,6.22,6.01
6.10,6.05,6.21,6.05
6.07,6.17,6.22,6.07
6.22,6.20,6.22,6.08
6.06,6.05,6.06,6.05
5.90,6.18,6.18,5.90
6.05,5.96,6.05,5.90
5.90,6.10,6.15,5.90
6.20,6.15,6.20,6.13
6.22,6.33,6.33,6.20
6.35,6.65,7.01,6.35
6.77,7.15,7.17,6.16
6.86,7.28,7.83,6.76
7.45,7.60,7.77,7.26
7.70,7.28,7.77,7.27
7.38,7.50,7.84,7.38
7.64,7.50,7.64,7.38
7.56,7.42,7.56,7.30
7.50,7.42,7.50,7.30
7.44,7.48,7.50,7.30
7.49,7.48,7.49,7.30
7.50,7.49,7.50,7.40
7.29,7.41,7.46,7.26
7.37,7.50,7.50,7.25
7.46,7.50,7.50,7.46
7.25,7.60,7.60,7.25
7.60,7.60,7.60,7.60
7.50,7.60,7.60,7.50
7.65,7.64,7.65,7.64
7.65,7.65,7.65,7.65
7.50,7.50,7.54,7.45
7.43,7.49,7.49,7.31
7.45,7.46,7.58,7.45
7.45,7.46,7.46,7.45
7.46,7.48,7.49,7.45
7.35,7.35,7.35,7.35
7.28,7.36,7.36,7.28
7.48,7.50,7.50,7.46
7.45,7.45,7.45,7.45
7.40,7.40,7.40,7.40
7.39,7.39,7.39,7.39
7.24,7.15,7.24,7.00
7.21,7.12,7.21,7.12
7.12,7.49,7.49,7.12
7.38,7.26,7.49,7.16
7.27,7.21,7.36,7.21
7.21,7.21,7.21,7.21
7.20,7.20,7.20,7.20
7.20,7.20,7.20,7.20
7.20,7.20,7.20,7.20
7.20,7.22,7.26,7.20
7.12,7.20,7.20,7.12
7.20,7.25,7.27,7.20
7.21,7.20,7.24,7.20
7.25,7.20,7.25,7.20
