TLT,iShares 20+ Year Treasury Bond ETF,NASDAQ
91.07,91.44,91.65,90.67
90.81,91.92,92.28,90.77
91.66,91.22,91.98,91.05
90.55,90.45,90.84,90.14
90.90,90.47,91.00,89.90
89.96,89.72,90.57,89.71
89.50,88.81,89.65,88.77
88.70,89.27,89.30,88.57
89.31,88.45,89.54,88.36
88.69,89.22,89.66,88.14
88.90,88.19,89.14,88.18
89.03,89.46,89.53,88.74
89.31,89.52,89.93,89.31
89.56,89.92,89.97,89.37
89.87,89.63,90.32,89.34
90.02,89.77,90.18,89.66
89.42,89.49,89.55,89.08
89.91,90.83,90.94,89.71
91.10,91.16,91.55,90.74
91.63,91.74,92.04,91.44
91.74,92.28,92.28,91.64
92.30,92.40,92.52,92.08
91.52,92.37,92.40,91.47
91.84,90.95,91.99,90.94
90.53,90.06,90.78,89.98
90.10,90.81,90.85,90.00
90.02,90.23,90.86,89.85
90.11,89.68,90.34,89.65
90.09,90.55,90.82,89.85
90.87,92.07,92.10,90.64
92.04,91.55,92.08,91.33
91.48,91.51,91.92,91.32
92.80,92.88,93.05,92.36
93.37,93.93,94.94,93.08
93.24,93.21,93.61,92.76
92.75,93.46,93.48,92.69
93.13,92.91,93.18,92.57
92.81,93.22,93.29,92.74
93.85,93.10,93.88,92.93
92.76,92.40,92.88,92.39
92.86,92.17,92.96,92.02
92.12,92.30,92.67,92.00
91.98,91.59,92.50,91.57
91.72,92.32,92.32,91.56
92.67,92.13,92.72,91.61
91.50,92.19,92.27,91.42
92.20,92.29,92.58,92.13
92.16,91.92,92.38,91.67
91.77,90.54,91.79,90.54
90.53,90.36,90.76,90.13
89.93,89.88,90.32,89.85
89.83,89.96,90.22,89.65
90.61,90.93,91.24,90.56
90.54,91.50,91.50,90.44
91.54,91.43,91.77,91.22
92.26,92.67,92.71,92.07
91.99,92.88,93.10,91.45
92.86,93.28,93.28,92.76
93.07,92.68,93.26,92.61
92.89,92.60,93.23,92.56
92.63,92.95,92.97,92.50
93.27,93.85,93.87,93.18
93.44,92.89,93.57,92.75
93.22,93.60,93.60,92.97
93.47,93.89,93.92,93.35
93.32,93.64,93.68,93.17
93.96,94.17,94.17,93.58
94.31,94.59,94.72,94.27
94.92,95.49,95.63,94.81
94.51,95.07,95.49,94.35
94.90,94.97,95.20,94.84
94.70,94.29,94.89,94.29
94.32,94.83,95.09,94.18
94.95,94.23,95.11,93.91
94.65,95.08,95.49,94.53
95.03,95.61,95.79,94.76
96.03,96.59,96.60,95.98
96.27,95.31,96.39,95.28
94.46,95.27,95.32,94.46
95.02,95.32,95.41,94.72
95.73,95.78,96.19,95.59
95.64,96.14,96.14,95.46
96.15,95.69,96.28,95.54
95.97,96.51,96.55,95.89
96.13,96.47,96.51,95.88
96.18,96.69,96.76,96.09
96.92,97.64,97.72,96.89
96.49,95.78,96.91,95.78
96.58,96.33,96.60,95.57
95.47,95.60,95.99,95.21
95.23,96.04,96.06,95.12
96.26,96.79,96.84,96.17
97.10,96.40,97.33,95.93
96.91,97.14,97.39,96.80
96.74,96.65,97.29,96.64
95.74,95.19,95.90,95.13
95.38,96.92,96.94,95.37
97.10,97.36,97.53,96.80
96.86,96.90,97.15,96.64
97.33,97.02,97.36,96.59
96.70,96.59,97.03,96.27
96.96,96.65,97.06,96.41
97.24,97.39,97.74,97.15
97.36,96.98,97.69,96.98
96.85,95.65,96.87,95.55
95.48,94.88,95.68,94.72
94.95,94.25,95.20,94.02
94.23,94.10,94.31,93.14
94.13,93.63,94.23,93.36
94.04,93.84,94.17,93.69
94.19,94.32,94.45,93.84
93.83,94.04,94.14,93.55
94.84,95.37,95.61,94.83
96.04,96.80,96.80,95.75
97.30,97.13,97.31,96.56
96.71,97.40,97.43,96.11
96.62,96.01,97.90,96.01
95.29,96.17,96.20,95.24
96.06,95.24,96.17,95.20
95.32,97.22,97.27,95.17
96.72,96.07,96.84,95.87
95.24,95.33,95.86,94.90
95.69,96.05,96.09,95.53
94.97,95.00,96.05,94.83
95.30,95.65,95.87,95.24
95.34,95.66,95.84,95.10
96.11,96.02,96.31,95.71
96.89,97.92,98.53,96.78
97.39,98.58,98.94,97.35
99.22,101.54,101.57,98.89
101.57,101.74,103.42,101.36
102.38,105.36,105.55,102.27
103.44,102.32,105.50,102.28
103.18,105.55,105.79,102.95
105.01,105.87,109.37,103.00
107.63,109.02,109.07,106.94
107.34,103.52,107.81,103.20
104.44,105.57,105.66,104.07
104.94,104.50,105.48,104.47
104.66,106.23,106.64,104.63
106.32,108.09,108.10,105.77
110.09,110.31,112.14,109.28
110.65,111.20,111.41,110.23
110.46,110.92,111.26,110.39
109.76,109.39,111.17,109.35
109.29,106.28,109.41,106.15
106.69,107.43,107.90,106.36
108.69,108.49,109.27,107.33
106.70,106.99,107.40,106.60
108.43,108.71,109.15,108.25
108.81,107.03,108.96,107.03
107.47,108.97,108.98,106.08
111.39,112.51,112.58,110.66
114.42,113.68,114.93,113.39
112.28,111.51,112.37,111.31
112.30,112.51,112.63,111.34
112.54,113.71,114.18,112.21
113.57,113.83,114.25,113.10
113.40,112.21,113.59,112.11
111.97,113.16,113.35,111.82
111.98,111.43,112.49,111.43
111.31,112.24,112.59,111.25
114.20,114.38,115.19,114.12
114.37,114.86,114.87,114.05
114.63,118.66,118.79,114.20
121.41,123.12,123.87,121.23
123.12,120.83,123.36,120.83
120.12,118.89,120.57,118.58
116.75,117.07,117.30,116.26
116.90,117.03,117.11,115.76
117.61,117.84,118.82,117.09
120.02,120.80,120.91,118.99
121.88,123.81,123.81,121.11
124.37,122.24,125.03,122.18
121.66,121.36,121.78,120.66
120.64,119.12,121.01,119.12
117.75,118.24,119.05,116.85
116.82,116.57,116.91,115.80
117.29,116.18,117.36,115.90
114.70,114.49,115.12,113.48
115.03,115.63,116.55,114.96
113.88,113.95,114.61,113.61
114.30,115.92,115.97,114.22
116.14,115.20,116.82,114.30
114.54,115.16,115.74,114.16
114.46,114.34,115.67,114.07
113.86,113.13,114.20,113.13
113.93,113.32,114.08,113.05
113.38,116.20,116.35,113.35
115.39,114.17,116.21,114.07
112.52,110.30,112.85,109.82
110.90,111.46,111.96,110.76
113.61,115.88,115.88,113.46
118.71,119.45,119.49,117.17
116.63,117.96,118.36,116.42
116.34,116.34,117.35,115.99
115.72,116.48,117.05,115.53
116.64,117.22,118.35,116.32
116.75,115.72,117.54,115.50
118.26,118.12,119.13,117.07
116.78,116.36,117.61,115.21
115.83,115.65,116.17,115.50
116.39,117.51,117.60,116.21
117.70,117.35,118.46,116.72
117.96,118.42,118.43,117.18
118.04,119.37,120.16,118.04
119.18,119.34,119.55,118.32
120.38,120.05,120.73,119.91
120.35,121.39,121.41,119.85
121.16,122.58,123.05,121.03
121.80,120.80,121.87,120.74
118.63,120.74,121.15,118.58
120.03,119.75,120.92,119.08
118.34,117.88,118.56,117.26
116.29,117.00,117.24,115.80
116.62,118.64,118.68,116.56
117.00,118.40,118.83,116.88
117.81,117.27,118.29,116.77
117.33,117.69,118.24,116.85
117.72,119.16,119.33,117.41
119.07,116.71,119.13,116.63
117.91,118.01,118.49,117.61
117.28,119.11,119.63,117.16
119.79,121.36,121.39,119.49
120.66,120.91,121.32,120.37
121.38,122.32,122.62,121.29
122.32,123.87,124.02,122.26
122.66,120.78,122.67,120.61
120.63,119.10,120.83,119.07
120.00,119.60,120.42,119.35
118.56,118.27,118.71,117.74
117.94,118.45,118.45,117.62
118.74,120.64,121.05,118.45
120.48,120.86,121.09,120.06
121.11,121.25,121.76,120.89
119.42,119.43,120.20,118.93
119.26,118.01,119.28,117.68
118.17,117.80,119.10,117.57
117.75,118.73,118.96,117.71
118.47,118.52,119.54,118.30
117.73,118.32,118.87,117.68
119.04,119.86,120.06,118.98
119.95,119.69,120.19,119.24
121.10,120.88,121.64,120.81
120.95,121.44,121.63,120.83
121.53,119.97,121.61,119.91
119.33,118.32,119.56,117.92
117.71,116.98,117.96,116.97
116.13,116.24,116.64,115.55
116.71,116.45,116.71,115.78
116.06,116.17,118.53,115.89
116.65,117.71,117.71,116.59
117.83,118.08,118.33,117.01
119.84,119.47,120.39,119.34
119.26,120.85,120.91,119.19
119.75,119.18,119.90,118.81
118.96,119.13,119.48,118.64
116.46,116.57,116.80,115.97
116.69,117.73,117.80,116.34
116.62,116.27,116.88,115.77
116.20,116.36,116.79,115.98
115.86,115.49,116.04,114.62
116.80,116.99,117.33,116.52
116.60,117.14,117.37,116.43
117.44,117.76,118.28,117.23
117.66,117.55,118.27,117.49
117.27,116.61,117.60,116.13
115.86,116.58,116.61,115.76
115.77,115.29,115.92,114.95
115.89,116.74,116.76,115.81
116.14,116.74,117.22,115.93
117.23,117.50,117.58,116.95
118.50,118.54,118.85,118.12
118.87,118.15,119.14,117.94
118.37,117.43,118.42,116.96
116.17,116.06,116.68,115.54
116.60,117.15,117.48,116.55
116.96,116.22,117.44,116.22
117.45,117.63,118.11,117.44
117.46,116.91,117.61,116.81
116.32,115.74,116.57,115.64
115.49,115.97,115.99,114.90
116.32,115.95,116.52,115.87
115.27,113.91,115.41,113.89
112.70,111.04,112.75,110.95
110.90,111.21,111.74,110.88
110.50,111.43,111.44,110.20
111.36,110.10,111.48,109.69
110.43,110.54,110.87,109.85
110.86,111.79,111.89,110.81
112.29,112.15,112.37,111.87
112.69,113.21,113.39,112.66
112.83,112.63,113.01,111.80
112.78,113.44,113.70,112.70
112.92,113.28,113.94,112.85
114.02,114.13,114.19,113.58
114.21,112.20,114.27,112.19
113.00,112.53,113.30,112.20
113.01,110.58,113.44,110.57
111.77,112.10,112.12,111.41
113.00,112.91,113.07,112.33
115.54,115.55,115.77,115.24
115.95,116.86,117.29,115.78
115.71,115.46,116.06,115.35
115.67,114.98,115.75,114.82
116.15,116.84,116.90,116.12
116.70,116.67,117.60,116.57
116.53,116.60,116.83,116.25
117.05,116.94,117.12,116.73
117.25,117.05,117.47,117.02
116.56,117.07,117.13,116.33
118.11,117.92,118.41,117.79
117.61,117.09,117.76,117.08
116.41,116.49,117.32,115.69
117.42,117.19,117.46,116.59
117.02,117.29,117.36,116.79
117.57,117.32,117.75,117.19
117.43,116.43,117.62,116.07
117.22,117.25,117.32,116.80
116.64,117.22,117.37,116.56
117.48,118.14,118.19,117.40
118.32,118.16,118.46,118.02
118.69,118.79,119.51,118.66
119.45,118.87,119.57,118.44
118.02,118.52,118.62,117.44
119.49,119.50,119.60,118.96
120.87,121.17,121.30,120.60
121.09,121.66,121.73,120.82
120.98,122.01,122.18,120.72
122.03,124.17,124.28,122.02
123.27,124.20,124.44,123.11
123.90,123.94,124.45,123.62
122.75,122.56,122.88,122.06
123.55,123.41,124.52,123.36
123.23,122.94,123.79,122.75
123.43,123.40,123.54,123.14
123.39,123.02,123.81,123.00
125.32,126.14,126.32,125.30
127.03,127.60,129.08,126.67
128.87,130.36,130.38,128.53
129.31,129.33,130.18,128.94
128.53,127.60,128.64,127.59
127.56,125.05,127.60,125.05
124.65,125.24,125.74,124.39
126.75,125.21,126.95,124.57
124.79,125.78,126.21,124.77
124.97,124.63,125.63,124.50
124.85,125.86,126.28,124.38
125.95,125.70,126.28,125.19
126.58,126.40,126.85,126.14
127.15,127.08,127.34,126.26
126.28,125.42,126.37,125.33
124.57,126.04,126.51,124.09
125.95,126.71,127.25,125.89
125.90,125.02,126.22,125.01
126.36,126.84,127.02,126.27
126.11,126.34,126.95,125.94
126.56,126.54,126.79,126.03
127.30,126.85,127.48,126.79
125.03,125.20,125.63,124.63
125.45,126.22,127.21,125.37
125.95,125.25,126.00,125.21
125.35,125.89,126.32,125.25
126.67,127.06,127.21,126.61
127.38,128.18,128.26,127.11
127.86,128.44,128.74,127.72
128.59,128.60,129.47,128.26
129.05,129.51,129.56,128.90
129.23,129.17,129.24,128.60
130.30,129.77,130.61,129.61
129.26,128.75,129.82,128.64
129.26,128.82,129.34,128.79
128.46,128.49,129.10,128.11
129.60,130.06,130.30,129.42
131.31,130.79,131.44,130.51
130.35,131.82,132.04,130.28
131.63,132.16,132.21,131.48
131.53,130.95,131.78,130.90
129.89,128.48,130.01,126.96
128.39,129.44,129.48,128.25
129.81,129.70,129.88,128.58
128.53,128.78,129.74,128.15
129.59,129.51,130.69,129.13
127.84,127.42,128.03,126.77
127.67,127.47,128.14,127.37
125.96,125.83,126.13,125.43
126.16,125.16,126.39,125.04
124.77,125.07,125.30,123.75
126.20,125.70,126.32,125.60
126.11,125.49,126.38,125.49
123.96,123.79,124.41,123.75
123.02,122.05,123.20,121.90
122.21,121.01,122.50,120.52
121.40,121.60,122.12,121.32
121.55,121.85,122.19,121.50
121.47,122.39,122.45,120.66
123.52,124.41,124.51,123.21
124.74,124.93,125.14,124.65
125.47,124.81,125.56,124.67
125.34,125.54,125.80,125.27
125.75,125.84,126.36,125.59
125.61,125.29,125.63,124.95
126.27,125.94,126.44,125.73
125.78,127.72,127.72,125.73
126.92,127.32,127.63,126.76
126.82,126.72,127.19,126.55
125.53,124.61,125.53,124.55
126.14,124.03,126.18,123.92
123.69,124.33,124.33,123.51
124.02,123.55,124.10,123.29
122.22,122.01,122.41,121.68
122.39,121.53,123.09,120.27
119.76,118.30,119.85,118.05
118.87,119.72,119.90,118.80
120.71,120.32,120.90,119.96
121.34,121.11,121.38,120.61
122.14,121.41,122.32,120.98
120.75,121.55,121.64,120.67
122.25,122.50,122.70,122.18
122.80,123.71,123.74,122.13
124.56,125.04,125.09,124.45
124.55,124.15,124.80,123.77
124.75,124.22,125.24,123.81
123.97,124.42,124.47,123.38
123.91,124.25,124.52,123.81
123.86,124.29,124.30,123.62
123.46,122.74,123.80,122.57
121.57,121.15,121.68,120.92
121.98,122.17,122.27,121.69
121.47,121.95,122.18,121.38
121.46,122.81,122.96,121.26
121.96,123.66,123.66,121.89
124.07,123.97,124.78,123.78
123.78,123.69,124.14,123.43
122.90,121.98,122.94,121.94
121.17,120.85,121.26,120.57
121.12,120.11,121.53,119.87
120.34,121.74,121.81,120.28
121.43,120.96,121.84,120.94
122.10,122.69,122.73,122.02
121.86,121.48,122.29,121.48
120.56,120.86,121.54,120.33
121.44,122.64,122.65,121.27
122.68,123.36,123.70,122.63
122.77,122.35,122.88,122.08
121.28,122.26,122.31,121.24
122.82,122.95,123.25,122.79
122.55,121.79,122.86,121.78
123.95,124.00,124.53,123.76
123.79,125.84,125.86,123.43
125.63,125.98,125.98,125.18
125.84,126.19,126.38,125.79
126.80,126.61,126.82,125.99
125.72,126.73,126.79,125.60
126.10,126.48,127.02,126.00
126.36,126.37,127.19,126.28
125.46,125.66,125.81,125.30
125.48,124.40,125.67,124.38
124.19,124.33,124.42,124.02
124.30,124.21,124.45,124.11
125.16,124.80,125.52,124.75
124.94,125.29,125.39,124.70
125.97,125.11,126.20,125.09
124.86,125.13,125.44,124.66
125.48,124.79,125.54,124.71
123.72,124.66,124.79,123.62
125.02,125.38,125.41,124.84
125.40,125.32,125.81,125.17
125.86,125.59,126.08,125.51
124.50,124.43,124.96,124.34
124.96,124.98,125.08,124.54
124.26,124.03,124.31,123.83
123.83,122.59,124.34,122.57
122.29,122.68,123.18,122.13
123.19,123.60,123.71,123.08
123.50,121.75,123.52,121.71
121.40,120.51,121.78,119.90
120.97,120.91,121.65,120.72
121.29,120.93,121.64,120.62
122.31,122.25,122.43,121.95
122.00,122.03,122.08,121.87
121.95,122.20,122.21,121.81
121.88,122.61,123.29,121.83
123.14,123.31,123.34,122.78
122.87,121.18,122.97,120.91
119.76,119.56,119.90,119.41
119.38,117.94,119.49,117.90
117.66,118.40,118.44,117.36
118.37,118.45,118.73,118.00
119.04,119.23,119.29,118.82
119.25,119.12,119.54,118.87
118.63,118.79,119.30,118.36
118.52,119.85,119.86,118.35
120.04,119.52,120.28,119.37
120.61,120.07,120.70,119.97
120.63,120.32,120.68,120.01
119.33,119.12,119.55,118.75
119.57,120.04,120.21,119.46
119.55,120.27,120.30,119.38
120.34,120.09,120.58,119.95
119.87,119.67,119.97,119.26
118.42,118.03,118.60,117.77
117.02,117.60,117.72,117.00
117.62,116.95,118.08,116.87
116.67,116.75,116.96,116.16
117.03,117.32,117.34,116.55
117.73,115.54,117.85,115.51
116.59,117.02,117.28,116.42
116.27,115.98,116.43,115.86
116.52,116.93,116.97,116.05
116.77,116.67,117.59,116.62
116.80,117.12,117.16,116.23
117.05,117.03,117.38,116.92
116.69,116.74,117.02,116.46
115.80,115.79,116.27,115.55
116.29,116.84,117.04,115.99
116.66,116.50,116.74,116.07
116.86,115.92,116.90,115.84
115.69,116.27,116.37,115.57
116.90,116.95,117.31,116.74
116.98,117.03,117.34,116.88
116.35,119.33,119.35,116.29
118.73,118.64,119.67,118.59
119.49,118.29,119.54,118.00
118.43,118.51,118.66,117.98
118.84,118.90,119.21,118.54
118.79,118.27,118.97,118.26
118.07,117.93,118.20,117.68
117.11,116.86,117.50,116.85
116.41,115.96,116.51,115.91
114.87,114.75,115.36,114.62
115.12,114.86,115.23,114.74
115.25,115.69,115.79,115.23
115.24,115.57,115.74,115.03
115.09,115.22,115.64,114.98
115.33,115.76,115.88,115.30
116.83,116.64,116.88,116.15
116.78,117.43,117.89,116.70
116.71,116.12,116.99,116.08
116.86,117.24,117.25,116.53
117.30,117.33,117.50,116.77
116.77,117.22,117.78,116.67
116.87,117.36,117.91,116.78
118.30,118.36,118.77,118.18
118.12,117.76,118.45,117.68
117.52,118.39,118.42,117.49
118.07,117.91,118.14,117.75
118.31,118.97,119.29,118.25
119.59,120.39,120.41,119.47
122.88,122.82,123.43,122.63
122.67,121.88,122.87,121.78
122.03,121.58,122.24,121.38
120.59,119.91,120.66,119.90
120.17,120.14,120.49,119.89
121.33,121.93,121.94,120.90
122.13,122.99,123.03,121.87
121.92,121.98,122.52,121.88
122.30,122.79,123.53,122.30
122.81,123.09,123.22,122.60
122.94,122.83,122.98,122.63
122.84,122.92,123.29,122.67
123.26,122.49,123.79,122.38
122.47,122.80,122.82,122.30
122.25,122.27,122.37,122.10
123.20,123.39,123.51,123.01
123.58,122.94,123.73,122.76
123.26,123.01,123.69,122.67
123.46,124.01,124.26,123.43
123.59,123.85,123.97,123.51
122.16,120.93,122.19,120.83
121.15,120.63,121.25,120.32
120.19,120.16,120.50,120.05
120.27,120.35,120.83,120.17
120.51,120.04,121.32,119.98
119.76,118.75,119.79,117.85
117.88,117.84,118.19,117.63
118.35,116.56,118.44,116.54
117.53,117.34,117.72,116.42
117.97,118.56,118.94,117.93
117.95,117.06,118.15,116.98
117.63,116.92,117.67,116.79
116.93,117.84,117.87,116.42
118.02,116.09,118.55,115.80
117.15,116.64,117.24,115.77
116.98,116.80,117.42,116.71
116.09,113.84,116.27,113.82
114.62,115.12,115.18,114.46
115.25,114.84,115.37,114.53
114.97,114.45,115.02,113.17
113.78,114.78,115.49,113.70
113.96,113.72,114.49,113.66
114.29,115.29,115.32,114.13
114.88,115.22,116.79,114.41
114.22,113.16,114.83,113.16
112.70,112.62,113.12,112.38
112.27,113.96,113.96,112.12
113.00,112.33,113.83,112.27
113.07,114.09,114.17,112.89
114.10,113.82,114.66,113.82
114.02,113.22,114.08,113.00
112.85,113.28,113.68,112.72
113.74,112.11,113.79,111.62
