CTSO,Cytosorbents Corporation - Common Stock,NASDAQ
3.12,3.00,3.12,2.75
3.08,2.82,3.20,2.80
3.12,2.78,3.12,2.75
2.88,2.85,3.20,2.75
2.90,2.80,3.00,2.80
2.82,3.00,3.00,2.62
3.00,2.82,3.00,2.80
2.84,2.75,3.00,2.62
2.82,2.60,2.82,2.51
2.75,2.75,2.75,2.51
2.55,2.55,2.75,2.50
2.55,2.50,2.60,2.50
2.62,2.62,2.98,2.55
2.62,2.75,2.98,2.58
2.58,2.75,2.75,2.58
2.68,2.75,2.75,2.58
2.75,2.98,2.98,2.75
3.00,3.54,3.62,2.95
3.54,3.62,4.25,3.32
3.75,3.50,4.00,3.45
3.72,3.38,3.81,3.25
3.50,3.05,3.50,3.02
3.75,3.44,3.75,3.05
3.38,3.80,3.98,3.38
3.72,3.75,3.75,3.38
3.62,3.25,3.75,3.12
3.25,3.30,3.62,3.05
3.38,3.16,3.70,3.12
3.16,3.12,3.32,3.08
3.25,3.50,3.50,3.12
3.50,3.30,3.50,3.25
3.28,3.60,3.75,3.28
3.60,3.50,3.75,3.38
3.62,3.50,3.62,3.32
3.38,3.50,3.75,3.38
3.50,3.75,3.75,3.50
3.75,3.95,4.00,3.58
3.95,4.20,4.25,3.75
4.24,4.00,4.24,3.85
4.05,3.82,4.15,3.78
3.98,3.62,3.98,3.55
3.71,3.88,3.88,3.62
3.95,4.45,4.72,3.88
4.38,4.25,4.38,4.12
4.35,3.88,4.38,3.75
3.75,4.00,4.12,3.75
4.38,4.00,4.50,3.85
4.00,4.02,4.14,4.00
4.00,4.06,4.25,3.80
4.20,4.12,4.38,4.12
4.55,4.22,4.55,4.00
4.25,4.12,4.38,3.95
4.25,4.10,4.25,3.88
4.22,4.00,4.22,3.88
4.00,3.75,4.12,3.62
3.82,3.52,3.82,3.50
3.50,3.69,3.84,3.50
3.75,3.70,3.75,3.62
4.10,3.90,4.10,3.90
3.98,3.95,3.98,3.78
3.98,3.98,4.05,3.80
3.98,3.98,4.05,3.70
4.00,4.00,4.00,3.75
3.90,3.80,3.92,3.56
3.58,3.62,3.75,3.58
3.69,3.62,3.78,3.55
3.58,3.65,3.78,3.58
3.62,3.75,3.98,3.62
3.75,3.50,3.75,3.35
3.38,3.70,3.70,3.38
3.75,3.50,3.75,3.48
3.65,3.55,3.65,3.25
3.42,3.42,3.72,3.42
3.38,3.58,3.60,3.38
3.58,4.00,4.08,3.52
3.90,3.80,4.12,3.75
3.88,4.00,4.00,3.75
4.00,4.12,4.12,3.82
4.18,4.08,4.22,4.00
4.12,4.25,4.25,4.08
4.25,4.25,4.25,4.12
4.88,9.72,10.25,4.85
10.88,8.88,12.00,7.75
9.62,7.25,9.80,6.88
7.25,8.70,8.72,7.25
8.55,8.20,8.58,8.00
8.50,8.00,8.50,7.80
8.25,6.62,8.25,6.20
6.62,6.50,6.82,5.72
6.50,5.92,6.50,5.88
6.00,6.38,6.62,5.52
6.58,6.22,6.65,6.00
6.30,6.15,6.30,5.75
6.22,6.50,6.62,6.15
6.38,6.38,6.75,6.12
6.52,6.38,6.52,6.32
6.45,6.38,6.62,6.25
6.45,5.76,6.45,5.75
6.13,5.45,6.13,5.21
5.45,5.25,5.45,4.88
5.25,6.00,6.25,5.02
6.18,5.80,6.38,5.40
5.78,5.75,5.88,5.62
5.75,5.75,5.88,5.50
5.50,5.35,5.75,5.35
5.50,5.38,5.75,5.25
5.38,5.18,5.62,5.15
5.25,5.12,5.45,5.00
5.25,5.30,5.45,5.12
5.45,5.42,5.45,5.12
5.42,5.42,5.95,5.05
5.13,5.25,5.62,5.12
5.25,5.72,5.75,5.12
5.50,5.00,5.50,4.62
5.25,5.12,5.25,4.88
4.50,4.68,5.25,4.50
4.72,4.88,5.25,4.58
5.00,5.00,5.12,4.55
5.00,5.00,5.12,4.75
5.00,4.55,5.00,4.50
4.62,4.50,4.62,4.50
4.50,4.52,4.75,4.50
4.50,4.55,4.85,4.50
4.70,4.82,4.82,4.52
4.82,4.75,4.99,4.58
4.81,5.24,5.50,4.75
5.38,4.75,5.75,4.62
4.78,4.88,4.98,4.62
4.88,5.02,5.25,4.75
5.25,5.40,5.69,5.00
5.50,5.62,5.85,5.40
5.62,5.50,5.85,5.40
5.75,5.50,5.75,5.50
5.38,5.40,5.75,5.28
5.85,4.90,5.85,4.88
4.90,5.00,5.00,4.82
4.90,5.10,5.12,4.85
5.12,4.92,5.12,4.75
4.88,5.02,5.08,4.75
5.00,4.92,5.02,4.90
5.05,5.00,5.05,4.78
5.00,5.12,5.18,4.79
5.12,5.08,5.15,5.02
5.08,5.08,5.08,4.80
5.12,5.08,5.12,4.88
5.12,5.00,5.12,4.88
5.06,5.08,5.22,5.00
5.22,5.38,5.48,5.12
5.48,5.50,5.60,5.20
5.50,5.38,5.75,5.25
5.25,5.48,5.75,5.00
5.50,5.22,5.50,5.22
6.00,5.30,6.00,5.25
5.30,5.45,5.45,5.30
5.25,5.42,5.45,5.25
5.42,5.10,5.42,5.00
5.12,5.35,5.37,4.88
5.25,5.25,5.38,4.88
4.75,5.00,5.35,4.75
5.00,5.25,5.25,4.88
5.00,4.92,5.25,4.90
4.92,5.00,5.00,4.88
5.00,4.92,5.20,4.88
5.00,4.88,5.25,4.78
4.95,4.78,4.95,4.75
4.88,4.87,5.00,4.50
4.62,4.50,4.95,4.50
4.62,4.35,4.86,4.30
4.75,4.25,4.75,4.16
4.25,4.00,4.25,3.50
3.88,3.38,4.00,3.30
3.75,4.00,4.25,3.50
4.62,4.25,4.62,4.25
4.50,4.50,4.50,4.02
4.60,5.00,5.00,4.50
5.00,4.75,5.00,4.50
4.75,4.50,4.75,4.25
4.50,4.42,4.50,4.25
4.38,4.35,4.38,4.25
4.60,4.25,4.60,4.06
4.50,4.05,4.50,4.05
4.48,4.25,4.50,4.12
4.25,4.12,4.25,4.05
4.25,4.42,4.50,4.25
4.50,4.69,4.70,4.42
4.58,5.00,5.00,4.20
5.00,5.48,5.50,5.00
5.50,5.42,5.50,5.00
5.48,5.88,6.25,5.38
5.85,5.85,5.88,5.50
5.38,5.45,5.72,5.00
6.28,4.88,7.48,4.42
4.78,4.10,4.80,3.88
4.24,4.40,4.60,4.00
4.40,4.38,4.42,4.25
4.40,4.38,4.75,4.08
4.25,4.22,4.38,4.00
4.22,4.18,4.22,4.09
4.22,4.25,4.25,4.12
4.25,4.05,4.28,4.05
4.22,4.00,4.22,3.95
3.98,4.00,4.08,3.92
3.94,3.87,4.00,3.74
3.95,3.88,3.95,3.75
3.75,3.95,3.95,3.75
3.95,3.92,4.00,3.80
3.90,4.00,4.00,3.78
4.10,4.25,4.25,3.88
4.28,4.18,4.28,4.00
4.05,4.20,4.20,3.84
4.00,4.02,4.20,3.90
4.20,4.20,4.20,3.90
4.02,4.19,4.20,4.00
4.25,4.20,4.25,3.95
3.95,4.10,4.25,3.95
4.05,4.12,4.22,4.05
4.15,4.16,4.18,4.02
4.22,4.18,4.25,4.02
4.20,4.14,4.22,4.02
4.22,4.12,4.38,4.00
4.28,4.25,4.28,4.08
4.25,4.12,4.25,4.02
4.05,4.00,4.05,3.90
4.22,4.18,4.22,3.90
4.22,4.05,4.22,3.90
4.12,4.05,4.12,3.90
3.90,4.00,4.05,3.90
3.75,3.92,4.05,3.75
3.88,3.80,3.88,3.75
3.75,3.72,3.88,3.68
3.75,3.70,3.98,3.55
3.60,3.69,3.69,3.50
3.58,3.62,3.85,3.52
3.75,3.72,3.75,3.50
3.88,3.38,3.88,3.08
3.35,3.45,3.61,3.12
3.25,3.25,3.45,3.22
3.18,3.34,3.38,3.18
3.38,3.50,3.50,3.25
3.50,3.44,3.58,3.38
3.00,3.30,3.48,2.75
3.25,3.40,3.49,3.25
3.62,3.45,3.62,3.38
3.45,3.52,3.52,3.40
3.52,3.48,3.52,3.32
3.48,3.49,3.55,3.35
3.38,3.42,3.49,3.20
3.38,3.52,3.52,3.38
3.52,3.50,3.62,3.46
3.62,3.45,3.62,3.00
3.48,3.40,3.48,3.12
3.30,3.38,3.45,3.20
3.38,3.25,3.38,3.15
3.15,3.25,3.38,3.15
3.38,3.25,3.38,3.18
3.19,3.30,3.38,3.19
3.25,3.25,3.25,3.11
3.30,3.25,3.62,3.15
4.00,3.62,4.00,3.25
3.55,3.45,3.55,3.40
3.52,3.50,3.68,3.38
3.52,3.48,3.52,3.38
3.40,3.58,3.58,3.35
3.40,3.60,3.88,3.40
3.75,4.30,4.30,3.62
4.30,3.75,4.50,3.75
4.25,4.30,4.30,3.92
4.30,4.12,4.40,3.95
4.00,4.00,4.24,3.78
4.00,4.12,4.38,4.00
4.00,4.05,4.25,3.95
4.12,4.00,4.20,4.00
4.20,4.25,4.38,4.02
4.25,4.10,4.38,4.08
4.18,4.11,4.18,4.00
4.12,4.25,4.38,4.00
4.12,4.25,4.49,4.12
4.25,4.20,4.25,4.01
4.20,4.18,4.70,4.05
4.18,4.00,4.18,3.90
3.90,3.98,4.08,3.88
3.98,3.92,3.98,3.82
3.95,3.86,3.95,3.80
3.98,3.92,3.98,3.78
3.88,3.82,3.90,3.76
3.90,4.08,4.25,3.70
4.08,3.95,4.18,3.75
3.95,3.82,3.95,3.75
3.82,3.92,3.92,3.75
3.62,3.88,3.88,3.62
3.88,3.72,3.92,3.72
3.72,3.75,3.90,3.70
3.75,3.75,3.88,3.62
3.75,3.66,3.75,3.62
3.62,3.72,3.72,3.50
3.72,3.75,3.88,3.38
3.75,3.78,3.88,3.52
3.75,4.00,4.00,3.75
4.00,4.05,4.05,3.75
4.00,3.88,4.00,3.80
3.80,3.75,3.90,3.65
3.88,3.72,3.88,3.62
3.72,3.75,3.88,3.50
3.50,3.72,3.78,3.50
3.72,3.72,3.72,3.58
3.62,3.72,3.72,3.58
3.70,3.75,3.78,3.65
3.75,3.75,3.75,3.64
3.75,3.78,3.78,3.65
3.88,3.82,3.88,3.62
3.75,3.75,3.82,3.55
3.75,3.68,3.75,3.52
3.68,3.62,3.70,3.50
3.62,3.62,3.72,3.50
3.72,3.58,3.72,3.50
3.58,3.50,3.65,3.45
3.50,3.62,3.62,3.50
3.62,3.72,3.72,3.45
3.68,3.68,3.68,3.42
3.68,3.62,3.68,3.45
3.68,3.62,3.75,3.51
3.64,3.82,3.82,3.64
3.85,4.25,4.72,3.78
4.25,4.20,4.25,3.80
4.18,4.12,4.18,3.78
4.12,3.98,4.12,3.78
4.00,3.62,4.00,3.58
3.62,3.62,3.68,3.50
3.75,3.62,3.75,3.52
3.50,3.65,3.78,3.50
3.65,3.62,3.65,3.52
3.65,3.50,3.65,3.50
3.50,3.62,3.62,3.45
3.62,3.58,3.62,3.50
3.62,3.45,3.62,3.42
3.50,3.47,3.55,3.45
3.50,3.45,3.57,3.45
3.50,3.62,3.62,3.42
3.76,3.70,3.95,3.30
3.70,3.58,3.88,3.38
3.62,3.45,3.62,3.39
3.45,3.45,3.58,3.45
3.50,3.55,3.55,3.40
3.55,3.45,3.55,3.45
3.48,3.50,3.50,3.38
3.25,3.52,3.92,3.25
3.75,3.41,3.75,3.40
3.50,3.50,3.72,3.41
3.50,3.62,3.62,3.38
3.50,3.38,3.60,3.29
3.50,3.48,3.62,3.25
3.48,3.26,3.48,3.25
3.50,3.38,3.50,3.30
3.32,3.28,3.50,3.28
3.38,3.48,3.50,3.30
3.48,3.46,3.48,3.32
3.50,3.50,3.62,3.41
3.50,3.50,3.50,3.32
3.50,3.30,3.50,3.30
3.38,3.32,3.38,3.28
3.28,3.32,3.38,3.25
3.35,3.25,3.38,3.00
3.25,3.25,3.37,3.05
3.12,3.12,3.25,3.00
3.02,2.88,3.20,2.88
2.75,2.28,2.75,1.62
2.28,2.40,2.40,2.25
2.50,2.50,2.50,2.35
2.50,2.70,2.70,2.38
2.74,3.06,3.20,2.62
3.25,2.92,3.25,2.88
3.00,2.80,3.10,2.68
2.88,2.75,2.98,2.75
3.00,3.00,3.10,2.98
3.10,3.00,3.10,2.62
3.10,2.58,3.10,2.58
2.58,2.59,2.75,2.58
2.58,2.58,2.59,2.40
2.58,2.90,3.00,2.45
3.00,3.05,3.05,2.90
3.15,3.08,3.15,3.00
3.25,3.20,3.25,2.81
3.00,3.12,3.38,2.82
3.00,3.00,3.10,2.78
3.00,2.88,3.00,2.88
3.00,2.95,3.00,2.78
2.95,2.95,2.95,2.75
2.75,2.75,2.92,2.65
2.75,2.95,2.95,2.68
2.95,3.00,3.25,2.90
3.02,3.00,3.22,2.85
2.88,3.00,3.12,2.85
3.00,3.00,3.22,2.88
2.95,2.88,3.02,2.88
2.88,3.00,3.00,2.88
3.25,2.95,3.25,2.85
3.00,3.20,3.22,3.00
3.50,3.16,3.50,3.00
3.00,3.00,3.16,2.95
3.16,2.96,3.16,2.95
3.00,3.00,3.12,2.95
3.00,2.95,3.10,2.95
2.95,3.00,3.38,2.90
3.12,3.12,3.18,3.00
3.12,2.90,3.12,2.90
3.00,2.88,3.05,2.88
2.88,3.00,3.05,2.88
2.88,2.99,2.99,2.85
2.88,3.05,3.05,2.80
3.12,2.88,3.12,2.80
2.88,2.86,2.88,2.75
2.75,2.90,2.94,2.75
3.00,3.25,3.32,2.88
3.32,3.05,3.32,2.90
3.05,3.12,3.20,2.88
3.22,3.22,3.24,3.02
3.22,3.25,3.42,3.20
3.32,3.32,3.32,3.19
3.32,3.65,3.81,3.32
3.72,3.75,3.90,3.69
3.90,3.68,3.90,3.45
3.85,3.98,4.38,3.68
4.00,3.98,4.00,3.75
4.00,3.88,4.00,3.78
3.87,3.58,3.87,3.45
3.60,3.62,3.70,3.38
3.50,3.62,3.74,3.38
3.55,3.62,3.62,3.50
3.62,3.46,3.62,3.46
3.46,3.50,3.50,3.38
3.50,3.50,3.50,3.42
3.42,3.46,3.52,3.42
3.52,3.46,3.52,3.45
3.46,3.58,3.60,3.45
3.58,3.58,3.58,3.50
3.60,3.55,3.60,3.50
3.45,3.25,3.57,3.18
3.25,3.50,3.50,3.25
3.42,3.40,3.58,3.32
3.48,3.30,3.48,3.25
3.25,3.28,3.48,3.20
3.28,3.16,3.28,3.16
3.48,3.38,3.60,3.30
3.50,3.38,3.50,3.25
3.38,3.38,3.50,3.28
3.38,3.30,3.42,3.25
3.30,3.30,3.40,3.25
3.38,3.45,3.48,3.25
3.40,3.42,3.60,3.30
3.30,3.50,3.56,3.30
3.50,3.38,3.50,3.38
3.38,3.50,3.50,3.38
3.50,3.38,3.50,3.32
3.38,3.38,3.38,3.25
3.38,3.28,3.45,3.25
3.45,3.42,3.47,3.25
3.42,3.30,3.42,3.28
3.25,3.25,3.30,3.20
3.28,3.31,3.45,3.28
3.38,3.29,3.38,3.28
3.30,3.32,3.38,3.25
3.38,3.28,3.42,3.25
3.30,3.25,3.38,3.20
3.25,3.38,3.38,3.25
3.38,3.30,3.48,3.25
3.25,3.44,3.44,3.25
3.45,3.30,3.45,3.28
3.42,3.26,3.42,3.25
3.32,3.28,3.35,3.25
3.25,3.25,3.35,3.25
3.25,3.20,3.32,3.20
3.25,3.25,3.32,3.25
3.20,3.22,3.32,3.20
3.22,3.22,3.38,3.05
3.18,3.12,3.18,3.12
3.25,3.25,3.30,3.12
3.15,3.22,3.25,3.15
3.22,3.22,3.22,3.12
3.22,3.18,3.22,3.05
3.18,3.16,3.18,3.05
3.25,3.14,3.38,3.00
3.15,3.15,3.15,3.05
3.10,3.28,3.38,3.05
3.28,3.19,3.50,3.12
3.12,3.22,3.25,3.05
3.22,3.10,3.22,3.00
3.02,3.08,3.22,3.02
3.00,3.12,3.25,3.00
3.10,3.12,3.25,3.02
3.12,3.22,3.22,3.12
3.20,3.02,3.25,2.90
3.12,3.12,3.12,3.00
3.00,3.18,3.20,2.95
3.08,3.20,3.20,3.08
3.18,3.18,3.20,3.02
3.10,3.15,3.18,3.02
3.10,2.75,3.10,2.55
2.82,3.05,3.06,2.58
3.16,3.12,3.16,3.00
3.05,3.25,3.25,3.05
3.25,3.42,3.45,3.25
3.62,3.60,3.72,3.50
3.70,3.60,3.70,3.55
3.60,3.62,3.70,3.55
3.62,3.55,3.70,3.50
3.62,3.62,3.62,3.50
3.69,3.50,3.69,3.50
3.50,3.50,3.70,3.50
3.60,3.52,3.60,3.50
3.52,3.55,3.56,3.50
3.50,3.52,3.56,3.50
3.55,3.60,3.60,3.50
3.40,3.30,3.56,3.22
3.30,3.48,3.50,3.18
3.48,3.35,3.48,3.32
3.35,3.30,3.48,3.30
3.45,3.25,3.50,3.25
3.22,3.28,3.28,3.20
3.20,3.40,3.40,3.20
3.20,3.25,3.25,3.15
3.15,3.25,3.38,3.12
3.00,3.25,3.25,3.00
3.25,3.22,3.25,2.88
3.06,3.00,3.12,2.95
3.00,3.50,3.70,3.00
3.55,3.62,3.72,3.50
3.62,3.62,3.69,3.25
3.62,3.10,3.62,2.62
3.18,3.00,3.18,2.88
3.00,3.05,3.15,2.88
3.05,3.10,3.12,2.88
3.00,3.00,3.08,2.88
3.00,3.00,3.00,2.88
2.90,2.98,2.98,2.85
2.98,3.02,3.02,2.85
3.02,3.00,3.02,2.92
2.85,3.00,3.02,2.85
2.85,3.02,3.02,2.85
3.02,3.05,3.05,2.82
2.88,2.98,2.99,2.78
2.75,2.82,2.98,2.75
3.00,2.62,3.00,2.62
2.91,2.58,2.91,2.58
2.58,2.75,2.88,2.58
2.98,2.62,2.98,2.58
2.71,2.75,2.75,2.56
2.75,2.70,2.75,2.58
2.58,2.72,2.72,2.55
2.72,2.75,2.88,2.62
2.69,2.98,2.98,2.62
2.74,2.74,2.80,2.74
2.72,2.62,2.75,2.62
2.75,2.68,2.75,2.58
2.70,2.70,2.72,2.55
2.70,2.62,2.72,2.50
2.62,2.52,2.62,2.50
2.61,2.60,2.61,2.52
2.60,2.60,2.68,2.51
2.60,2.55,2.68,2.51
2.52,2.48,2.58,2.30
2.48,2.42,2.48,2.30
2.45,2.68,2.68,2.35
2.40,2.64,2.67,2.40
2.50,2.45,2.70,2.40
2.50,2.70,2.70,2.50
2.68,2.68,2.68,2.40
2.66,2.62,2.66,2.50
2.62,2.61,2.62,2.61
2.51,2.51,2.51,2.50
2.50,2.50,2.66,2.40
2.52,2.50,2.55,2.50
2.50,2.62,2.62,2.50
2.70,2.68,2.70,2.55
2.52,2.60,2.62,2.50
2.60,2.58,2.60,2.50
2.55,2.62,2.62,2.50
2.62,2.62,2.62,2.48
2.48,2.62,2.70,2.48
2.60,2.70,2.70,2.50
2.72,2.95,2.95,2.70
2.95,2.88,2.95,2.78
2.78,2.94,2.94,2.58
2.94,2.75,2.94,2.75
2.75,2.78,2.78,2.68
3.00,2.90,3.00,2.75
2.92,3.00,3.00,2.82
3.02,3.10,3.12,2.95
3.10,3.28,3.62,3.10
3.26,3.25,3.38,3.00
3.00,3.02,3.22,3.00
3.12,3.22,3.22,3.02
3.22,3.12,3.28,3.08
3.22,3.25,3.38,3.22
3.25,3.30,3.30,3.25
3.30,3.12,3.30,3.06
3.09,3.09,3.25,3.02
3.10,3.20,3.22,3.10
3.21,3.10,3.22,3.10
3.22,3.18,3.22,3.10
3.20,3.10,3.20,3.02
3.05,3.01,3.09,2.95
3.00,2.98,3.10,2.94
3.00,2.75,3.00,2.65
2.81,2.88,2.88,2.71
3.00,3.00,3.00,2.75
3.00,2.95,3.00,2.88
2.95,2.75,2.95,2.75
2.95,2.95,2.95,2.90
2.95,3.12,3.12,2.95
3.12,3.12,3.25,3.00
3.12,3.12,3.25,3.05
3.12,3.06,3.25,3.00
3.12,3.02,3.25,3.02
3.16,3.10,3.16,3.05
3.00,3.12,3.12,3.00
3.12,3.00,3.16,2.94
3.08,3.10,3.10,2.78
2.78,3.00,3.01,2.78
3.00,3.00,3.08,3.00
3.10,3.20,3.22,2.90
3.00,3.12,3.16,3.00
3.00,3.24,3.24,3.00
3.28,3.22,3.32,3.02
3.33,3.24,3.33,3.05
3.05,3.22,3.24,3.05
3.24,3.18,3.25,3.04
3.22,3.12,3.25,3.12
3.12,3.05,3.20,3.05
3.18,3.22,3.22,3.00
3.25,3.02,3.25,3.01
3.10,3.02,3.12,2.90
2.89,3.21,3.25,2.89
3.16,3.05,3.22,3.05
3.20,3.12,3.20,3.00
3.12,3.12,3.20,3.00
3.14,3.15,3.32,3.08
3.38,3.12,3.50,3.05
3.12,3.12,3.24,3.00
3.12,3.15,3.20,3.06
