EWV,ProShares UltraShort MSCI Japan,NASDAQ
168.44,166.00,168.44,165.32
176.20,177.60,177.68,176.20
181.60,178.00,182.20,177.76
179.00,179.28,196.20,175.00
179.00,182.28,184.24,177.60
170.52,172.32,172.52,169.84
179.52,175.88,179.52,175.88
177.88,175.88,177.88,175.20
177.24,178.44,179.32,176.24
180.36,181.92,184.93,180.36
180.92,181.64,185.20,180.48
184.20,189.16,189.16,184.20
187.84,185.92,187.96,185.04
191.20,191.92,192.96,188.76
196.00,188.24,196.16,188.24
192.36,193.40,193.40,190.38
203.28,196.32,203.32,195.35
198.68,200.44,201.00,196.08
192.52,190.72,197.08,190.00
192.48,196.72,196.72,192.48
197.04,198.06,198.06,191.96
200.40,195.88,201.00,195.88
193.36,198.00,198.00,193.04
201.76,204.92,205.80,200.76
207.68,210.72,211.12,205.68
209.24,206.68,210.68,205.96
205.48,206.36,208.44,202.76
200.00,199.00,200.68,197.92
200.00,199.60,201.76,199.20
197.40,197.94,198.20,195.24
193.08,190.16,193.44,189.36
189.20,189.20,189.94,187.28
186.96,189.24,192.00,186.96
188.92,188.04,188.92,188.04
183.88,186.04,187.16,183.88
186.00,190.00,190.36,186.00
188.64,191.44,193.04,188.64
191.04,192.68,195.00,190.30
192.00,191.12,193.80,191.12
194.32,195.56,195.56,193.44
203.56,205.72,205.72,202.15
203.60,204.72,205.28,201.24
203.04,203.88,206.24,202.72
200.40,202.15,202.74,200.33
189.48,193.88,194.32,186.72
190.84,186.54,190.84,186.24
187.68,188.16,188.16,187.04
190.96,187.68,190.96,187.68
191.40,189.44,191.48,188.92
187.92,188.32,188.32,186.54
186.60,185.44,186.94,185.44
190.48,190.48,190.48,189.72
194.40,197.38,198.00,194.00
197.08,197.04,199.64,195.88
199.04,194.12,200.00,194.08
197.36,197.36,197.36,197.36
194.00,193.28,194.16,190.40
190.60,188.48,190.60,187.56
190.76,187.02,190.76,186.28
188.30,188.58,188.58,188.30
185.48,184.52,185.48,183.60
180.66,182.60,184.04,180.16
185.80,184.80,185.80,184.48
180.52,177.52,182.92,177.48
179.88,179.08,180.32,178.76
180.28,180.56,181.68,180.28
179.80,179.48,179.80,179.24
176.60,179.84,179.84,176.52
176.92,175.76,177.08,175.76
182.38,178.76,182.38,178.64
187.72,190.18,190.28,187.28
192.42,192.20,192.64,191.76
190.11,191.36,191.36,189.97
188.40,190.02,190.02,187.90
184.96,186.20,186.48,184.72
184.96,184.52,185.95,182.96
182.36,185.40,187.68,182.28
189.60,188.12,190.84,187.76
188.04,190.52,190.72,186.61
192.12,192.18,192.72,189.64
194.12,191.40,195.56,191.40
191.40,193.96,194.04,191.08
188.68,188.26,189.92,187.12
187.48,189.31,189.84,186.72
194.96,193.58,196.00,191.64
189.28,184.00,189.28,184.00
185.68,184.44,186.33,184.44
182.20,181.92,182.24,180.02
179.28,181.58,181.74,178.52
181.88,180.88,181.88,179.76
177.52,180.00,180.01,177.52
177.76,177.08,178.60,176.44
175.56,173.60,175.63,173.60
175.40,173.80,175.80,173.80
177.48,173.56,177.48,173.56
177.80,176.72,178.88,176.72
177.08,178.64,179.30,176.96
177.08,172.00,177.08,171.92
174.72,173.60,175.76,173.60
175.76,175.76,175.76,175.76
178.96,179.36,179.36,178.83
175.36,173.20,175.36,173.12
N/A,N/A,N/A,N/A
172.48,170.40,172.48,170.40
N/A,N/A,N/A,N/A
171.32,173.24,173.24,170.84
172.28,172.64,172.64,172.20
176.18,179.12,179.12,176.18
170.80,167.08,170.80,166.00
164.44,164.36,165.24,160.00
161.96,162.64,163.28,161.48
162.64,161.40,162.64,161.40
160.36,161.40,161.40,160.36
164.60,164.20,165.36,164.04
164.00,162.80,164.16,161.56
160.20,162.60,162.60,160.20
162.80,162.80,163.10,162.80
160.48,159.92,161.32,159.34
162.96,164.14,164.60,160.84
164.36,162.48,164.36,162.48
161.76,161.76,161.76,161.76
162.80,162.84,163.60,162.56
161.68,162.84,162.84,160.40
165.44,165.40,167.00,165.08
166.56,167.80,169.20,166.56
166.12,166.32,166.32,166.12
166.80,166.94,167.92,166.80
168.26,171.40,171.40,168.26
168.68,167.40,168.68,167.40
168.40,170.54,170.54,168.40
161.76,159.60,161.76,159.40
156.72,155.84,157.68,155.84
155.96,155.44,156.00,155.44
153.00,156.28,156.28,152.12
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
156.00,156.00,156.00,156.00
N/A,N/A,N/A,N/A
160.80,163.84,164.72,160.80
159.52,159.92,160.43,158.12
151.20,150.56,151.76,150.56
151.48,151.48,151.48,151.48
152.56,153.16,154.92,152.56
158.12,158.40,158.40,157.84
152.84,152.64,152.96,152.64
156.92,156.92,156.98,156.72
156.68,155.37,158.58,154.52
158.76,158.64,158.80,158.64
152.28,151.04,152.28,150.80
149.56,147.64,149.56,146.72
147.52,146.80,147.60,146.80
145.88,144.48,145.88,144.48
144.48,146.09,146.09,144.48
148.84,147.30,148.84,147.30
147.80,147.80,147.80,147.80
147.12,147.12,147.12,147.12
143.62,143.32,143.62,141.94
N/A,N/A,N/A,N/A
143.40,144.92,144.92,143.40
144.24,143.64,144.48,142.36
143.96,143.96,143.96,143.96
142.32,143.12,144.24,142.32
141.00,141.44,141.45,141.00
140.32,140.32,140.32,140.32
N/A,N/A,N/A,N/A
140.56,139.84,140.56,139.84
137.20,138.04,138.48,137.20
135.40,134.36,135.41,134.36
136.36,137.44,138.41,136.12
137.24,136.00,137.24,135.84
134.72,134.00,134.72,133.52
133.96,134.84,134.84,133.96
135.76,135.00,135.76,134.92
135.48,135.76,135.76,135.48
134.00,134.48,135.16,134.00
135.36,135.08,137.10,135.08
133.16,132.40,133.16,132.40
131.12,130.60,131.12,130.52
129.80,130.48,130.48,129.16
132.40,129.60,132.40,129.16
130.44,129.84,130.44,129.84
129.32,129.32,129.32,129.32
133.32,132.80,133.76,132.80
134.76,135.60,135.60,134.52
134.96,133.80,134.96,133.80
131.60,131.96,131.96,131.60
131.40,131.16,131.47,131.16
132.40,131.04,132.40,131.04
131.96,135.64,135.88,131.96
135.04,135.04,135.04,135.04
132.64,129.88,132.64,129.08
127.00,127.50,128.08,127.00
126.00,126.00,126.00,126.00
125.76,125.40,127.00,125.02
125.68,125.08,125.92,125.08
125.08,123.72,125.12,123.60
126.40,125.72,126.40,125.72
126.36,126.52,126.52,126.36
127.88,126.40,127.88,125.44
124.20,124.20,124.20,124.20
N/A,N/A,N/A,N/A
121.60,121.56,122.24,121.16
120.64,119.32,120.64,119.32
120.04,119.84,120.48,119.44
124.64,125.60,125.60,122.76
125.60,125.40,127.08,125.16
126.64,126.11,127.20,126.11
124.04,122.88,124.04,122.68
120.16,120.68,120.68,119.84
120.48,120.92,122.08,120.48
123.76,123.00,123.76,121.80
121.48,120.60,121.88,120.60
123.12,123.60,123.60,123.12
124.24,124.64,124.64,124.24
127.20,125.88,127.20,125.88
126.44,126.16,126.44,124.88
129.72,131.92,133.64,129.72
137.52,136.16,140.00,136.12
160.36,156.60,162.32,154.34
179.12,157.08,181.36,153.96
159.96,169.44,174.00,159.28
151.40,152.80,157.16,147.48
150.40,144.40,151.56,142.00
140.36,136.00,141.16,135.36
138.08,137.08,140.88,136.80
140.68,138.76,142.32,137.16
141.16,138.04,141.36,137.04
142.48,144.52,144.96,141.16
143.92,145.32,145.48,143.00
147.44,145.64,147.92,145.32
142.24,141.28,142.60,140.04
143.56,144.72,145.00,143.08
146.56,144.68,148.08,144.28
148.08,148.48,149.12,147.40
154.56,154.60,155.36,153.16
156.96,157.48,157.76,156.40
156.92,159.88,163.32,156.64
153.28,154.52,154.52,151.96
154.52,156.08,156.41,152.40
156.36,155.88,156.80,154.88
151.88,154.36,154.80,151.64
152.60,152.04,152.92,151.08
151.72,152.48,152.48,150.80
155.32,152.76,156.52,152.76
153.04,152.68,154.32,151.92
148.08,147.84,148.88,147.00
146.28,146.36,147.12,145.92
146.96,146.44,148.00,146.44
148.12,146.36,148.12,145.88
146.68,146.28,148.36,145.48
141.28,138.52,141.52,138.32
138.32,137.76,138.60,137.52
136.12,136.68,137.12,134.64
136.40,136.88,138.56,135.92
136.96,137.28,138.88,136.96
138.20,139.56,140.65,137.76
136.04,138.04,138.04,134.96
138.24,136.92,138.48,136.60
135.52,135.24,136.32,135.04
138.84,139.52,140.60,138.12
140.28,139.36,141.12,138.72
140.68,144.64,144.96,140.64
145.72,146.32,146.92,144.28
147.68,146.60,149.52,145.68
145.12,144.36,145.52,143.36
147.84,147.64,149.68,147.52
149.96,151.16,151.89,149.52
156.04,155.92,156.52,155.00
153.24,152.36,153.92,151.40
154.20,151.60,154.20,150.72
149.72,149.00,150.20,147.96
148.48,148.72,149.08,146.92
143.60,142.96,144.76,142.72
143.64,146.92,147.44,143.64
146.12,146.52,148.44,145.60
149.00,149.28,149.52,147.68
150.44,151.72,152.36,150.04
148.36,149.40,149.85,147.20
148.68,150.12,150.12,147.56
147.92,147.96,148.00,146.24
148.56,150.84,151.28,148.16
150.36,150.48,151.84,149.36
146.76,144.56,147.28,143.64
148.52,150.16,151.05,147.32
151.48,151.48,152.64,148.96
149.48,150.20,150.30,148.92
150.72,149.84,150.76,149.00
147.56,144.96,147.56,144.44
144.24,145.16,145.44,141.96
147.32,145.32,148.36,145.32
142.56,144.36,144.44,142.04
145.72,145.25,145.84,144.20
144.08,142.24,144.24,141.84
139.16,137.56,139.92,137.08
136.88,135.68,137.00,134.32
136.36,133.08,136.68,132.36
133.20,132.60,133.92,131.64
131.24,131.12,132.44,130.80
130.12,129.12,130.80,128.72
131.68,130.88,132.06,130.64
132.72,133.80,135.00,132.72
133.04,133.60,133.86,131.24
129.48,128.40,129.60,126.88
128.36,130.92,131.00,128.36
128.56,128.60,129.20,128.04
131.04,131.96,132.84,131.04
129.44,128.76,129.60,128.32
127.84,126.00,127.84,126.00
126.00,123.60,126.36,123.37
123.12,123.12,124.07,123.12
124.88,124.44,125.12,123.88
123.72,124.00,124.00,123.33
125.56,128.16,128.20,125.56
127.44,128.88,129.12,126.08
129.40,127.40,129.84,127.08
125.08,129.44,130.04,124.92
129.36,131.36,131.48,127.84
131.72,131.20,134.24,130.92
141.64,147.04,147.64,140.95
142.48,144.12,151.24,141.36
146.04,157.96,158.24,146.04
148.40,142.82,155.84,142.82
148.72,154.16,154.80,148.44
150.16,143.76,151.00,141.38
143.76,145.76,146.48,143.20
143.00,142.18,143.65,142.12
145.16,143.68,146.24,143.68
142.48,144.20,144.28,142.08
151.76,153.60,154.80,151.16
154.72,156.80,156.80,149.36
152.24,156.56,156.56,152.24
154.44,150.20,154.60,150.12
155.28,153.48,156.00,152.24
152.28,157.44,158.48,151.72
154.52,151.40,156.56,150.24
148.48,147.32,148.56,146.96
148.00,148.00,149.20,146.72
143.52,142.36,144.20,141.24
144.76,145.20,145.60,143.64
149.60,150.52,150.52,148.72
160.24,156.80,160.24,156.80
152.84,150.48,153.33,150.48
152.92,154.64,154.96,151.57
158.12,161.40,162.40,158.12
162.28,158.04,163.20,158.04
154.64,153.00,155.20,152.12
153.52,151.88,154.96,148.92
150.12,148.16,151.12,147.36
146.00,145.32,148.08,145.20
150.64,149.34,152.02,148.12
149.12,149.56,150.36,146.48
147.92,152.84,152.84,147.24
157.36,157.75,161.04,155.88
158.76,157.00,159.32,156.00
156.72,154.92,159.20,154.72
147.80,149.76,149.76,146.12
145.52,150.00,150.00,145.52
144.96,144.84,147.16,144.04
149.40,152.00,152.00,148.88
152.68,155.80,156.17,150.40
158.60,154.92,160.40,154.92
157.41,154.48,158.02,154.44
154.60,152.84,154.60,151.44
151.44,154.72,154.76,151.44
149.72,146.88,149.84,146.88
149.00,148.64,149.40,147.80
146.92,147.40,148.08,145.08
147.20,146.64,148.40,146.36
147.32,146.92,149.50,146.12
146.56,147.48,148.00,146.56
147.88,144.60,148.80,144.00
147.12,148.74,148.88,147.12
150.52,150.16,151.84,149.80
147.16,147.04,147.48,146.04
145.16,143.88,145.16,143.28
147.48,148.04,148.44,146.72
146.04,147.96,148.04,146.04
136.80,136.32,137.60,134.72
136.32,134.87,137.16,134.87
147.68,150.52,150.68,147.32
154.36,154.24,154.80,152.60
154.00,153.76,155.48,153.40
151.00,150.56,152.88,149.96
153.32,151.56,153.32,151.56
151.24,149.04,152.36,148.56
151.72,149.88,153.48,149.80
154.12,155.88,156.72,153.36
155.04,155.80,157.24,154.68
154.48,152.72,154.48,152.16
153.76,153.92,154.72,153.28
155.44,152.64,155.44,151.80
156.04,159.40,159.40,156.04
156.32,159.44,159.56,155.72
155.80,157.68,158.44,155.80
162.00,163.48,164.88,162.00
161.64,161.44,162.40,160.14
165.20,168.04,168.40,165.12
168.00,169.24,169.24,165.16
159.96,159.24,161.12,159.20
158.12,157.92,158.89,156.80
149.76,148.04,150.12,147.72
150.80,150.69,151.00,149.96
146.96,150.48,150.48,146.96
147.36,148.48,149.76,146.96
150.92,151.28,151.60,149.68
150.60,147.16,150.60,147.04
148.88,154.76,154.76,148.45
151.48,147.44,151.48,147.44
151.52,152.52,153.72,151.52
149.24,154.44,154.44,149.24
154.72,156.20,156.80,154.68
157.98,157.96,158.04,157.20
158.64,158.96,160.16,157.36
159.29,163.52,163.52,159.29
158.20,155.61,158.20,155.12
158.16,158.00,159.60,157.88
158.28,156.27,158.28,156.00
155.44,153.20,156.16,153.20
155.56,156.56,156.80,155.56
157.04,160.92,161.09,157.04
157.60,155.44,157.60,155.44
153.72,151.68,153.72,151.68
147.68,146.36,147.68,145.60
145.76,146.20,146.60,145.44
149.24,149.16,150.00,148.96
152.24,152.40,152.64,151.60
151.44,151.68,152.60,151.36
147.48,148.48,149.00,147.48
150.16,148.64,150.56,148.64
150.75,150.56,151.08,150.52
150.96,151.01,151.40,150.56
149.04,149.72,149.72,148.97
147.93,145.75,147.93,145.60
144.52,143.96,144.73,143.72
142.08,140.52,142.12,140.52
139.32,139.32,140.20,139.00
142.76,141.80,142.80,141.80
141.64,138.56,141.64,138.12
137.33,138.52,138.84,136.44
137.96,136.94,138.00,136.94
138.56,138.64,138.94,137.48
136.96,137.64,138.72,136.77
135.04,135.70,135.76,134.77
134.36,134.75,134.75,133.84
134.20,133.80,134.50,133.60
134.88,134.40,134.88,134.12
132.80,131.80,132.80,131.80
130.52,130.67,131.52,130.52
129.96,131.28,131.28,129.72
134.85,134.52,135.24,134.52
132.24,131.92,132.24,131.68
132.28,132.64,133.80,132.28
126.88,128.24,128.41,126.48
128.07,125.59,128.20,125.59
125.05,125.36,125.92,124.98
125.96,125.77,126.36,125.77
124.92,124.77,125.44,124.04
124.36,123.32,124.36,123.22
122.36,122.76,123.08,121.76
125.32,124.12,125.48,123.32
120.72,120.00,120.96,119.64
120.80,124.08,124.12,120.80
124.92,122.80,124.92,122.80
125.60,125.00,125.60,124.52
126.52,126.96,127.20,125.92
129.80,129.00,130.32,129.00
127.16,126.45,127.34,126.45
123.36,123.16,123.60,122.84
122.28,122.59,123.16,121.67
124.68,123.96,125.01,123.96
123.96,123.52,124.28,123.00
123.44,124.88,124.88,123.44
122.72,122.58,122.96,121.76
121.12,121.56,121.56,120.66
121.56,120.48,121.80,120.44
123.52,122.68,123.76,122.32
125.20,124.36,125.28,124.36
124.40,123.00,124.40,123.00
124.52,124.12,124.59,124.11
123.16,122.12,123.24,122.12
119.68,120.40,120.44,118.76
119.64,120.44,120.80,119.36
120.60,119.96,120.80,119.76
118.96,119.32,119.56,118.84
120.44,119.04,120.44,118.56
120.56,122.04,122.04,120.44
127.16,127.40,129.00,127.16
127.64,127.32,127.64,126.84
130.08,129.00,130.08,128.56
129.60,131.72,131.80,129.12
129.42,128.02,129.80,128.02
128.76,126.99,128.76,126.76
129.52,129.09,129.72,129.09
128.60,129.16,129.16,128.36
127.56,127.56,127.56,127.04
129.32,128.60,129.32,128.60
128.92,130.32,131.08,128.38
130.12,129.52,130.12,129.52
132.20,133.16,133.28,132.20
129.96,129.91,129.96,129.38
129.48,129.24,129.63,128.96
129.36,127.44,129.58,127.12
129.40,128.44,129.40,128.44
129.60,129.48,130.16,129.48
133.36,131.80,133.36,131.40
133.72,133.48,134.44,133.26
135.50,135.47,136.00,135.47
136.72,137.84,137.84,136.56
136.96,136.00,137.51,135.64
138.76,138.53,140.40,138.52
141.64,140.40,142.42,139.64
138.08,139.76,139.76,138.08
142.88,142.76,143.36,141.08
144.44,145.80,146.00,144.32
147.88,149.16,149.56,146.72
151.04,152.39,152.39,150.60
149.92,150.44,150.72,148.60
151.80,154.72,154.72,151.60
154.60,151.84,154.60,151.04
151.80,152.40,152.40,150.40
155.52,154.17,157.64,154.17
154.16,155.12,156.56,153.96
156.00,157.00,157.48,155.76
154.00,153.46,154.88,152.68
155.60,156.82,157.00,155.44
153.88,153.76,156.16,153.04
158.44,161.98,162.06,158.44
158.72,159.56,161.24,158.40
156.80,154.76,156.80,154.76
153.84,149.86,153.96,149.68
149.00,151.48,151.48,149.00
156.20,154.21,156.96,154.21
152.12,156.00,156.00,152.12
154.04,152.92,154.44,152.92
152.04,153.80,154.42,151.72
153.08,150.96,153.08,150.88
148.92,147.28,148.92,146.40
146.48,146.32,146.48,145.60
145.12,145.04,145.12,143.96
142.36,142.64,144.00,141.24
141.92,146.36,146.36,141.92
144.80,145.40,145.48,144.80
147.87,148.40,148.40,147.87
146.76,145.32,146.76,145.32
144.60,143.32,144.60,142.92
140.96,139.00,141.40,139.00
134.76,134.44,134.80,134.38
134.96,133.82,134.96,133.82
130.92,131.20,131.20,130.92
134.20,133.36,134.76,133.32
135.64,135.08,136.80,135.08
137.72,136.40,138.36,136.40
137.12,139.24,140.04,137.12
138.84,139.16,140.08,138.84
143.48,142.72,144.28,142.54
143.40,140.56,143.40,140.40
142.08,141.41,142.08,140.80
142.84,143.20,143.20,142.84
142.24,142.04,142.24,141.44
139.56,139.84,139.84,139.16
145.80,146.20,146.64,145.60
151.52,150.16,151.92,150.16
150.52,153.04,154.08,150.52
152.56,153.08,153.40,151.44
148.56,148.12,149.52,147.72
145.64,142.70,145.84,142.70
144.64,144.60,144.64,144.04
143.36,144.64,144.64,143.36
143.92,144.40,144.40,143.92
146.88,146.80,147.80,146.52
143.88,143.92,143.92,143.24
141.12,140.72,141.12,139.36
136.88,137.28,137.28,135.41
137.80,137.80,137.80,137.20
136.88,137.20,137.20,136.56
137.92,137.76,137.92,137.48
136.00,137.60,137.60,136.00
137.44,137.52,137.52,137.44
138.84,139.20,139.44,138.84
136.48,134.92,137.00,134.92
133.12,133.80,133.92,132.64
133.96,134.32,134.56,133.92
132.76,132.56,132.76,132.32
136.52,134.11,136.52,134.11
134.16,134.71,134.71,134.16
133.88,134.28,134.28,133.88
135.24,135.40,135.64,135.24
137.52,137.84,137.84,137.43
136.24,136.40,136.40,136.24
140.24,140.92,140.92,140.09
141.52,141.60,141.60,140.20
145.16,145.52,146.88,144.96
148.68,148.40,148.72,147.84
145.48,144.40,145.48,144.08
141.04,141.20,141.20,140.16
139.92,140.88,140.92,139.64
140.00,139.60,140.00,139.08
136.32,136.80,136.92,135.88
135.48,132.12,135.76,131.24
129.56,129.80,129.80,128.67
131.18,131.80,132.08,130.32
131.76,131.44,132.08,131.16
130.90,130.52,131.21,130.20
133.20,133.24,133.42,132.96
131.16,131.96,132.00,130.96
134.20,132.44,134.20,132.44
130.72,132.80,132.88,130.72
135.24,134.69,135.52,134.69
132.60,131.52,132.60,131.48
136.64,137.36,137.60,136.52
137.00,137.60,137.60,136.40
137.88,139.04,139.52,137.88
140.00,140.02,140.72,139.36
136.60,136.96,137.30,136.60
136.32,137.16,137.16,136.00
138.64,138.00,138.64,138.00
141.68,142.76,143.32,141.68
146.00,145.24,146.04,144.84
143.96,143.20,143.96,142.64
143.52,143.48,144.12,143.16
142.08,141.48,142.76,141.27
137.92,137.44,138.20,136.87
135.04,135.60,135.60,134.64
134.64,134.13,134.72,133.16
135.00,137.32,137.72,134.92
133.56,133.54,134.32,133.04
139.88,139.00,140.16,138.52
137.68,138.40,138.52,136.89
135.40,136.28,136.60,135.40
138.00,137.72,139.08,137.72
138.04,139.10,139.40,137.72
139.52,136.56,139.52,136.52
137.76,138.24,138.52,137.36
139.28,139.28,139.36,138.48
138.27,137.84,138.27,137.84
139.60,141.16,142.40,139.60
141.76,142.80,143.01,141.60
142.64,142.40,142.76,141.12
144.60,145.40,145.57,144.60
146.44,144.10,146.44,144.10
145.56,148.02,148.16,145.56
144.76,144.40,144.76,143.20
138.72,138.40,139.64,138.00
134.24,134.40,134.52,133.75
136.16,136.88,136.88,135.72
135.60,135.16,135.60,134.40
132.28,132.00,132.60,131.52
132.12,131.72,132.67,131.72
132.44,132.40,132.48,132.12
135.52,132.72,136.08,132.72
130.44,129.36,130.64,129.36
131.08,130.24,131.20,130.04
129.96,131.52,131.52,129.96
130.48,131.48,131.48,130.48
130.88,131.16,131.64,130.24
130.44,130.04,130.60,130.04
129.72,129.28,130.08,129.08
129.76,129.76,129.96,129.44
129.80,129.84,129.84,129.36
128.82,128.88,129.40,127.56
129.64,130.08,130.16,129.64
129.40,128.59,129.40,128.16
127.44,126.72,128.00,126.72
123.16,122.20,123.64,122.12
118.88,118.28,119.46,118.24
117.40,115.68,117.60,115.68
119.24,116.60,119.24,116.60
117.36,116.52,117.59,116.52
116.04,116.80,117.48,116.04
117.24,116.64,118.40,116.64
117.52,118.08,118.64,117.52
118.00,116.04,118.12,115.58
112.40,110.20,112.40,110.20
111.44,112.48,112.64,110.92
114.04,113.24,114.04,113.24
116.32,115.28,116.52,115.22
117.56,118.40,119.36,117.24
115.84,115.88,116.28,115.50
113.24,112.40,113.68,112.32
113.16,112.96,113.60,112.80
111.40,111.48,111.72,111.40
112.88,112.00,112.92,112.00
114.44,114.70,114.92,114.44
113.84,113.40,114.48,113.28
112.84,113.12,113.12,112.84
115.56,115.04,116.12,114.84
116.48,116.76,117.20,116.16
115.52,114.36,115.52,113.42
111.88,112.91,113.68,111.20
114.92,116.04,116.04,114.92
113.04,112.64,113.04,112.20
110.92,110.32,110.92,109.92
110.12,109.91,110.36,109.72
110.96,110.72,111.16,110.04
110.48,110.31,110.88,110.31
111.24,111.00,111.40,111.00
110.20,107.96,110.20,107.84
107.52,108.36,108.96,107.52
109.40,108.56,109.40,108.08
107.12,105.80,107.12,105.80
107.56,107.12,107.68,107.12
108.20,108.48,108.48,107.52
110.32,110.15,110.56,109.84
110.36,110.73,111.09,110.14
108.76,107.56,109.12,107.56
105.60,106.84,107.00,105.20
108.60,109.68,110.72,108.40
107.56,106.40,107.56,106.40
105.68,108.88,109.26,104.88
105.36,105.40,107.76,103.76
106.80,105.08,106.80,105.08
103.92,103.96,104.12,103.54
103.20,102.36,103.37,102.20
102.24,101.16,102.64,101.16
101.48,100.92,101.48,100.47
99.16,98.16,99.36,98.16
100.04,100.12,100.28,98.64
100.24,98.76,100.32,98.64
97.84,98.00,98.40,97.84
99.56,99.82,99.82,99.20
99.88,98.68,99.92,97.87
97.84,98.06,98.06,96.96
96.32,96.00,96.76,95.76
97.28,96.77,97.28,96.22
95.60,95.72,96.80,95.56
94.84,94.00,94.84,93.76
93.72,93.92,93.92,93.72
94.84,93.40,94.84,93.40
93.36,95.08,95.28,93.36
94.40,93.52,94.40,93.52
93.36,92.08,93.48,92.08
93.40,93.08,93.40,92.98
98.12,99.84,100.08,98.12
99.24,97.66,99.64,97.20
96.20,98.12,98.72,96.20
91.20,90.40,91.20,89.60
90.64,89.31,93.16,89.04
88.66,87.56,89.16,87.04
89.28,88.54,89.80,88.32
86.32,85.12,86.64,84.56
83.76,83.16,84.12,81.67
82.72,82.64,83.60,82.56
83.56,84.24,84.56,83.08
83.40,82.32,83.48,82.32
82.88,83.53,84.60,82.88
84.36,85.15,85.24,84.36
84.42,83.09,84.52,83.04
83.92,83.60,84.48,82.88
83.44,81.88,83.44,81.44
81.16,80.40,81.16,79.80
79.60,79.80,79.84,79.00
80.00,79.86,80.62,79.44
80.00,78.68,80.00,78.68
78.12,77.96,78.60,77.80
78.72,79.36,79.60,78.72
79.28,78.76,79.28,78.08
78.40,76.52,78.40,76.12
76.96,76.96,77.04,76.88
77.16,76.80,77.32,76.68
76.76,76.00,76.96,76.00
77.60,76.68,77.68,76.04
77.20,77.00,77.54,76.80
75.40,75.03,75.60,74.80
75.20,73.88,75.52,73.60
72.92,72.40,73.48,72.32
74.00,74.24,74.64,73.48
73.52,72.08,73.52,71.96
71.28,71.32,71.68,71.00
71.40,70.52,71.44,70.04
69.68,72.08,72.28,68.46
82.28,78.10,83.76,77.76
82.24,80.88,83.08,80.67
81.48,81.60,82.52,79.80
84.44,84.68,85.76,84.00
86.80,85.44,86.84,84.92
88.72,88.96,89.16,87.64
91.88,91.12,93.92,90.64
85.48,86.40,87.80,84.84
90.92,92.92,92.92,90.32
93.76,92.44,96.76,92.40
90.96,85.60,91.28,85.20
82.40,83.28,84.16,82.12
86.04,86.60,87.12,84.72
83.28,86.04,86.48,83.19
84.52,81.96,85.76,81.76
85.52,87.24,87.24,84.64
81.28,82.36,83.08,79.47
79.88,79.88,80.04,78.72
79.24,82.12,82.12,78.28
