SBBX,Sussex Bancorp - Common Stock,NASDAQ
5.05,5.10,5.10,4.94
5.01,5.01,5.10,5.01
5.00,5.01,5.05,5.00
5.01,5.01,5.01,5.01
5.00,5.00,5.00,5.00
5.00,5.08,5.08,5.00
5.00,5.07,5.27,5.00
5.49,5.22,5.49,5.22
5.22,5.22,5.22,5.22
5.22,5.22,5.22,5.22
5.22,5.22,5.22,5.22
5.22,5.22,5.22,5.22
5.01,5.01,5.01,5.01
5.18,4.95,5.18,4.95
5.00,5.19,5.25,5.00
5.19,5.19,5.19,5.19
5.25,4.80,5.25,4.38
4.94,4.90,5.00,4.90
5.00,5.00,5.00,5.00
5.19,5.19,5.19,5.19
5.18,5.16,5.18,5.06
5.14,5.10,5.14,5.10
5.07,5.07,5.07,5.07
5.13,5.12,5.14,5.10
5.10,5.08,5.10,5.05
5.06,5.06,5.06,5.05
5.06,5.06,5.06,5.06
5.06,5.06,5.06,5.06
5.06,5.06,5.06,5.06
5.40,5.40,5.40,5.40
5.40,5.40,5.40,5.40
5.10,5.00,5.10,5.00
5.04,5.04,5.04,5.04
5.04,5.04,5.04,5.04
5.04,5.04,5.04,5.04
5.05,5.10,5.10,5.04
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.20,5.10
5.11,5.11,5.11,5.11
5.11,5.04,5.11,5.00
5.00,5.00,5.00,4.93
5.00,4.90,5.00,4.90
5.00,5.07,5.07,4.90
5.07,5.07,5.07,5.07
5.07,5.07,5.07,5.07
5.25,5.30,5.30,5.25
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.09,5.07,5.10,5.07
5.07,5.05,5.10,5.04
5.01,5.01,5.01,5.01
5.01,5.01,5.01,5.01
5.23,5.23,5.23,5.23
5.23,5.23,5.23,5.23
5.23,5.23,5.23,5.23
5.23,5.45,5.45,5.23
5.50,5.36,5.50,5.35
5.40,5.73,5.73,5.40
6.00,5.50,6.00,5.49
5.59,5.41,5.63,5.41
5.42,5.30,5.42,5.30
5.44,5.28,5.44,5.17
5.29,5.65,5.78,5.29
5.12,5.30,5.31,5.12
5.33,5.35,5.42,5.26
5.28,5.21,5.71,5.21
5.21,5.21,5.21,5.21
5.65,5.30,5.73,5.25
5.35,5.35,5.35,5.35
5.37,5.43,5.52,5.26
5.30,5.26,5.32,5.26
5.26,5.39,5.76,5.25
5.39,5.39,5.39,5.39
5.79,5.79,5.79,5.77
5.26,5.70,5.73,5.18
5.50,5.45,5.58,5.28
5.75,6.00,6.00,5.70
5.97,5.97,5.97,5.97
5.97,5.97,5.97,5.97
5.97,5.97,5.97,5.97
6.00,6.00,6.06,5.96
6.00,6.07,6.08,6.00
5.96,5.86,5.96,5.86
5.61,5.75,5.75,5.55
5.55,5.83,5.87,5.55
5.75,5.53,5.75,5.50
5.55,5.55,5.55,5.55
5.73,5.55,5.86,5.51
5.51,5.89,5.89,5.51
5.85,5.85,5.85,5.62
5.59,5.66,5.66,5.59
5.58,5.94,5.95,5.58
5.95,6.00,6.00,5.95
5.91,5.90,5.91,5.90
5.61,5.67,5.90,5.61
5.69,6.00,6.00,5.69
6.00,6.00,6.00,6.00
5.67,5.68,5.81,5.67
5.70,5.67,5.70,5.67
5.51,5.70,5.70,5.51
5.70,5.70,5.70,5.70
5.76,6.00,6.00,5.76
6.04,5.94,6.25,5.75
5.78,5.72,5.78,5.71
5.64,5.87,6.21,5.64
5.87,5.87,5.87,5.87
5.79,5.78,5.79,5.78
6.24,6.25,6.25,6.22
6.50,6.03,7.64,5.98
6.02,6.02,6.02,6.02
6.02,6.02,6.02,6.02
5.95,5.95,6.00,5.95
5.96,5.96,5.96,5.96
6.00,5.95,6.00,5.95
5.95,5.95,5.95,5.95
5.95,6.00,6.11,5.95
5.96,5.90,5.96,5.90
6.06,6.00,6.06,6.00
6.33,6.25,6.50,6.23
6.26,5.92,6.26,5.92
6.25,5.87,6.25,5.87
6.25,5.94,6.25,5.94
6.01,6.01,6.03,6.01
6.01,6.00,6.10,6.00
6.00,5.90,6.00,5.80
5.93,5.87,5.93,5.87
5.89,5.80,5.89,5.74
5.82,5.70,5.82,5.70
5.66,5.88,5.88,5.60
5.75,5.65,5.75,5.60
5.77,5.65,5.77,5.65
5.70,5.65,5.70,5.60
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.75,5.65,5.75,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.78,5.80,5.91,5.78
5.80,5.82,5.87,5.80
5.82,5.82,5.82,5.82
5.88,5.87,5.88,5.82
5.76,5.78,5.78,5.76
5.78,5.78,5.78,5.78
5.83,5.77,5.83,5.77
5.74,5.74,5.74,5.74
5.71,5.87,5.87,5.70
5.95,6.00,6.00,5.94
5.73,5.72,5.75,5.72
5.72,5.72,5.72,5.72
5.99,6.00,6.00,5.99
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,5.82,6.00,5.81
6.00,6.00,6.00,6.00
5.93,5.93,5.93,5.93
5.93,5.93,5.93,5.93
6.00,6.00,6.00,6.00
5.99,6.00,6.00,5.99
6.00,6.10,6.10,6.00
6.15,6.10,6.24,6.10
6.10,6.18,6.25,6.10
6.14,6.25,6.30,6.14
6.28,6.36,6.36,6.28
6.25,6.50,6.50,6.25
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.48,5.95,6.48,5.85
6.47,6.38,6.47,6.38
6.40,6.26,6.40,6.26
6.30,6.75,6.75,6.30
6.72,6.07,6.72,6.07
6.07,6.49,6.59,6.07
6.49,6.49,6.49,6.49
6.73,6.55,6.74,6.55
6.56,6.84,7.00,6.56
6.75,6.75,6.75,6.75
6.64,6.64,6.64,6.64
6.50,6.21,6.50,6.21
6.30,6.43,6.70,6.30
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.48
6.56,6.45,6.56,6.45
6.56,6.44,6.56,6.40
6.60,6.39,6.60,6.27
6.56,6.06,6.56,6.06
6.22,6.23,6.23,6.22
6.30,6.30,6.30,6.25
6.56,6.35,6.56,6.20
6.56,6.56,6.56,6.56
6.56,6.46,6.56,6.44
6.56,6.36,6.56,6.36
6.31,6.33,6.51,6.31
6.33,6.60,6.60,6.33
6.56,6.50,6.70,6.33
6.56,6.51,6.70,6.45
6.56,6.71,6.71,6.56
6.73,6.75,6.77,6.73
6.75,6.75,6.75,6.75
6.75,6.75,6.97,6.75
6.65,6.21,6.65,6.10
6.41,6.38,6.41,6.20
6.69,6.47,6.82,6.41
6.41,6.56,6.66,6.41
6.42,6.18,6.46,6.18
6.41,6.19,6.41,6.19
6.41,6.15,6.41,6.00
6.16,6.14,6.41,6.05
6.27,6.39,6.39,6.10
6.26,6.19,6.41,6.19
6.41,6.28,6.41,6.20
6.33,6.36,6.41,6.33
6.36,6.49,6.50,6.30
6.44,6.50,6.50,6.40
6.55,6.66,6.68,6.51
6.61,6.50,6.77,6.50
6.50,6.50,6.50,6.50
6.74,6.74,6.74,6.74
6.63,6.69,6.74,6.63
6.72,6.52,6.74,6.51
6.55,6.60,6.60,6.55
6.60,6.60,6.60,6.60
6.51,6.49,6.51,6.41
6.55,6.81,6.81,6.55
6.82,6.80,6.82,6.74
6.83,6.83,6.83,6.83
6.84,6.66,6.84,6.66
6.76,6.75,6.80,6.75
6.82,6.82,6.82,6.82
6.82,6.82,6.82,6.82
6.76,6.75,6.76,6.75
6.70,6.70,6.70,6.70
6.81,6.82,6.82,6.81
6.90,6.86,6.90,6.86
6.97,6.79,6.97,6.71
6.79,6.79,6.79,6.79
6.75,6.54,6.75,6.47
6.47,6.39,6.48,6.39
6.31,6.31,6.31,6.31
6.46,6.09,6.46,6.02
6.46,6.19,6.46,6.19
6.03,6.02,6.03,6.01
6.16,6.00,6.16,6.00
6.18,4.74,6.18,4.74
4.78,4.40,5.17,4.10
4.77,5.04,6.04,4.77
4.93,4.96,5.03,4.92
5.03,5.19,5.19,5.00
5.19,5.48,5.49,5.19
5.50,5.35,5.50,5.35
5.24,5.50,5.50,5.19
5.49,5.55,5.55,5.20
5.55,5.73,5.73,5.55
5.69,5.35,5.69,5.07
5.37,5.30,5.37,5.30
5.35,5.30,5.35,5.30
5.35,5.35,5.35,5.31
5.31,5.34,5.34,5.01
5.35,5.35,5.35,5.35
5.41,5.52,5.74,5.13
5.52,5.52,5.52,5.52
5.50,6.00,6.48,5.47
5.96,5.82,6.02,5.44
5.86,5.37,5.86,5.13
5.99,5.62,5.99,5.62
5.69,6.01,6.14,5.67
5.84,6.30,6.30,5.84
6.20,5.88,6.20,5.82
5.88,5.88,5.88,5.88
5.88,5.88,5.88,5.88
5.88,5.88,5.88,5.88
6.00,6.20,6.20,6.00
6.03,5.64,6.03,5.50
5.56,5.93,5.93,5.56
5.88,5.90,6.00,5.85
5.50,5.61,5.70,5.50
5.61,5.61,5.61,5.61
5.54,5.54,5.54,5.54
5.54,5.54,5.54,5.54
5.57,5.46,5.57,5.45
5.50,5.26,5.50,5.25
5.25,5.25,5.25,5.25
5.26,4.95,5.26,4.90
4.90,4.90,4.90,4.90
4.91,4.79,4.92,4.79
4.92,4.89,4.93,4.89
4.14,4.78,4.92,4.14
4.68,4.65,4.71,4.65
4.65,4.65,4.65,4.65
4.70,4.68,4.75,4.67
4.68,4.68,4.68,4.68
4.66,4.63,4.68,4.63
4.95,5.13,5.14,4.95
5.13,5.13,5.13,5.13
4.31,5.12,5.12,4.31
5.12,5.19,5.23,5.12
5.45,5.45,5.45,5.45
5.04,5.14,5.14,5.04
5.14,5.14,5.14,5.14
5.20,5.21,5.22,5.20
5.03,5.03,5.03,5.03
5.24,4.77,5.24,4.61
4.83,5.20,5.31,4.83
4.88,4.90,4.95,4.85
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.93,5.14,5.20,4.90
5.14,5.14,5.14,5.14
5.14,5.14,5.14,5.14
5.14,5.14,5.14,5.14
5.05,5.14,5.14,5.05
5.49,5.49,5.49,5.49
5.45,5.45,5.45,5.45
5.45,5.45,5.45,5.45
4.97,5.01,5.05,4.90
5.00,4.76,5.06,4.76
4.90,4.75,4.90,4.75
4.75,4.77,4.77,4.62
4.77,4.77,4.77,4.77
4.77,4.77,4.77,4.77
4.77,4.77,4.77,4.77
4.96,4.57,5.50,4.57
4.87,4.96,4.96,4.87
4.96,4.96,4.96,4.96
4.96,4.96,4.96,4.96
4.54,4.58,4.74,4.50
4.56,4.51,4.56,4.51
4.51,4.51,4.51,4.51
4.55,4.50,4.80,4.50
4.73,4.68,4.73,4.40
4.73,4.80,4.80,4.73
4.80,4.80,4.80,4.80
4.50,4.50,4.51,4.50
4.50,4.50,4.50,4.50
4.40,4.40,4.53,4.33
4.59,4.30,4.59,4.30
4.39,4.40,4.40,4.31
4.40,4.50,4.50,4.30
4.67,4.56,4.67,4.45
4.55,4.41,4.60,4.30
4.61,4.54,4.69,4.51
4.57,4.50,4.57,4.44
4.32,4.32,4.32,4.32
4.32,4.55,4.55,4.32
4.42,4.57,4.57,4.40
4.43,4.59,4.60,4.43
4.50,4.46,4.59,4.30
4.51,4.50,4.51,4.50
4.54,4.49,4.59,4.42
4.55,4.69,4.79,4.55
4.69,4.69,4.69,4.69
4.69,4.69,4.69,4.69
4.59,4.60,4.60,4.59
4.60,4.60,4.60,4.60
4.60,4.60,4.60,4.60
4.50,4.60,4.60,4.50
4.64,4.64,4.64,4.64
4.64,4.64,4.64,4.64
4.64,4.64,4.64,4.64
4.68,4.70,4.80,4.68
4.70,4.70,4.70,4.70
4.75,4.75,4.75,4.75
4.85,5.00,5.00,4.85
5.30,5.32,5.32,5.27
5.32,5.32,5.32,5.32
5.18,5.00,5.20,4.71
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.25,5.25,5.25,5.23
5.25,5.25,5.25,5.25
5.30,5.45,5.45,5.30
5.00,5.44,5.44,5.00
5.31,5.31,5.31,5.31
5.43,5.30,5.45,5.30
5.50,5.50,5.50,5.50
5.32,5.00,5.32,5.00
5.30,5.30,5.30,5.30
5.14,5.15,5.15,5.12
5.15,5.15,5.15,5.15
5.14,5.25,5.25,5.10
5.25,5.25,5.25,5.25
5.10,5.00,5.10,5.00
5.24,5.18,5.25,5.18
5.18,5.00,5.25,4.98
4.82,4.82,4.82,4.82
4.82,4.82,4.82,4.82
4.82,5.25,5.25,4.67
5.23,5.37,5.37,4.68
5.37,5.37,5.37,5.37
5.28,5.30,5.30,5.10
5.33,5.40,5.41,5.10
5.37,5.17,5.37,5.15
5.28,5.28,5.28,5.28
5.28,5.28,5.28,5.28
5.08,5.02,5.08,5.02
5.02,5.02,5.02,5.02
5.02,5.02,5.02,5.02
5.02,5.02,5.02,5.02
5.10,5.45,5.45,5.10
5.45,5.45,5.45,5.45
5.13,5.15,5.15,5.11
5.15,5.15,5.15,5.15
5.12,5.15,5.33,5.07
5.10,5.07,5.30,5.07
5.07,5.07,5.07,5.07
5.07,5.07,5.07,5.07
5.16,5.20,5.20,5.16
5.09,5.08,5.24,5.07
5.07,5.10,5.10,5.07
5.06,5.06,5.06,5.06
5.00,5.12,5.14,4.82
5.12,5.12,5.12,5.12
5.00,5.13,5.13,5.00
5.11,5.13,5.15,5.00
5.00,5.02,5.03,4.89
5.13,5.13,5.13,5.13
5.24,5.25,5.25,5.22
5.25,5.25,5.25,5.25
5.10,5.24,5.24,5.10
5.09,5.00,5.13,5.00
5.00,5.00,5.00,5.00
4.96,5.25,5.25,4.82
5.18,5.18,5.18,5.17
5.18,5.18,5.18,5.18
5.18,5.18,5.18,5.18
5.24,5.25,5.25,5.24
5.19,5.25,5.25,5.00
5.27,5.27,5.27,5.27
5.00,5.40,5.40,5.00
5.40,5.35,5.40,5.25
5.39,5.35,5.39,5.25
5.23,5.45,5.45,5.21
5.26,5.23,5.26,5.23
5.24,5.25,5.25,5.24
5.30,5.49,5.50,5.30
5.47,5.22,5.47,5.22
5.20,5.40,5.40,5.20
5.39,5.39,5.39,5.39
5.40,5.00,5.40,5.00
5.00,5.17,5.20,5.00
5.00,4.88,5.00,4.78
4.76,4.76,4.76,4.76
4.76,4.66,4.76,4.66
4.64,5.11,5.11,4.64
5.05,5.04,5.05,5.04
4.99,4.99,4.99,4.99
4.99,4.99,4.99,4.99
4.99,4.99,4.99,4.99
5.00,5.00,5.00,5.00
5.02,5.02,5.02,5.02
5.02,5.02,5.02,5.02
5.02,5.02,5.02,5.02
5.02,5.02,5.02,5.02
5.02,5.02,5.02,5.02
5.02,5.02,5.02,5.02
5.02,5.02,5.02,5.02
5.01,5.01,5.01,5.01
5.02,5.01,5.12,4.92
5.11,4.75,5.20,4.75
4.77,4.77,4.77,4.77
4.91,4.91,4.91,4.91
5.40,4.86,5.40,4.86
4.79,4.79,4.79,4.79
4.79,4.79,4.79,4.79
4.79,4.79,4.79,4.79
5.08,5.20,5.21,5.08
5.11,5.11,5.11,5.11
5.11,5.11,5.11,5.11
5.11,5.11,5.11,5.11
5.08,5.15,5.15,4.81
5.13,5.13,5.13,5.13
5.15,4.90,5.15,4.90
4.90,5.15,5.15,4.90
5.14,4.90,5.14,4.90
5.10,5.10,5.10,5.10
4.90,5.15,5.15,4.90
5.08,5.08,5.08,5.08
4.93,5.15,5.15,4.93
4.92,4.92,4.94,4.92
5.25,5.16,5.25,4.95
5.13,5.13,5.13,5.13
5.13,5.13,5.13,5.13
5.13,4.93,5.13,4.93
4.96,4.89,4.96,4.80
4.87,4.80,5.00,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
5.00,4.97,5.00,4.96
4.87,5.00,5.00,4.87
4.97,5.00,5.00,4.95
4.97,5.01,5.02,4.97
5.00,4.93,5.08,4.85
5.00,5.00,5.00,5.00
4.85,4.97,4.97,4.82
4.85,4.85,4.85,4.85
4.82,4.82,4.82,4.82
4.82,4.82,4.82,4.82
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.71,5.00,4.40
4.80,4.80,4.80,4.80
4.95,4.95,4.95,4.94
4.42,4.75,4.75,4.40
4.93,4.94,4.95,4.84
5.00,5.24,5.25,5.00
5.25,5.18,5.25,4.57
5.14,5.00,5.20,5.00
5.00,5.00,5.00,5.00
5.00,5.05,5.10,5.00
5.05,5.05,5.05,5.05
5.10,5.10,5.10,5.10
5.04,5.01,5.04,5.01
4.98,4.98,4.98,4.98
5.07,5.07,5.07,5.07
5.07,5.07,5.07,5.07
5.10,5.08,5.10,4.80
5.03,5.08,5.08,4.90
5.08,5.08,5.08,5.08
5.04,5.03,5.04,4.82
5.01,5.19,5.20,4.90
5.05,5.10,5.10,5.05
5.10,5.19,5.19,5.10
5.03,4.95,5.03,4.95
5.20,5.20,5.20,5.10
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
5.20,5.30,5.30,5.20
5.12,5.10,5.12,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.35,5.35,5.10
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.34,5.20,5.35,5.20
5.40,5.51,5.51,5.38
5.70,5.20,5.70,5.20
5.43,5.35,5.43,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.35,5.35,5.35,5.35
5.50,5.68,5.68,5.50
5.70,5.75,5.90,5.70
5.56,5.50,5.63,5.47
5.55,5.60,5.61,5.55
5.61,5.61,5.64,5.61
5.90,5.98,6.00,5.90
5.93,5.95,5.96,5.61
5.61,5.61,5.61,5.61
5.79,5.36,5.79,5.11
5.50,5.50,5.50,5.50
5.45,5.55,5.97,5.45
5.53,5.53,5.53,5.53
5.53,5.53,5.53,5.53
5.53,5.53,5.53,5.53
5.53,5.53,5.53,5.53
5.50,5.47,5.50,5.46
5.50,5.50,5.50,5.50
5.47,5.25,5.50,5.10
5.33,5.33,5.33,5.33
5.32,5.32,5.32,5.32
5.32,5.32,5.32,5.32
5.32,5.32,5.32,5.32
5.32,5.32,5.32,5.32
5.32,5.32,5.32,5.32
5.32,5.32,5.32,5.32
5.15,5.50,5.55,5.10
5.42,5.38,5.42,5.38
5.38,5.38,5.38,5.38
5.24,5.19,5.24,5.19
5.11,5.96,5.96,5.11
5.85,5.62,5.86,5.62
5.62,5.62,5.62,5.62
5.89,5.89,5.89,5.89
5.94,5.70,6.00,5.31
5.56,5.56,5.56,5.56
5.30,5.30,5.30,5.30
5.30,5.30,5.30,5.30
5.31,5.30,5.58,5.30
5.65,5.28,5.65,5.10
5.17,5.43,5.43,5.17
5.43,5.43,5.43,5.43
5.43,5.43,5.43,5.43
5.43,5.43,5.43,5.43
5.43,5.43,5.43,5.43
5.37,5.37,5.37,5.37
5.47,5.30,5.47,5.20
5.37,5.17,5.41,5.16
5.30,5.38,5.40,5.28
5.23,5.23,5.23,5.23
5.23,5.23,5.23,5.23
5.23,5.23,5.23,5.23
5.57,5.55,5.75,5.55
5.60,5.55,5.60,5.54
5.49,5.46,5.49,5.46
5.47,5.47,5.47,5.47
5.50,5.50,5.50,5.50
5.52,5.52,5.52,5.52
5.53,5.85,5.85,5.53
5.78,5.87,5.87,5.77
5.87,5.87,5.87,5.87
5.63,5.61,5.81,5.61
5.64,5.85,5.85,5.64
5.85,5.85,5.85,5.85
5.85,5.85,5.85,5.85
5.74,5.74,5.74,5.74
5.90,5.87,5.90,5.60
5.90,5.85,5.90,5.60
5.81,5.90,5.90,5.81
5.85,6.15,6.15,5.85
6.15,5.99,6.15,5.99
5.94,6.05,6.15,5.94
5.80,5.80,5.80,5.80
5.82,6.12,6.12,5.82
5.82,6.20,6.25,5.82
6.25,6.69,6.69,6.20
6.69,6.66,6.69,6.35
6.66,7.00,7.00,6.65
7.00,7.00,7.04,6.40
7.00,7.25,7.25,7.00
7.49,7.49,7.49,7.25
7.45,7.45,7.65,7.37
7.29,7.25,7.29,7.25
7.03,7.08,7.21,7.03
7.09,7.08,7.09,7.08
7.08,7.11,7.11,7.08
7.24,7.24,7.24,7.22
7.05,7.05,7.07,6.73
6.93,6.88,6.94,6.88
6.86,6.86,6.86,6.86
6.84,6.80,6.90,6.77
7.02,7.00,7.02,7.00
6.98,7.00,7.00,6.98
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
6.85,7.05,7.25,6.83
6.96,6.96,6.96,6.96
7.00,7.00,7.00,6.99
7.05,7.04,7.05,7.04
7.02,7.01,7.02,6.85
7.00,7.39,7.49,7.00
7.39,7.39,7.39,7.39
7.32,7.25,7.32,7.25
7.25,7.25,7.25,7.21
7.25,7.25,7.25,7.25
7.50,7.50,7.50,7.50
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.45,7.45,7.45,7.45
7.50,7.05,7.50,7.05
7.16,7.23,7.23,7.16
6.92,6.95,7.49,6.92
6.99,6.99,7.00,6.60
7.00,6.51,7.00,6.51
6.50,6.15,6.50,6.13
6.35,6.45,6.45,6.35
6.40,6.16,6.40,6.16
6.20,6.10,6.30,6.00
6.18,6.25,6.25,6.18
6.35,6.65,6.73,6.35
6.51,6.70,6.70,6.51
6.63,6.50,6.63,6.47
6.36,6.36,6.36,6.36
6.28,6.26,6.30,6.26
6.26,6.26,6.26,6.26
6.23,6.25,6.44,6.20
6.25,6.21,6.25,6.20
6.17,6.17,6.19,6.17
6.20,6.46,6.48,6.20
6.46,6.46,6.46,6.46
6.42,6.48,6.84,6.42
6.30,6.27,6.30,6.26
6.27,6.38,6.39,6.27
6.42,6.42,6.42,6.42
6.40,6.30,6.40,6.30
6.40,6.31,6.44,6.30
6.31,6.30,6.35,6.30
6.30,6.40,6.40,6.30
6.42,6.32,6.42,6.31
6.34,6.45,6.45,6.34
6.55,6.55,6.55,6.55
6.55,6.55,6.55,6.55
6.32,6.30,6.33,6.30
6.26,6.30,6.32,6.26
6.31,6.30,6.31,6.30
6.33,6.33,6.33,6.32
6.35,6.31,6.35,6.30
6.31,6.31,6.31,6.31
6.31,6.58,6.80,6.31
6.60,6.60,6.60,6.60
6.65,6.60,6.65,6.50
6.63,6.63,6.63,6.63
6.54,6.54,6.54,6.40
6.51,6.15,6.51,6.15
6.38,6.38,6.38,6.38
6.35,6.43,6.43,6.30
6.33,6.19,6.33,6.18
6.36,6.35,6.36,6.35
6.30,6.30,6.30,6.30
6.30,6.30,6.30,6.30
6.30,6.30,6.30,6.30
6.28,6.30,6.30,6.28
6.30,6.47,6.47,6.30
6.47,6.47,6.47,6.47
6.70,6.73,6.73,6.69
