SBFG,SB Financial Group,NASDAQ
6.25,6.32,6.55,6.24
6.25,6.10,6.52,6.09
6.10,5.84,6.25,5.50
5.52,5.55,6.00,5.40
5.74,5.01,5.74,5.01
5.18,5.15,5.25,5.15
4.62,4.74,5.00,4.62
5.33,4.90,5.35,4.90
4.90,5.00,5.00,4.89
5.00,4.85,5.00,4.85
5.00,5.00,5.00,4.99
5.00,4.58,5.00,4.58
4.60,4.66,4.75,4.60
5.20,4.96,5.20,4.96
5.00,4.85,5.00,4.85
4.98,4.55,4.98,4.48
4.75,4.72,4.75,4.65
4.72,4.72,4.72,4.72
4.75,4.68,4.78,4.68
4.68,4.68,4.68,4.68
4.45,4.45,4.50,4.44
4.44,4.26,4.44,4.25
4.50,4.22,4.50,4.22
4.03,4.05,4.05,4.03
4.30,4.04,4.30,4.03
4.03,3.62,4.03,3.62
3.75,3.84,4.02,3.75
3.85,3.50,3.85,3.50
3.60,3.60,3.60,3.60
3.85,3.70,3.97,3.70
3.60,3.60,3.75,3.55
3.61,3.70,3.95,3.53
3.98,4.28,4.33,3.98
4.30,4.00,4.30,4.00
4.00,4.00,4.00,4.00
4.00,3.96,4.00,3.76
3.98,4.43,4.43,3.98
4.45,4.38,4.45,4.38
4.35,4.35,4.35,4.35
4.35,4.35,4.35,4.35
4.42,4.42,4.42,4.42
4.42,4.00,4.42,4.00
4.00,3.87,4.00,3.80
3.95,3.95,3.95,3.95
3.93,3.50,3.93,3.50
3.50,3.55,3.65,3.50
3.55,3.33,3.55,3.30
3.33,3.33,3.33,3.33
3.50,3.50,4.25,3.43
3.60,3.60,3.69,3.60
4.03,3.68,4.03,3.60
3.68,3.68,3.68,3.68
4.10,3.75,4.10,3.58
3.57,3.40,3.57,3.40
3.40,3.46,3.46,3.40
3.75,3.75,3.75,3.73
3.85,3.65,3.85,3.65
3.65,3.75,3.75,3.65
3.66,3.75,3.82,3.66
3.70,3.70,3.70,3.70
4.00,3.71,4.00,3.71
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.75,3.70,3.77,3.70
3.75,3.79,3.79,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
4.00,3.62,4.00,3.52
3.66,3.50,4.00,3.49
3.55,3.48,3.60,3.42
3.40,3.25,3.40,3.22
3.20,3.20,3.20,3.20
3.44,3.44,3.44,3.44
3.35,3.25,3.35,3.25
3.25,3.25,3.25,3.25
3.30,3.45,3.50,3.30
3.33,3.40,3.40,3.33
3.32,3.40,3.46,3.21
3.30,3.30,3.30,3.30
3.35,3.40,3.40,3.31
3.32,3.35,3.35,3.31
3.35,3.50,3.50,3.31
3.50,3.50,3.50,3.50
3.30,3.44,3.44,3.30
3.50,3.20,3.50,3.20
3.13,2.84,3.23,2.84
2.84,3.10,3.40,2.84
3.25,3.18,3.28,3.18
3.15,3.18,3.18,3.15
2.97,3.08,3.14,2.97
2.92,2.94,3.15,2.90
3.15,2.92,3.15,2.92
2.92,2.78,3.15,2.78
2.89,2.95,3.00,2.89
2.80,2.80,2.80,2.75
2.77,2.80,2.80,2.77
2.77,2.98,3.12,2.59
2.76,2.81,3.00,2.74
2.75,2.74,2.91,2.74
2.90,2.75,2.90,2.72
2.72,3.00,3.00,2.72
2.86,2.98,3.00,2.86
2.98,2.90,3.00,2.72
2.90,2.90,2.90,2.90
2.90,3.04,3.04,2.75
3.04,2.91,3.09,2.90
2.91,2.91,2.91,2.91
2.90,2.90,2.97,2.90
2.90,2.90,2.90,2.90
3.05,2.95,3.05,2.90
2.98,2.85,3.00,2.85
2.85,2.85,2.85,2.85
2.80,2.75,2.90,2.46
2.75,2.75,2.80,2.52
2.77,2.80,2.80,2.52
2.71,2.65,2.71,2.62
2.65,2.80,2.80,2.57
2.60,2.71,2.79,2.60
2.54,2.60,2.60,2.52
2.55,2.45,2.55,2.33
2.40,2.74,2.80,2.40
2.70,2.51,2.74,2.34
2.41,2.50,2.50,2.34
2.50,2.80,2.80,2.50
2.90,3.37,3.74,2.89
4.00,3.96,4.10,3.27
3.99,3.83,4.00,3.55
3.99,3.45,3.99,3.40
3.45,3.45,3.45,3.45
3.87,3.70,3.87,3.70
3.89,3.80,4.00,3.75
4.00,3.95,4.00,3.75
3.76,3.85,3.85,3.75
3.77,3.75,3.99,3.75
3.51,3.65,3.83,3.36
3.54,3.58,3.66,3.54
3.60,3.60,3.69,3.54
3.60,3.73,3.73,3.50
3.60,3.63,3.63,3.60
3.62,3.64,3.64,3.62
3.66,3.73,3.75,3.66
3.65,3.70,3.70,3.50
3.70,3.72,3.72,3.65
3.59,3.75,3.75,3.59
3.80,3.75,3.80,3.75
3.73,3.73,3.73,3.73
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.78,3.88,3.88,3.68
3.76,3.75,3.76,3.74
3.89,3.79,3.94,3.75
3.79,3.91,3.91,3.75
3.85,3.97,4.00,3.85
3.97,3.97,3.97,3.97
3.91,3.90,3.92,3.89
3.85,3.85,3.89,3.85
3.88,3.86,3.90,3.85
3.86,3.88,3.88,3.85
3.90,3.90,3.90,3.90
3.90,4.00,4.00,3.86
4.00,3.91,4.00,3.85
3.95,3.93,3.95,3.89
3.95,4.00,4.00,3.95
4.00,4.00,4.00,4.00
4.05,4.05,4.05,4.05
4.09,4.36,4.36,4.09
4.50,4.43,4.50,4.40
4.41,4.28,4.41,4.28
4.64,4.53,4.74,4.53
4.60,4.30,4.60,4.28
4.27,4.18,4.27,4.18
4.25,3.71,4.25,3.63
3.72,3.65,3.76,3.18
3.65,3.80,3.88,3.65
3.41,3.43,3.79,3.38
3.43,3.43,3.43,3.43
3.76,3.66,3.76,3.66
3.48,3.48,3.48,3.48
3.74,3.69,3.74,3.64
3.86,3.75,3.86,3.65
3.72,3.75,3.75,3.72
3.78,3.75,3.78,3.75
3.76,3.76,3.90,3.76
3.76,3.76,3.76,3.76
3.82,3.87,3.87,3.82
3.80,3.72,3.80,3.67
3.70,3.80,3.80,3.66
3.71,3.50,3.72,3.35
3.50,3.50,3.50,3.50
3.25,3.29,3.30,3.23
3.29,3.30,3.41,3.29
3.25,3.48,3.50,3.25
3.48,3.30,3.48,3.25
3.25,3.27,3.27,3.25
3.48,3.44,3.49,3.44
3.49,3.49,3.49,3.49
3.18,3.30,3.40,3.18
3.41,3.41,3.41,3.40
3.38,3.50,3.50,3.35
3.49,3.49,3.51,3.49
3.38,3.40,3.40,3.35
3.38,3.38,3.41,3.35
3.35,3.35,3.35,3.30
3.30,3.03,3.30,3.00
3.03,3.03,3.03,3.03
3.12,3.11,3.12,3.11
3.04,3.08,3.08,3.03
3.08,3.05,3.08,3.05
3.01,2.81,3.02,2.71
2.95,3.00,3.00,2.93
2.98,3.09,3.10,2.97
3.00,3.00,3.00,2.86
3.00,3.00,3.00,3.00
3.03,3.05,3.14,3.03
3.14,3.03,3.14,3.00
3.01,3.02,3.02,3.00
3.02,3.00,3.02,3.00
3.10,3.11,3.15,3.05
3.11,3.16,3.16,3.11
3.16,3.16,3.16,3.16
3.05,2.93,3.06,2.88
2.88,2.89,3.00,2.87
2.82,2.90,3.00,2.82
2.90,2.90,2.90,2.90
2.92,2.98,3.05,2.92
3.01,3.02,3.02,3.01
2.76,3.03,3.08,2.75
3.03,3.03,3.03,3.03
3.07,3.07,3.07,3.07
3.00,2.78,3.00,2.76
2.90,2.80,2.98,2.78
2.97,2.83,2.99,2.80
2.83,2.83,2.83,2.83
2.97,3.10,3.25,2.97
3.24,3.25,3.25,3.15
3.50,3.32,3.50,3.32
3.50,3.56,3.60,3.50
3.23,3.20,3.32,3.12
3.23,3.20,3.23,3.20
3.78,3.25,3.78,3.25
3.20,3.22,3.22,3.12
3.11,3.20,3.20,3.11
3.18,3.24,3.29,3.18
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.19,3.19,3.19,3.19
3.17,3.21,3.25,3.17
3.25,3.30,3.35,3.25
3.30,3.30,3.30,3.30
3.78,3.25,3.78,3.25
3.27,3.26,3.45,3.26
3.50,3.45,3.51,3.45
3.35,3.20,3.35,3.20
3.22,3.20,3.24,3.08
3.20,3.20,3.20,3.20
3.77,3.42,3.78,3.35
3.27,3.25,3.27,3.12
3.27,3.27,3.27,3.27
3.28,3.25,3.28,3.08
3.17,3.16,3.17,3.16
3.23,3.19,3.23,3.10
3.10,3.12,3.16,3.08
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.11,3.11,3.11,3.11
3.20,3.10,3.20,3.10
3.10,3.05,3.16,3.05
3.05,3.05,3.05,3.05
3.05,3.10,3.10,3.05
3.04,3.10,3.10,3.03
3.10,3.01,3.10,3.00
3.00,3.02,3.02,3.00
3.00,3.09,3.10,3.00
3.06,3.20,3.20,3.06
3.21,3.08,3.21,3.08
3.09,3.00,3.09,3.00
3.00,3.00,3.00,3.00
3.01,3.05,3.10,3.00
3.04,2.89,3.05,2.80
2.89,2.91,2.94,2.89
2.85,2.75,2.85,2.75
2.76,2.99,2.99,2.76
2.75,2.75,2.75,2.75
2.97,2.98,3.05,2.90
2.76,2.76,2.89,2.41
2.86,2.63,2.86,2.63
2.79,2.79,2.79,2.79
2.66,2.73,2.76,2.55
2.77,2.79,2.79,2.70
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.69,2.68,2.73,2.68
2.76,2.76,2.76,2.76
2.77,2.58,2.77,2.58
2.65,2.60,2.76,2.60
2.86,2.78,2.86,2.72
2.80,2.94,3.05,2.80
3.00,3.10,3.15,3.00
3.05,3.07,3.09,2.94
3.00,3.09,3.09,2.80
2.80,2.83,2.83,2.80
2.84,3.02,3.07,2.84
2.84,2.93,2.93,2.60
2.64,2.65,2.65,2.64
2.72,2.67,2.73,2.36
2.51,2.72,2.72,2.51
2.72,2.72,2.72,2.72
2.72,2.72,2.72,2.72
2.72,2.56,2.72,2.56
2.69,2.91,2.91,2.69
2.87,2.87,2.88,2.71
2.84,2.69,2.84,2.65
2.75,2.60,2.75,2.55
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.60,2.61,2.89,2.60
2.61,2.61,2.61,2.61
2.70,2.70,2.70,2.70
2.65,2.54,2.65,2.54
2.54,2.54,2.54,2.54
2.70,2.70,2.70,2.65
2.70,2.70,2.70,2.70
2.70,2.65,2.73,2.65
2.65,2.65,2.65,2.65
2.73,2.64,2.73,2.64
2.70,2.70,2.70,2.70
2.70,2.70,2.70,2.70
2.63,2.62,2.63,2.62
2.62,2.62,2.62,2.62
2.60,2.60,2.60,2.60
2.73,2.72,2.73,2.72
2.73,2.73,2.73,2.73
2.73,2.73,2.73,2.73
2.73,2.73,2.73,2.73
2.65,2.73,2.73,2.64
2.50,2.55,2.70,2.50
2.55,2.55,2.55,2.55
2.65,2.70,2.70,2.50
2.65,2.70,2.73,2.59
2.59,2.59,2.59,2.59
2.59,2.59,2.59,2.59
2.70,2.70,2.70,2.70
2.67,2.64,2.70,2.64
2.64,2.64,2.64,2.64
2.65,2.54,2.66,2.54
2.55,2.56,2.70,2.55
2.63,2.62,2.63,2.62
2.69,2.73,2.73,2.69
2.59,2.60,2.60,2.54
2.60,2.70,2.70,2.60
2.70,2.73,2.73,2.67
2.69,2.69,2.69,2.69
2.73,2.73,2.73,2.73
2.72,2.75,2.79,2.72
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.74,2.75,2.75,2.74
2.75,2.76,2.77,2.75
3.01,2.70,3.01,2.54
2.97,2.85,2.97,2.84
3.08,2.75,3.08,2.66
3.08,3.07,3.08,3.07
3.09,3.10,3.10,3.01
3.00,3.01,3.02,3.00
3.09,3.03,3.09,3.00
3.00,2.95,3.00,2.95
2.95,2.95,2.95,2.95
2.90,3.23,3.23,2.90
3.05,3.24,3.24,3.03
3.02,3.01,3.02,3.01
3.00,3.00,3.03,3.00
3.03,3.25,3.25,3.01
3.24,3.06,3.24,3.06
3.23,3.12,3.23,3.05
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
2.96,2.96,2.96,2.96
2.96,2.96,2.96,2.96
3.00,2.97,3.05,2.97
2.99,2.99,2.99,2.99
3.20,3.00,3.20,2.95
3.05,2.99,3.05,2.99
3.02,3.13,3.18,3.00
3.11,3.00,3.11,2.75
3.10,2.85,3.11,2.84
2.90,2.61,2.90,2.60
2.70,2.70,2.81,2.69
2.70,2.70,2.70,2.70
2.85,2.85,2.85,2.85
2.95,3.05,3.05,2.70
2.99,2.99,2.99,2.99
3.06,3.01,3.06,2.97
3.00,3.15,3.26,3.00
3.15,3.18,3.20,3.15
3.15,3.15,3.15,3.15
3.05,3.00,3.15,3.00
2.98,2.90,2.98,2.90
2.90,2.90,2.90,2.90
2.92,3.00,3.01,2.92
2.95,2.90,2.95,2.90
2.90,2.87,2.95,2.87
2.75,2.75,2.76,2.70
2.70,2.65,2.70,2.64
2.84,2.63,2.84,2.35
2.77,2.65,2.77,2.60
2.70,2.70,2.70,2.70
2.78,2.77,2.85,2.77
2.79,2.81,2.85,2.79
2.85,2.83,2.85,2.77
2.85,3.00,3.00,2.85
3.00,3.00,3.00,3.00
3.02,3.02,3.02,3.02
3.02,3.02,3.02,3.02
2.97,2.91,3.03,2.90
2.89,2.89,2.90,2.89
2.89,2.89,2.89,2.89
3.01,3.03,3.03,3.00
3.03,3.03,3.03,3.03
3.03,3.03,3.03,3.03
3.03,3.03,3.03,3.03
3.05,3.02,3.05,3.02
3.01,3.00,3.01,2.99
3.01,2.95,3.01,2.95
3.14,3.15,3.15,3.10
3.10,2.97,3.10,2.95
3.20,3.32,3.51,3.20
3.51,3.53,3.53,3.51
3.60,3.62,3.62,3.60
3.63,3.60,3.63,3.39
3.60,3.39,3.62,3.39
3.43,3.39,3.43,3.39
3.42,3.48,3.48,3.39
3.53,3.60,3.61,3.53
3.61,3.60,3.61,3.60
3.60,3.45,3.77,3.45
3.45,3.47,3.51,3.38
3.55,3.55,3.55,3.55
3.55,3.55,3.60,3.55
3.54,3.54,3.54,3.54
3.53,3.53,3.53,3.53
3.57,3.55,3.60,3.55
3.55,3.55,3.55,3.55
3.61,3.61,3.67,3.61
3.65,3.75,3.90,3.65
3.98,3.83,3.99,3.75
3.85,3.85,3.85,3.85
3.95,3.95,3.95,3.95
3.94,3.95,3.95,3.80
3.77,3.88,3.88,3.77
3.90,3.98,3.98,3.88
3.98,3.98,3.98,3.98
3.98,3.98,3.98,3.98
3.96,3.90,3.96,3.89
3.86,3.85,3.86,3.85
3.93,3.93,3.93,3.93
3.88,4.00,4.00,3.88
3.96,3.99,4.00,3.96
3.88,3.88,3.88,3.88
3.71,3.81,3.82,3.70
3.81,3.81,3.81,3.81
3.90,3.90,3.90,3.90
3.81,3.80,3.81,3.80
3.89,3.90,3.90,3.89
3.90,3.90,3.90,3.88
3.90,3.90,3.90,3.90
3.95,3.95,3.95,3.95
3.95,3.90,3.95,3.90
3.90,3.91,4.00,3.90
3.92,3.93,3.99,3.92
3.92,3.92,3.92,3.92
3.91,3.90,3.91,3.90
3.87,3.83,3.87,3.81
3.85,3.85,3.85,3.85
3.80,3.80,3.80,3.80
3.81,3.85,4.00,3.81
3.87,3.87,3.87,3.87
3.98,3.99,4.00,3.98
3.99,3.99,3.99,3.99
3.94,3.94,3.94,3.94
4.00,4.00,4.00,4.00
3.93,3.83,3.93,3.83
3.95,3.95,3.95,3.95
4.00,4.56,5.00,3.99
4.49,4.46,4.53,4.28
4.49,4.62,4.62,4.49
4.67,4.80,4.85,4.67
4.80,4.85,4.85,4.70
4.87,5.39,5.44,4.87
5.67,5.90,5.90,5.35
5.82,5.52,5.82,5.48
5.79,5.79,5.80,5.60
5.80,5.63,6.00,5.56
5.80,5.81,5.81,5.75
5.80,5.80,5.80,5.69
5.66,5.63,5.75,5.63
5.66,5.80,5.80,5.65
5.89,5.83,5.90,5.83
6.00,6.00,6.00,5.75
5.99,5.82,5.99,5.61
5.77,5.78,5.85,5.75
5.80,5.78,5.80,5.50
5.80,5.80,5.80,5.78
5.80,5.95,5.99,5.70
5.94,5.95,5.95,5.70
5.97,5.95,6.00,5.93
6.06,5.91,6.06,5.91
5.86,5.99,5.99,5.85
5.98,5.83,5.98,5.80
5.72,5.70,5.83,5.70
5.65,5.75,5.75,5.61
5.70,5.84,5.84,5.68
5.85,5.81,5.85,5.74
5.82,5.91,6.00,5.82
5.91,5.91,5.91,5.91
6.00,6.00,6.00,6.00
6.00,5.80,6.00,5.80
5.90,5.72,5.90,5.72
5.70,5.52,5.71,5.50
5.61,6.00,6.00,5.55
5.98,5.65,5.98,5.65
5.95,5.70,5.98,5.70
5.75,5.76,6.00,5.75
5.88,5.83,5.90,5.75
5.77,6.98,7.00,5.61
6.56,6.98,6.98,6.34
7.00,6.95,7.00,6.55
6.95,7.21,7.22,6.66
7.13,7.00,7.13,6.90
7.02,6.99,7.14,6.77
6.96,6.82,6.99,6.79
6.83,7.25,7.25,6.83
7.25,7.25,7.25,7.20
7.25,7.01,7.87,6.76
7.04,7.88,8.02,7.04
7.75,7.20,7.75,6.92
7.30,7.23,7.50,7.14
7.25,7.36,7.36,7.23
7.70,7.60,7.70,7.16
7.60,7.60,7.60,7.55
7.73,7.50,7.73,7.47
7.50,7.47,7.75,7.45
7.57,7.70,7.70,6.17
7.75,7.42,7.78,7.20
7.42,7.25,7.48,6.98
7.00,6.98,7.35,6.98
7.00,7.35,7.35,7.00
7.25,7.20,7.25,7.15
6.98,7.23,7.24,6.98
7.35,7.34,7.35,7.31
7.33,7.10,7.35,7.10
7.08,7.12,7.50,6.98
7.10,7.16,7.16,6.75
7.17,7.04,7.22,6.62
7.17,7.14,7.17,7.00
7.23,7.00,7.23,7.00
7.04,7.05,7.10,7.00
7.23,7.05,7.23,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.05,7.05,7.05,7.05
7.00,7.14,7.14,7.00
6.96,7.21,7.21,6.95
7.12,7.04,7.12,6.95
6.95,7.01,7.01,6.31
7.01,7.01,7.01,7.01
6.56,7.07,7.16,6.56
7.13,7.12,7.13,7.00
7.07,7.15,7.15,7.05
7.14,7.14,7.14,6.85
7.10,7.09,7.10,7.09
7.07,7.31,7.70,7.01
7.31,7.31,7.31,7.31
7.40,7.19,7.40,6.95
7.15,7.47,7.47,7.15
7.30,7.35,7.48,7.10
7.30,6.53,7.30,6.53
6.82,6.70,6.82,6.60
6.94,6.74,6.94,6.74
6.74,6.74,6.74,6.74
6.90,7.02,7.10,6.77
7.01,6.91,7.20,6.74
7.17,7.00,7.29,6.96
7.10,7.09,7.10,7.09
7.10,6.82,7.10,6.77
6.96,7.25,7.25,6.75
7.25,7.00,7.25,6.80
6.87,6.87,6.87,6.87
6.92,6.88,6.92,6.88
6.82,6.97,7.02,6.62
6.90,6.99,7.25,6.87
6.99,6.99,6.99,6.99
6.82,6.82,6.82,6.82
7.10,7.10,7.10,6.85
6.98,6.67,7.00,6.63
6.77,6.80,6.80,6.75
6.76,6.85,6.85,6.51
6.82,6.81,6.91,6.55
6.71,6.85,6.85,6.55
6.81,6.83,6.83,6.81
6.85,6.85,6.85,6.85
6.79,6.84,6.84,6.64
6.85,6.60,6.87,6.60
6.92,6.65,6.92,6.50
6.58,6.70,6.72,6.50
6.72,6.56,6.72,6.56
6.61,6.70,6.80,6.61
6.70,6.68,6.70,6.20
6.68,6.68,6.68,6.68
6.38,6.52,6.57,6.35
6.39,7.25,7.25,6.39
7.25,6.75,7.25,6.51
7.24,7.02,7.24,7.02
7.19,7.20,7.20,7.10
7.20,7.20,7.21,6.70
7.15,7.15,7.20,6.53
7.14,7.22,7.25,7.14
7.25,7.17,7.25,7.04
7.17,7.16,7.17,7.00
7.15,7.17,7.17,7.15
7.24,6.80,7.24,6.70
6.91,6.98,7.02,6.87
6.91,7.05,7.20,6.91
6.96,7.01,7.10,6.80
7.01,7.01,7.01,7.01
7.01,7.00,7.01,6.77
7.00,7.00,7.00,7.00
6.96,6.80,6.96,6.80
6.90,6.77,6.90,6.77
6.85,6.94,6.95,6.85
6.86,6.85,6.93,6.85
6.79,6.77,6.79,6.77
6.77,6.77,6.96,6.77
6.60,6.71,6.80,6.60
7.00,6.75,7.00,6.62
6.62,6.61,6.69,6.61
6.66,6.60,6.66,6.60
6.77,6.61,6.77,6.61
6.61,6.75,6.80,6.60
6.70,6.67,6.77,6.60
6.70,6.82,6.95,6.70
6.82,6.82,6.82,6.82
6.84,6.64,6.84,6.59
6.64,6.61,6.76,6.61
6.46,6.62,6.74,6.46
6.71,6.58,6.72,6.58
6.48,6.53,6.57,6.47
6.50,6.52,6.52,6.43
6.69,6.77,6.78,6.67
6.77,6.76,6.96,6.76
6.92,6.92,6.92,6.92
6.97,6.91,6.97,6.66
6.97,6.68,7.05,6.47
6.70,6.70,6.70,6.70
6.95,6.51,6.95,6.50
6.62,6.82,6.99,6.62
6.75,6.77,6.90,6.75
6.77,6.77,6.77,6.77
6.84,6.84,6.84,6.70
6.95,6.98,6.99,6.93
6.80,7.02,7.02,6.80
7.02,7.02,7.02,7.02
7.04,6.56,7.11,6.49
7.05,6.97,7.05,6.79
6.85,6.85,6.88,6.80
6.89,6.99,6.99,6.81
6.75,6.79,6.90,6.75
6.89,6.89,6.89,6.89
6.90,7.43,7.46,6.89
7.15,7.15,7.30,7.11
7.30,7.49,7.50,7.30
7.50,7.40,7.61,7.40
7.62,7.75,7.75,7.62
7.83,7.50,7.83,7.50
7.64,7.59,7.64,7.55
7.60,7.70,7.77,7.60
7.79,7.51,7.79,7.51
7.50,7.60,7.60,7.50
7.56,7.50,7.60,7.50
7.57,7.57,7.57,7.54
7.57,7.58,7.58,7.51
7.61,7.60,7.61,7.60
7.60,7.56,7.74,7.53
7.60,7.60,7.60,7.55
7.82,7.74,7.83,7.70
7.82,7.98,8.03,7.82
7.88,8.10,8.18,7.88
8.04,8.09,8.23,8.02
8.09,8.02,8.20,8.00
8.02,8.06,8.09,7.77
8.01,7.80,8.01,7.78
7.82,7.95,8.03,7.82
8.00,8.00,8.00,8.00
8.00,8.03,8.20,8.00
8.18,8.50,8.50,8.18
8.50,9.14,9.14,8.50
9.10,9.10,9.16,9.10
9.10,9.12,9.25,8.96
9.17,9.08,9.17,8.77
9.08,9.08,9.08,9.08
9.55,9.20,9.55,9.20
9.46,9.49,9.49,9.46
9.45,8.83,9.50,8.80
8.98,9.03,9.03,8.83
9.01,9.17,9.35,9.01
9.16,9.12,9.16,9.12
9.23,8.89,9.35,8.80
9.11,9.07,9.25,9.01
9.01,8.84,9.25,8.54
9.22,8.95,9.22,8.75
8.61,8.98,8.98,8.61
9.15,9.14,9.15,9.14
9.17,9.10,9.17,9.10
9.10,8.90,9.10,8.86
8.70,8.54,8.98,8.54
8.54,8.44,8.54,8.40
8.25,8.25,8.25,8.25
8.25,7.93,8.50,7.88
7.93,7.93,7.93,7.93
7.99,8.25,8.50,7.99
8.03,8.30,8.45,8.03
8.50,8.46,8.50,8.35
8.41,8.12,8.42,8.10
8.40,8.24,8.40,8.22
8.30,8.28,8.30,8.26
8.26,8.41,8.42,8.18
8.35,8.35,8.35,8.35
8.44,8.20,8.44,8.20
8.29,8.43,8.43,8.28
8.43,8.34,8.43,8.33
8.34,8.28,8.40,8.28
8.43,8.43,8.60,8.35
8.70,8.62,8.70,8.51
8.50,8.50,8.50,8.50
8.55,8.55,8.55,8.50
8.50,8.60,8.75,8.50
8.70,8.69,8.70,8.52
8.52,8.60,8.60,8.50
8.50,8.85,8.85,8.50
8.82,8.50,8.85,8.50
8.37,8.35,8.42,8.34
8.11,8.33,8.44,7.60
8.27,8.81,8.98,7.73
8.95,8.82,8.95,8.79
8.28,8.89,8.89,8.28
8.25,8.23,8.89,8.07
8.15,8.45,8.49,8.15
8.39,8.45,8.45,8.21
8.45,8.25,8.45,8.22
8.18,8.27,8.76,8.18
8.31,8.33,8.55,8.28
8.71,8.50,8.71,8.50
8.50,8.50,8.50,8.50
8.48,8.21,8.48,8.21
8.68,8.63,8.68,8.63
8.48,8.60,8.67,8.33
8.32,8.32,8.32,8.32
8.50,8.34,8.50,8.32
8.12,8.12,8.12,8.12
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.16,8.00,8.49,8.00
8.06,8.06,8.06,8.06
8.10,8.10,8.10,8.10
8.10,8.05,8.50,8.05
8.25,8.39,8.39,8.25
8.05,8.10,8.10,8.03
8.14,8.44,8.46,8.02
8.42,8.42,8.42,8.42
8.45,8.41,8.45,8.05
8.05,8.18,8.38,8.05
8.34,8.07,8.34,8.07
8.38,8.05,8.38,8.05
