MOC,Command Security Corporation Common Stock,NASDAQ
1.66,1.63,1.69,1.61
1.65,1.66,1.68,1.63
1.64,1.69,1.70,1.63
1.67,1.68,1.69,1.64
1.66,1.75,1.75,1.65
1.74,1.79,1.81,1.70
1.81,1.90,1.91,1.71
1.89,2.01,2.04,1.81
1.90,1.97,1.99,1.90
1.97,1.95,2.04,1.94
1.95,1.93,1.98,1.93
1.93,1.94,1.95,1.93
1.92,1.92,1.92,1.69
1.93,1.95,1.95,1.91
1.90,1.85,1.90,1.80
1.85,1.85,1.85,1.85
1.80,1.90,1.90,1.80
1.89,1.84,1.90,1.75
1.85,1.85,1.90,1.72
1.85,1.85,1.85,1.85
1.86,1.91,1.94,1.86
1.87,1.87,1.87,1.87
1.85,1.82,1.85,1.82
1.82,1.73,1.82,1.73
1.74,1.75,1.80,1.74
1.80,1.80,1.85,1.80
1.84,1.84,1.84,1.84
1.84,1.84,1.84,1.84
1.60,1.79,1.84,1.60
1.76,1.80,1.81,1.76
1.82,1.82,1.82,1.75
1.75,1.74,1.75,1.70
1.76,1.70,1.81,1.70
1.70,1.71,1.74,1.70
1.70,1.75,1.75,1.70
1.75,1.80,1.80,1.74
1.76,1.81,1.81,1.76
1.81,1.81,1.81,1.81
1.76,1.79,1.79,1.76
1.79,1.78,1.79,1.78
1.76,1.76,1.76,1.72
1.73,1.73,1.73,1.73
1.72,1.72,1.72,1.72
1.72,1.72,1.72,1.72
1.77,1.70,1.79,1.69
1.71,1.70,1.71,1.70
1.67,1.70,1.72,1.67
1.70,1.72,1.75,1.70
1.72,1.65,1.72,1.57
1.68,1.55,1.69,1.55
1.50,1.60,1.65,1.45
1.62,1.61,1.62,1.59
1.63,1.60,1.65,1.60
1.62,1.67,1.74,1.62
1.69,1.60,1.69,1.60
1.60,1.60,1.60,1.60
1.65,1.69,1.70,1.65
1.69,1.69,1.69,1.69
1.68,1.63,1.68,1.63
1.65,1.69,1.69,1.64
1.64,1.64,1.64,1.64
1.64,1.60,1.64,1.60
1.68,1.60,1.68,1.53
1.60,1.60,1.60,1.60
1.61,1.61,1.64,1.58
1.59,1.59,1.59,1.56
1.59,1.53,1.62,1.53
1.56,1.65,1.65,1.54
1.66,1.55,1.66,1.55
1.65,1.67,1.68,1.65
1.67,1.67,1.67,1.67
1.64,1.53,1.64,1.53
1.54,1.55,1.60,1.54
1.55,1.50,1.58,1.46
1.50,1.56,1.57,1.47
1.53,1.53,1.53,1.53
1.53,1.48,1.54,1.47
1.48,1.47,1.48,1.46
1.47,1.48,1.48,1.46
1.48,1.46,1.49,1.46
1.48,1.50,1.50,1.45
1.50,1.53,1.56,1.50
1.58,1.60,1.60,1.54
1.60,1.60,1.60,1.60
1.60,1.57,1.60,1.57
1.50,1.55,1.55,1.41
1.55,1.57,1.59,1.55
1.56,1.53,1.56,1.53
1.52,1.55,1.58,1.49
1.58,1.69,1.69,1.57
1.68,1.66,1.69,1.66
1.68,1.68,1.68,1.66
1.65,1.70,1.70,1.65
1.70,1.65,1.70,1.65
1.69,1.64,1.69,1.63
1.63,1.69,1.69,1.63
1.66,1.70,1.70,1.64
1.72,1.72,1.72,1.71
1.74,1.77,1.77,1.73
1.79,1.74,1.80,1.74
1.75,1.80,1.80,1.75
1.77,1.74,1.80,1.74
1.73,1.65,1.75,1.65
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.68,1.69,1.71,1.68
1.68,1.71,1.71,1.65
1.69,1.69,1.69,1.69
1.72,1.51,1.75,1.49
1.58,1.55,1.58,1.54
1.52,1.52,1.52,1.52
1.52,1.52,1.52,1.52
1.50,1.47,1.53,1.47
1.49,1.49,1.50,1.48
1.45,1.53,1.55,1.45
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.48,1.50,1.54,1.48
1.51,1.54,1.54,1.48
1.53,1.51,1.53,1.51
1.48,1.52,1.52,1.48
1.32,1.39,1.40,1.30
1.40,1.40,1.40,1.40
1.40,1.46,1.47,1.40
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.40,1.37,1.40,1.37
1.38,1.48,1.52,1.38
1.53,1.55,1.61,1.52
1.57,1.57,1.79,1.56
1.55,1.55,1.55,1.55
1.53,1.47,1.53,1.47
1.47,1.47,1.47,1.47
1.50,1.47,1.50,1.47
1.47,1.47,1.47,1.47
1.50,1.49,1.50,1.49
1.45,1.42,1.48,1.42
1.45,1.47,1.47,1.45
1.49,1.45,1.49,1.45
1.50,1.59,1.78,1.49
1.58,1.57,1.60,1.55
1.54,1.58,1.61,1.54
1.58,1.61,1.64,1.58
1.61,1.61,1.61,1.61
1.56,1.56,1.56,1.53
1.52,1.54,1.54,1.52
1.55,1.55,1.55,1.52
1.56,1.61,1.61,1.56
1.60,1.60,1.60,1.60
1.61,1.67,1.76,1.61
1.67,1.71,1.72,1.65
1.70,1.62,1.70,1.62
1.62,1.62,1.62,1.62
1.61,1.61,1.61,1.61
1.59,1.62,1.62,1.55
1.55,1.52,1.55,1.52
1.58,1.58,1.58,1.58
1.58,1.60,1.60,1.58
1.60,1.66,1.69,1.60
1.65,1.65,1.68,1.65
1.65,1.65,1.65,1.65
1.66,1.65,1.66,1.65
1.62,1.66,1.66,1.56
1.63,1.57,1.63,1.54
1.57,1.65,1.73,1.57
1.65,1.54,1.66,1.54
1.58,1.58,1.58,1.58
1.58,1.65,1.67,1.58
1.64,1.64,1.69,1.45
1.68,1.65,1.68,1.65
1.65,1.65,1.65,1.65
1.65,1.66,1.66,1.65
1.66,1.70,1.74,1.66
1.67,1.73,1.73,1.67
1.73,1.74,1.74,1.70
1.73,1.71,1.73,1.71
1.68,1.65,1.75,1.65
1.65,1.65,1.65,1.65
1.65,1.65,1.65,1.65
1.68,1.75,1.86,1.65
1.77,1.77,1.84,1.77
1.78,1.77,1.88,1.71
1.75,1.77,1.80,1.75
1.70,1.82,1.95,1.70
1.80,1.62,1.80,1.59
1.63,1.57,1.71,1.57
1.60,1.59,1.63,1.56
1.56,1.59,1.59,1.55
1.56,1.48,1.56,1.48
1.51,1.51,1.51,1.51
1.57,1.51,1.57,1.51
1.50,1.39,1.55,1.39
1.40,1.70,1.70,1.37
1.60,1.50,1.60,1.50
1.55,1.49,1.58,1.45
1.50,1.42,1.56,1.42
1.41,1.36,1.41,1.36
1.38,1.40,1.40,1.30
1.39,1.38,1.40,1.37
1.40,1.39,1.43,1.39
1.41,1.45,1.50,1.38
1.48,1.54,1.61,1.48
1.53,1.58,1.58,1.44
1.56,1.47,1.56,1.40
1.49,1.41,1.49,1.38
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.39,1.36,1.39,1.36
1.37,1.41,1.41,1.37
1.38,1.43,1.46,1.34
1.45,1.44,1.47,1.42
1.45,1.54,1.63,1.45
1.55,1.64,1.66,1.35
1.63,1.62,1.65,1.60
1.62,1.60,1.62,1.59
1.60,1.61,1.66,1.55
1.64,1.62,1.64,1.60
1.63,1.63,1.63,1.60
1.62,1.63,1.63,1.60
1.61,1.63,1.64,1.60
1.63,1.63,1.63,1.63
1.63,1.64,1.66,1.63
1.65,1.59,1.67,1.50
1.60,1.62,1.67,1.60
1.61,1.61,1.61,1.57
1.62,1.64,1.64,1.62
1.63,1.64,1.67,1.63
1.64,1.61,1.65,1.58
1.58,1.60,1.61,1.54
1.61,1.61,1.61,1.61
1.61,1.62,1.62,1.61
1.61,1.61,1.66,1.61
1.61,1.63,1.63,1.61
1.63,1.63,1.63,1.63
1.61,1.62,1.62,1.61
1.63,1.62,1.63,1.62
1.65,1.62,1.65,1.62
1.62,1.65,1.65,1.60
1.65,1.69,1.69,1.65
1.68,1.70,1.70,1.68
1.60,1.62,1.62,1.58
1.70,1.67,1.70,1.67
1.69,1.59,1.70,1.59
1.59,1.56,1.59,1.56
1.61,1.48,1.61,1.42
1.51,1.49,1.51,1.48
1.51,1.55,1.55,1.51
1.54,1.50,1.54,1.50
1.51,1.52,1.52,1.48
1.54,1.54,1.54,1.53
1.54,1.49,1.54,1.49
1.50,1.45,1.50,1.44
1.45,1.45,1.45,1.45
1.45,1.43,1.45,1.43
1.43,1.43,1.45,1.43
1.40,1.39,1.40,1.37
1.39,1.40,1.44,1.39
1.37,1.37,1.37,1.37
1.39,1.38,1.39,1.38
1.39,1.42,1.42,1.39
1.41,1.45,1.45,1.41
1.42,1.41,1.42,1.38
1.42,1.44,1.45,1.42
1.45,1.43,1.45,1.41
1.43,1.43,1.44,1.43
1.42,1.43,1.43,1.42
1.43,1.44,1.44,1.42
1.46,1.46,1.46,1.46
1.45,1.40,1.50,1.38
1.40,1.40,1.40,1.40
1.39,1.40,1.40,1.39
1.40,1.40,1.40,1.40
1.42,1.45,1.45,1.40
1.47,1.34,1.52,1.30
1.33,1.38,1.38,1.30
1.40,1.30,1.40,1.28
1.30,1.30,1.36,1.28
1.30,1.28,1.32,1.23
1.24,1.21,1.25,1.18
1.21,1.27,1.28,1.21
1.25,1.21,1.25,1.20
1.22,1.20,1.22,1.20
1.23,1.19,1.23,1.19
1.21,1.23,1.27,1.21
1.20,1.20,1.20,1.19
1.19,1.22,1.22,1.19
1.24,1.20,1.24,1.18
1.25,1.19,1.25,1.19
1.20,1.19,1.20,1.19
1.19,1.17,1.19,1.16
1.19,1.17,1.19,1.15
1.17,1.19,1.20,1.16
1.17,1.17,1.20,1.15
1.16,1.16,1.17,1.14
1.15,1.24,1.30,1.15
1.21,1.18,1.21,1.18
1.21,1.26,1.27,1.21
1.27,1.20,1.28,1.20
1.23,1.20,1.23,1.19
1.20,1.18,1.23,1.18
1.17,1.16,1.17,1.09
1.16,1.16,1.16,1.16
1.20,1.19,1.20,1.17
1.19,1.19,1.19,1.19
1.16,1.16,1.16,1.16
1.17,1.15,1.17,1.15
1.16,1.12,1.16,1.12
1.11,1.12,1.14,1.11
1.10,1.10,1.10,1.10
1.12,1.12,1.14,1.07
1.13,1.08,1.14,1.08
1.10,1.10,1.10,1.08
1.10,1.07,1.10,1.07
1.09,1.04,1.09,1.04
1.05,1.09,1.09,1.05
1.09,1.10,1.12,1.07
1.11,1.09,1.11,1.08
1.06,1.06,1.12,1.06
1.10,1.05,1.10,1.05
1.05,1.04,1.05,1.04
1.04,1.08,1.08,1.00
1.10,1.14,1.14,1.10
1.10,1.12,1.12,1.10
1.13,1.18,1.18,1.13
1.18,1.18,1.18,1.18
1.17,1.19,1.19,1.17
1.18,1.18,1.18,1.18
1.16,1.15,1.18,1.09
1.14,1.11,1.14,1.11
1.13,1.12,1.13,1.11
1.12,1.12,1.12,1.12
1.12,1.08,1.12,1.08
1.13,1.16,1.16,1.13
1.14,1.15,1.16,1.14
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.12,1.05,1.12,0.99
1.05,1.02,1.06,1.02
1.03,1.03,1.03,1.02
1.03,1.08,1.08,1.03
1.05,1.07,1.07,1.05
1.05,1.06,1.06,1.05
1.10,1.07,1.10,1.05
1.06,1.10,1.10,1.05
1.09,1.09,1.09,1.06
1.08,1.08,1.08,1.05
1.08,1.08,1.08,1.08
1.05,1.04,1.08,1.04
1.07,1.09,1.09,1.07
1.05,1.08,1.08,1.02
1.06,1.11,1.11,1.06
1.14,1.11,1.14,1.11
1.13,1.12,1.15,1.12
1.11,1.07,1.11,1.07
1.07,1.05,1.11,1.04
1.04,1.06,1.07,1.04
1.08,1.11,1.11,1.08
1.10,1.08,1.10,1.08
1.07,1.09,1.12,1.07
1.08,1.22,1.22,1.02
1.20,1.20,1.20,1.20
1.18,1.18,1.18,1.13
1.14,1.24,1.24,1.12
1.22,1.23,1.23,1.22
1.20,1.15,1.20,1.15
1.19,1.15,1.19,1.15
1.15,1.15,1.15,1.11
1.10,1.14,1.15,1.10
1.20,1.22,1.22,1.20
1.21,1.21,1.21,1.21
1.21,1.21,1.21,1.21
1.17,1.17,1.17,1.09
1.17,1.17,1.17,1.17
1.17,1.17,1.17,1.17
1.16,1.17,1.17,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.17,1.21,1.21,1.17
1.21,1.21,1.21,1.21
1.21,1.21,1.21,1.21
1.21,1.21,1.21,1.21
1.22,1.25,1.25,1.22
1.21,1.16,1.23,1.16
1.15,1.17,1.17,1.15
1.17,1.20,1.21,1.17
1.17,1.17,1.17,1.17
1.19,1.20,1.23,1.19
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.19,1.19,1.19,1.19
1.22,1.20,1.22,1.20
1.20,1.20,1.20,1.20
1.18,1.19,1.21,1.18
1.18,1.18,1.18,1.18
1.17,1.17,1.17,1.16
1.20,1.20,1.21,1.20
1.20,1.20,1.20,1.20
1.22,1.22,1.23,1.22
1.22,1.20,1.22,1.20
1.20,1.20,1.20,1.20
1.23,1.23,1.23,1.23
1.21,1.21,1.23,1.21
1.21,1.24,1.24,1.21
1.21,1.27,1.35,1.21
1.27,1.31,1.31,1.27
1.30,1.39,1.40,1.30
1.36,1.34,1.36,1.28
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.32,1.36,1.36,1.31
1.34,1.35,1.35,1.34
1.34,1.34,1.34,1.33
1.31,1.33,1.33,1.31
1.33,1.33,1.33,1.32
1.28,1.32,1.32,1.25
1.32,1.32,1.32,1.32
1.29,1.29,1.29,1.29
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.29,1.26,1.30,1.25
1.25,1.27,1.29,1.25
1.29,1.29,1.29,1.28
1.32,1.33,1.33,1.32
1.30,1.29,1.30,1.29
1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29
1.28,1.32,1.32,1.28
1.28,1.29,1.29,1.27
1.32,1.30,1.35,1.30
1.35,1.30,1.35,1.30
1.35,1.33,1.36,1.33
1.33,1.43,1.43,1.33
1.45,1.46,1.51,1.45
1.50,1.51,1.52,1.50
1.52,1.51,1.52,1.51
1.51,1.50,1.52,1.46
1.49,1.52,1.52,1.49
1.55,1.51,1.55,1.50
1.48,1.47,1.51,1.47
1.49,1.59,1.59,1.49
1.59,1.58,1.60,1.55
1.58,1.60,1.60,1.58
1.60,1.60,1.64,1.60
1.60,1.62,1.63,1.60
1.62,1.60,1.62,1.59
1.57,1.56,1.57,1.56
1.60,1.62,1.62,1.57
1.63,1.63,1.63,1.63
1.62,1.62,1.62,1.62
1.62,1.65,1.65,1.62
1.65,1.68,1.68,1.65
1.68,1.67,1.68,1.64
1.65,1.63,1.67,1.57
1.66,1.68,1.68,1.56
1.68,1.70,1.71,1.64
1.69,1.80,1.84,1.69
1.85,1.64,1.90,1.63
1.67,1.72,1.72,1.64
1.70,1.54,1.70,1.52
1.50,1.55,1.65,1.50
1.60,1.51,1.85,1.48
1.55,1.65,1.76,1.50
1.70,1.69,1.70,1.66
1.72,1.61,1.72,1.61
1.62,1.57,1.62,1.51
1.59,1.60,1.64,1.55
1.55,1.62,1.62,1.50
1.62,1.70,1.70,1.62
1.75,1.80,1.84,1.75
1.80,1.85,1.95,1.80
1.86,1.90,1.93,1.86
1.90,1.91,2.00,1.87
1.90,1.99,2.00,1.88
1.99,1.91,1.99,1.90
1.94,2.03,2.05,1.93
2.12,2.21,2.30,2.05
2.25,2.32,2.59,2.22
2.32,2.22,2.37,2.17
2.20,2.07,2.22,2.04
2.10,2.11,2.14,2.07
2.11,2.10,2.12,2.05
2.10,2.08,2.10,2.01
2.09,2.08,2.10,2.04
2.02,2.05,2.08,2.02
2.05,2.00,2.06,1.95
2.01,2.05,2.05,1.95
2.01,2.09,2.09,2.01
2.01,2.14,2.14,1.99
2.06,2.14,2.26,2.01
2.24,2.16,2.24,2.16
2.20,2.05,2.25,2.00
2.05,2.03,2.15,2.02
2.09,2.04,2.10,2.00
2.02,2.02,2.03,1.98
2.02,2.00,2.07,2.00
2.05,2.00,2.12,1.99
2.02,1.97,2.02,1.96
2.00,1.86,2.00,1.77
1.91,1.96,1.96,1.90
1.98,1.97,2.00,1.97
1.97,1.89,1.97,1.87
1.89,1.82,1.89,1.82
1.90,1.83,1.90,1.83
1.81,1.69,1.83,1.54
1.75,1.80,1.85,1.75
1.80,1.80,1.80,1.75
1.80,1.84,1.88,1.77
1.87,1.80,1.87,1.75
1.84,1.81,1.85,1.81
1.85,1.82,1.87,1.82
1.84,1.88,1.89,1.84
1.90,1.86,1.90,1.84
1.85,1.85,1.87,1.85
1.89,1.85,1.89,1.85
1.85,1.85,1.87,1.76
1.86,1.85,1.86,1.85
1.77,1.82,1.87,1.77
1.82,1.82,1.82,1.82
1.85,1.89,1.92,1.85
1.92,1.85,1.92,1.83
1.88,1.85,1.88,1.83
1.85,1.80,1.85,1.80
1.87,1.73,1.87,1.73
1.75,1.77,1.77,1.75
1.76,1.76,1.76,1.76
1.80,1.78,1.80,1.78
1.78,1.75,1.80,1.75
1.77,1.75,1.79,1.75
1.75,1.75,1.75,1.75
1.77,1.78,1.78,1.74
1.75,1.77,1.78,1.75
1.80,1.77,1.89,1.77
1.79,1.73,1.79,1.69
1.70,1.70,1.72,1.62
1.78,1.74,1.78,1.71
1.78,1.69,1.78,1.69
1.70,1.74,1.75,1.70
1.74,1.69,1.74,1.60
1.75,1.67,1.75,1.60
1.70,1.74,1.77,1.70
1.80,1.75,1.80,1.69
1.86,1.74,1.86,1.73
1.77,1.75,1.78,1.75
1.76,1.75,1.78,1.75
1.76,1.73,1.76,1.71
1.79,1.74,1.79,1.71
1.82,1.72,1.84,1.71
1.72,1.78,1.78,1.71
1.80,1.80,1.84,1.77
1.82,1.80,1.82,1.80
1.78,1.79,1.81,1.77
1.81,1.80,1.81,1.76
1.81,1.81,1.81,1.77
1.81,1.80,1.84,1.75
1.82,1.80,1.82,1.78
1.80,1.81,1.82,1.77
1.83,1.78,1.83,1.78
1.80,1.73,1.80,1.71
1.73,1.73,1.73,1.70
1.79,1.76,1.79,1.76
1.80,1.78,1.80,1.78
1.78,1.66,1.78,1.56
1.66,1.65,1.66,1.63
1.65,1.60,1.65,1.60
1.68,1.61,1.68,1.61
1.65,1.65,1.65,1.65
1.65,1.52,1.66,1.48
1.52,1.52,1.57,1.52
1.52,1.52,1.52,1.52
1.54,1.58,1.58,1.47
1.58,1.55,1.58,1.52
1.55,1.54,1.60,1.50
1.54,1.42,1.60,1.41
1.42,1.47,1.47,1.41
1.47,1.46,1.48,1.44
1.47,1.55,1.55,1.47
1.57,1.51,1.57,1.49
