UCBA,United Community Bancorp - Common Stock,NASDAQ
7.14,7.14,7.14,7.14
7.15,7.18,7.18,7.14
7.20,7.36,7.36,7.20
7.25,7.21,7.25,7.21
7.21,7.21,7.21,7.21
7.21,7.21,7.21,7.21
7.21,7.21,7.21,7.21
7.21,7.21,7.21,7.21
7.24,7.25,7.25,7.24
7.25,7.25,7.25,7.25
7.06,7.05,7.06,7.05
7.05,7.05,7.05,7.05
7.24,7.41,7.64,7.02
7.09,7.25,7.32,7.09
7.25,7.25,7.25,7.25
7.04,6.93,7.04,6.88
6.89,6.90,6.90,6.89
6.96,6.96,6.96,6.96
7.94,6.95,7.94,6.95
6.95,6.95,6.95,6.95
6.98,7.24,7.24,6.96
7.24,7.24,7.24,7.24
7.24,7.24,7.24,7.24
7.10,7.10,7.10,7.09
7.25,7.25,7.25,7.25
7.25,7.25,7.25,7.25
7.25,7.25,7.25,7.25
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.34,7.34,7.34,7.34
6.95,7.25,7.25,6.95
7.25,7.25,7.25,7.25
7.25,7.25,7.25,6.96
7.25,7.25,7.25,7.25
7.47,7.49,7.49,7.47
7.49,7.49,7.49,7.49
7.04,7.03,7.04,7.01
7.03,7.03,7.03,7.03
7.45,7.38,7.45,7.38
7.01,7.00,7.49,7.00
7.25,7.25,7.25,7.25
7.30,7.46,7.64,7.29
7.46,7.46,7.46,7.46
7.50,7.45,7.50,7.45
7.45,7.45,7.45,7.45
7.03,7.01,7.03,6.96
7.03,7.00,7.03,6.69
7.00,6.90,7.00,6.90
6.90,6.90,6.90,6.90
6.90,6.62,6.90,6.62
6.62,6.90,6.90,6.62
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
6.90,6.90,6.90,6.90
7.37,7.75,7.75,7.34
7.50,7.19,7.50,7.11
7.19,7.19,7.19,7.19
6.75,6.99,7.00,6.75
6.85,6.85,6.85,6.85
6.85,6.85,6.85,6.85
6.85,6.85,6.85,6.85
7.07,7.12,7.12,7.07
7.12,7.12,7.12,7.12
7.12,7.12,7.12,7.12
7.12,7.12,7.12,7.12
7.12,7.12,7.12,7.12
7.12,7.12,7.12,7.12
7.12,7.12,7.12,7.12
7.01,7.00,7.01,7.00
7.07,6.95,7.07,6.95
6.95,6.95,6.95,6.95
6.94,6.94,6.94,6.94
6.94,6.94,6.94,6.94
6.85,6.64,6.85,6.64
6.64,6.50,6.64,6.50
6.75,6.50,6.75,6.50
6.49,6.75,6.75,6.49
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.70,6.70,6.70,6.70
6.65,6.04,6.65,6.04
6.50,6.49,6.70,6.49
6.49,6.50,6.50,6.49
6.63,6.50,6.63,6.50
6.50,6.63,6.63,6.50
6.63,6.98,6.98,6.63
6.90,6.76,6.90,6.76
6.99,6.53,7.06,6.52
6.85,6.85,6.85,6.85
6.60,6.60,6.60,6.60
6.76,6.79,6.79,6.76
6.79,6.79,6.79,6.79
6.75,6.75,6.75,6.75
7.20,7.50,7.50,7.20
7.20,7.25,7.25,7.20
7.25,7.25,7.25,7.25
7.25,7.25,7.25,7.25
7.25,7.25,7.25,7.25
7.07,7.05,7.12,7.04
7.25,7.58,7.69,7.24
7.58,7.58,7.58,7.58
7.58,7.58,7.58,7.58
7.45,7.58,7.58,7.45
7.58,7.58,7.58,7.58
7.74,7.24,7.74,7.21
7.24,7.24,7.24,7.24
7.24,7.24,7.24,7.24
7.20,7.20,7.69,7.20
7.20,7.20,7.20,7.20
7.20,7.20,7.20,7.20
7.63,7.65,7.78,7.63
7.65,7.65,7.65,7.65
7.38,7.48,7.49,7.38
7.48,7.48,7.48,7.48
7.75,7.38,7.75,7.38
7.65,7.74,7.74,7.21
7.74,7.74,7.74,7.74
7.23,7.72,7.72,7.23
7.72,7.72,7.72,7.72
7.72,7.72,7.72,7.72
7.98,7.99,7.99,7.98
7.98,7.89,7.98,7.31
7.46,7.89,7.91,7.46
7.89,7.89,7.89,7.89
7.37,7.66,7.66,7.37
7.66,7.66,7.66,7.66
7.33,7.50,7.69,7.32
7.33,7.44,7.46,7.30
7.44,7.44,7.44,7.44
7.44,7.44,7.44,7.44
7.44,7.44,7.44,7.44
8.13,8.13,8.13,8.13
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
8.05,7.50,8.07,7.50
7.50,7.50,7.50,7.50
7.87,7.75,7.87,7.61
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.76,7.50,7.98,7.50
7.31,7.33,7.33,7.26
7.29,7.26,7.58,7.26
7.30,7.25,7.30,7.25
7.25,7.25,7.25,7.25
7.26,7.10,7.28,7.10
7.12,7.12,7.12,7.12
7.50,7.27,7.50,7.27
7.17,7.75,7.85,7.17
7.75,7.75,7.75,7.75
7.26,7.09,7.26,7.09
7.96,7.20,7.96,7.20
7.20,7.20,7.20,7.20
7.44,7.44,7.44,7.44
7.25,7.24,7.41,7.15
7.24,7.24,7.24,7.24
7.33,7.15,7.33,7.15
7.15,7.15,7.15,7.15
7.10,7.25,7.29,7.10
7.28,7.29,7.29,7.28
7.29,7.29,7.29,7.29
7.29,7.29,7.29,7.29
7.50,7.24,7.50,7.24
7.24,7.24,7.24,7.24
7.16,7.21,7.21,7.16
7.23,7.16,7.23,7.16
7.12,7.12,7.21,7.12
7.42,7.14,7.44,7.09
7.14,7.14,7.14,7.14
7.09,7.20,7.20,7.09
7.19,7.20,7.20,7.19
7.20,7.05,7.20,7.05
7.00,6.91,7.20,6.91
6.92,7.26,7.26,6.92
7.26,7.26,7.26,7.26
7.26,7.26,7.26,7.26
6.98,7.00,7.10,6.98
6.97,6.85,7.19,6.84
7.10,6.86,7.40,6.86
7.40,7.40,7.40,7.40
7.40,7.19,7.40,7.19
7.38,7.38,7.38,7.38
7.40,7.40,7.40,7.40
7.40,7.40,7.40,7.40
7.37,7.39,7.39,7.37
7.39,7.39,7.39,7.39
6.94,6.85,7.38,6.80
7.21,7.11,7.21,7.11
7.11,7.11,7.11,7.11
7.11,7.11,7.11,7.11
7.12,7.11,7.12,7.11
6.88,6.87,6.90,6.87
6.86,6.70,6.86,6.70
6.69,6.61,6.84,6.61
6.78,6.76,6.78,6.61
6.51,6.51,6.51,6.51
6.70,6.57,7.20,6.57
6.57,6.57,6.57,6.57
6.57,6.57,6.57,6.57
6.57,6.57,6.57,6.57
6.62,6.61,7.14,6.51
6.54,6.63,6.63,6.54
6.60,6.53,6.86,6.52
6.52,6.50,6.56,6.50
6.57,6.64,6.64,6.50
6.51,6.46,6.58,6.45
6.60,6.75,6.92,6.60
6.75,6.75,6.75,6.75
6.66,6.66,6.66,6.66
7.06,6.59,7.06,6.55
6.59,6.59,6.59,6.59
6.62,6.69,6.70,6.60
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
6.63,6.58,6.63,6.55
6.55,6.50,6.60,6.50
6.59,6.25,6.60,6.25
6.48,6.50,6.50,6.48
6.50,6.50,6.50,6.50
6.59,6.42,6.59,6.27
6.51,6.25,6.51,6.20
6.50,6.40,6.50,6.40
6.40,6.73,6.73,6.24
6.20,6.40,6.40,6.20
6.46,6.50,6.50,6.46
6.50,6.60,6.65,6.50
6.36,6.30,6.41,6.30
6.35,6.24,6.35,6.24
6.24,6.24,6.24,6.24
6.24,6.24,6.24,6.24
6.32,6.30,6.32,6.18
6.01,5.90,6.06,5.79
6.00,5.87,6.05,5.82
6.25,6.20,6.25,6.08
6.18,6.18,6.18,6.18
6.07,6.06,6.07,6.02
6.06,6.06,6.06,6.06
5.83,5.75,5.84,5.70
5.75,5.79,5.83,5.75
5.85,5.58,6.00,5.58
5.62,5.45,5.62,5.35
5.43,5.41,5.75,5.41
5.55,5.54,5.68,5.42
5.53,6.01,6.01,5.53
6.11,6.05,6.56,5.75
6.01,6.01,6.01,6.01
6.05,5.63,6.10,5.63
6.12,6.14,6.15,5.54
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.01,5.96,6.01,5.96
6.13,6.15,6.15,6.13
6.15,6.30,6.30,6.15
6.04,6.04,6.04,6.04
6.02,6.30,6.30,6.02
6.29,6.25,6.29,6.25
6.29,6.00,6.29,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.22,6.24,6.24,6.19
6.21,5.59,6.21,5.29
5.65,5.66,5.66,5.61
5.66,5.66,5.66,5.66
6.13,6.15,6.15,5.61
5.68,5.81,5.82,5.68
6.16,5.98,6.20,5.98
5.98,5.98,5.98,5.98
5.98,5.98,5.98,5.98
6.00,5.98,6.00,5.98
5.98,5.98,5.98,5.98
6.00,5.94,6.00,5.94
5.94,5.94,5.94,5.94
5.94,5.94,5.94,5.94
5.75,5.85,5.85,5.75
5.85,5.85,5.85,5.85
5.85,5.85,5.85,5.85
5.85,5.85,5.85,5.85
5.75,5.76,5.76,5.75
5.98,5.76,5.98,5.76
5.85,5.81,5.85,5.80
5.85,5.93,5.93,5.85
5.93,5.93,5.93,5.93
5.93,5.93,5.93,5.93
5.90,5.90,5.90,5.90
5.90,5.90,5.90,5.90
5.90,5.90,5.90,5.90
5.75,5.75,5.75,5.75
5.76,5.76,5.76,5.76
5.61,5.77,5.77,5.61
5.76,5.80,5.82,5.75
5.77,5.77,5.77,5.77
5.75,5.85,5.88,5.75
5.81,5.81,5.85,5.81
5.75,5.75,5.75,5.75
5.75,5.66,5.75,5.66
5.66,5.66,5.66,5.66
5.75,5.75,5.75,5.75
5.78,5.75,5.78,5.75
5.77,5.75,5.78,5.75
5.75,5.75,5.75,5.75
5.74,5.72,5.74,5.72
5.72,5.77,5.77,5.72
5.72,5.75,5.75,5.72
5.73,5.73,5.73,5.70
5.73,5.73,5.73,5.73
5.77,5.77,5.77,5.77
5.77,5.70,5.78,5.70
5.73,5.70,5.81,5.70
5.70,6.07,6.14,5.70
6.07,6.07,6.07,6.07
6.00,5.85,6.00,5.85
5.62,5.62,5.62,5.62
5.62,5.86,5.88,5.60
5.86,5.86,5.86,5.86
5.61,5.69,5.72,5.60
5.69,5.69,5.69,5.69
5.66,5.62,5.92,5.62
5.62,5.62,5.62,5.62
5.62,5.67,5.67,5.62
5.67,5.67,5.67,5.67
5.59,5.77,5.77,5.59
5.74,5.76,5.86,5.74
5.77,5.96,5.96,5.77
5.73,5.70,5.73,5.70
5.64,5.82,5.82,5.64
5.70,5.57,5.70,5.50
5.75,6.17,6.45,5.75
5.71,5.99,5.99,5.71
6.00,5.83,6.00,5.75
5.64,5.75,5.75,5.63
5.80,5.82,5.85,5.80
5.82,5.82,5.82,5.82
5.91,5.91,5.91,5.91
5.91,5.91,5.91,5.91
5.66,5.71,5.76,5.66
5.75,5.75,5.75,5.75
5.75,5.75,5.75,5.74
5.75,5.75,5.75,5.75
5.67,5.38,5.67,5.37
5.40,5.30,5.40,5.30
5.30,5.36,5.36,5.30
5.39,5.61,5.70,5.38
5.42,5.63,5.70,5.40
5.53,5.56,5.67,5.53
5.55,5.55,5.55,5.55
5.64,5.63,5.64,5.63
5.50,5.53,5.53,5.50
5.53,5.53,5.53,5.53
5.53,5.53,5.53,5.53
5.53,5.53,5.53,5.53
5.60,5.60,5.60,5.60
5.53,5.60,5.60,5.53
5.55,5.60,5.60,5.55
5.60,5.57,5.60,5.57
5.51,5.54,5.54,5.51
5.52,5.63,5.63,5.52
5.63,5.60,5.63,5.50
5.50,5.63,5.63,5.50
5.52,5.63,5.63,5.50
5.56,5.63,5.63,5.50
5.63,5.63,5.63,5.63
5.51,5.70,5.70,5.51
5.70,5.70,5.70,5.70
5.51,5.51,5.51,5.51
5.51,5.51,5.51,5.51
5.68,5.64,5.69,5.64
5.64,5.64,5.64,5.64
5.70,5.91,5.91,5.68
5.71,5.71,5.71,5.71
5.91,5.90,5.91,5.89
5.90,5.90,5.90,5.90
5.90,5.90,5.90,5.90
5.90,5.90,5.90,5.90
5.91,5.95,6.08,5.90
5.95,5.95,5.95,5.95
5.95,5.95,5.95,5.95
6.30,6.60,6.86,6.27
6.80,5.75,6.80,5.74
5.91,5.50,5.98,5.50
5.66,5.74,6.03,5.53
5.74,6.11,6.25,5.74
5.69,5.95,6.02,5.69
5.95,5.95,5.95,5.95
6.20,6.27,6.89,6.05
6.17,5.90,6.17,5.90
6.10,5.87,6.10,5.87
5.80,5.80,5.80,5.80
5.80,5.60,6.46,5.60
5.72,5.67,5.80,5.67
5.60,5.55,5.66,5.55
5.60,5.60,5.60,5.60
5.69,5.69,5.69,5.69
5.68,5.79,6.20,5.68
5.91,5.75,5.91,5.75
5.90,5.83,5.90,5.75
5.75,5.98,6.14,5.75
5.95,5.80,5.95,5.55
5.69,5.83,5.91,5.69
5.98,5.98,5.98,5.98
5.64,5.71,5.71,5.64
5.71,5.71,5.71,5.71
5.66,5.89,6.00,5.56
5.89,5.89,5.89,5.89
5.89,5.89,5.89,5.89
5.97,5.90,6.00,5.84
6.00,5.97,6.00,5.97
5.68,5.68,5.68,5.68
5.68,5.68,5.68,5.68
5.81,5.80,5.81,5.80
5.80,5.80,5.80,5.80
5.80,5.80,5.80,5.80
5.80,5.80,5.80,5.80
5.96,5.90,5.97,5.90
5.81,5.70,5.81,5.60
5.73,5.65,5.83,5.65
5.65,5.65,5.65,5.65
5.65,5.65,5.65,5.65
5.70,5.65,5.70,5.58
5.65,5.65,5.65,5.65
5.80,5.86,5.88,5.55
5.86,5.86,5.86,5.86
5.90,5.57,5.90,5.56
5.57,5.57,5.57,5.57
5.57,5.57,5.57,5.57
5.57,5.57,5.57,5.57
5.57,5.57,5.57,5.57
5.57,5.57,5.57,5.57
5.80,5.85,5.85,5.58
5.76,5.50,5.76,5.50
5.50,5.45,5.65,5.45
5.51,5.60,5.64,5.51
5.67,5.75,5.75,5.65
5.73,5.94,5.94,5.73
5.91,5.90,5.91,5.90
5.91,5.95,5.97,5.68
5.96,5.83,5.96,5.83
5.80,5.80,5.80,5.75
5.89,5.77,5.94,5.77
5.99,5.76,5.99,5.76
5.76,5.69,5.76,5.61
5.89,5.92,5.92,5.89
5.90,5.90,5.90,5.50
5.51,5.55,5.63,5.51
5.60,5.62,5.69,5.60
5.63,5.66,5.66,5.63
5.66,5.66,5.66,5.66
5.66,5.66,5.66,5.66
5.79,5.77,5.80,5.44
5.77,5.77,5.77,5.77
5.79,5.79,5.79,5.79
5.81,5.81,5.81,5.81
5.80,5.95,5.95,5.80
5.89,5.84,5.94,5.84
5.84,5.84,5.84,5.84
5.84,5.84,5.84,5.84
5.89,5.94,5.94,5.89
5.94,5.94,5.94,5.94
5.94,5.94,5.94,5.94
5.94,5.94,5.94,5.94
5.94,5.94,5.94,5.94
5.97,6.00,6.00,5.97
6.00,6.00,6.00,6.00
6.00,6.09,6.09,5.51
5.92,5.81,6.10,5.50
5.78,6.00,6.10,5.78
6.00,6.00,6.00,6.00
5.81,5.78,6.07,5.78
5.78,5.78,5.78,5.78
5.78,5.78,5.78,5.78
5.99,5.99,5.99,5.99
5.77,5.75,5.77,5.75
5.85,5.60,5.85,5.56
5.57,5.59,6.10,5.57
5.63,6.08,6.08,5.63
5.97,5.63,6.02,5.63
5.92,5.86,5.92,5.80
5.84,5.83,5.89,5.83
5.83,5.83,5.83,5.83
6.08,6.06,6.08,6.05
6.04,6.02,6.04,6.02
6.04,6.06,6.06,6.04
5.87,6.08,6.08,5.80
6.08,6.41,6.48,6.08
6.01,5.63,6.01,5.63
5.87,5.94,5.94,5.87
5.83,6.49,6.49,5.83
5.80,6.13,6.13,5.80
6.20,6.20,6.20,6.20
6.20,6.20,6.20,6.20
6.20,6.20,6.20,6.20
5.78,5.77,5.78,5.77
6.00,6.10,6.10,6.00
6.03,6.00,6.03,6.00
6.00,6.00,6.00,6.00
6.00,6.02,6.24,6.00
6.02,6.02,6.02,6.02
6.39,6.28,6.39,6.20
6.25,6.90,6.98,6.25
6.95,7.25,7.62,6.90
7.17,6.65,7.17,6.65
6.80,6.91,6.91,6.80
6.90,7.45,7.48,6.90
6.80,6.86,7.43,6.80
6.10,6.65,6.65,6.03
6.32,6.32,6.32,6.32
6.71,6.99,7.40,6.55
7.39,6.55,7.39,6.55
6.55,6.30,6.55,6.13
6.30,6.30,6.30,6.30
6.30,6.30,6.30,6.30
6.30,6.30,6.30,6.30
6.41,6.44,6.45,6.31
6.39,6.39,6.39,6.39
7.24,7.24,7.24,7.24
6.60,6.80,6.80,6.60
6.80,6.80,6.80,6.80
6.76,6.74,6.77,6.55
6.68,6.68,6.68,6.68
6.68,6.68,6.68,6.68
6.69,6.69,6.69,6.69
6.67,6.68,6.68,6.67
6.68,6.65,6.68,6.65
6.69,6.91,7.20,6.69
6.91,6.91,6.91,6.91
7.00,6.94,7.00,6.94
6.94,6.94,6.94,6.94
6.94,6.94,6.94,6.94
6.94,6.94,6.94,6.94
6.94,7.00,7.00,6.94
6.94,6.94,6.94,6.94
6.85,6.85,6.85,6.85
6.85,6.85,6.85,6.85
6.71,6.71,6.98,6.70
6.71,6.71,6.71,6.71
6.76,6.70,6.76,6.70
6.70,6.70,6.70,6.70
6.70,6.07,6.70,6.01
6.07,6.07,6.07,6.07
6.04,6.05,6.10,6.00
6.25,6.16,6.25,6.11
6.16,6.16,6.16,6.16
6.20,6.16,6.20,6.16
6.18,6.15,6.18,6.06
6.17,6.10,6.17,6.10
6.15,6.18,6.22,6.15
6.10,6.17,6.17,6.10
6.17,6.32,6.32,6.17
6.47,6.30,6.51,6.28
6.30,6.30,6.30,6.30
6.50,6.50,6.50,6.50
6.26,6.26,6.26,6.26
6.26,6.26,6.26,6.26
6.26,6.26,6.26,6.26
6.26,6.43,6.43,6.26
6.48,6.47,6.48,6.47
6.69,6.69,6.69,6.69
6.69,6.69,6.69,6.69
6.30,6.31,6.42,6.26
6.35,6.35,6.35,6.35
6.35,6.40,6.41,6.31
6.30,6.26,6.30,6.26
6.26,6.10,6.40,6.00
6.03,6.30,6.30,6.03
6.21,6.08,6.21,6.08
6.08,6.08,6.08,6.08
6.12,6.15,6.15,6.12
6.02,6.20,6.20,6.00
6.20,6.20,6.20,6.20
6.03,6.28,6.62,6.00
6.28,6.28,6.28,6.28
6.00,6.22,6.48,6.00
6.17,6.17,6.17,6.17
6.15,6.58,6.65,6.15
6.15,6.58,6.58,6.15
6.64,6.61,6.65,6.30
6.50,6.49,6.50,6.42
6.30,6.36,6.36,6.30
6.30,6.32,6.39,6.30
6.32,6.32,6.37,6.32
6.32,6.32,6.32,6.32
6.32,6.50,6.50,6.32
6.50,6.50,6.50,6.50
6.50,6.67,6.67,6.50
6.32,6.32,6.32,6.32
6.50,6.45,6.65,6.35
6.50,6.50,6.50,6.50
6.33,6.33,6.33,6.33
6.33,6.32,6.33,6.32
6.34,6.34,6.34,6.34
6.32,6.29,6.47,6.29
6.29,6.29,6.29,6.29
6.05,6.25,6.25,6.05
6.16,6.17,6.25,6.16
6.03,6.08,6.08,6.00
6.08,6.08,6.08,6.08
6.09,5.90,6.09,5.75
6.00,6.05,6.05,5.80
6.11,6.30,6.35,6.11
6.38,6.29,6.40,6.00
6.25,6.25,6.25,6.23
6.30,6.15,6.30,6.15
6.12,6.00,6.49,6.00
6.21,6.45,6.45,6.15
9.50,9.65,9.65,9.30
9.65,9.70,9.75,9.63
9.75,9.70,9.75,9.69
9.65,9.65,9.70,9.60
9.65,9.60,9.65,9.55
9.60,9.74,9.75,9.60
9.75,9.85,9.85,9.75
9.89,9.85,9.99,9.77
9.85,9.83,9.85,9.78
9.83,9.85,9.85,9.80
9.85,9.87,9.87,9.85
9.87,9.89,9.90,9.79
9.85,9.89,9.89,9.78
9.77,9.82,9.87,9.75
9.84,9.85,9.85,9.82
9.94,9.92,9.94,9.92
9.83,9.88,9.88,9.83
9.90,9.94,9.94,9.90
9.95,9.95,9.95,9.92
9.95,10.05,10.05,9.95
10.07,10.02,10.11,10.02
10.02,10.10,10.10,10.02
10.15,10.25,10.25,10.15
10.28,10.10,10.28,10.04
10.00,10.00,10.10,9.99
10.13,10.12,10.15,10.08
10.06,10.14,10.14,9.92
10.10,9.95,10.20,9.95
9.98,10.13,10.13,9.95
10.11,10.11,10.11,10.11
10.07,9.95,10.20,9.95
10.00,10.00,10.00,10.00
10.05,10.05,10.05,10.01
10.01,10.00,10.01,10.00
9.84,10.04,10.04,9.84
9.94,10.05,10.05,9.94
10.00,10.05,10.09,10.00
10.00,10.03,10.05,9.98
10.04,10.10,10.10,10.00
10.10,10.02,10.10,10.01
10.06,10.03,10.06,10.03
10.09,10.03,10.09,10.02
10.09,10.03,10.10,10.02
10.04,10.22,10.22,10.03
10.18,10.16,10.18,10.16
10.04,10.06,10.10,10.02
10.10,10.15,10.15,10.07
10.49,10.10,10.49,10.10
10.10,10.17,10.18,10.10
10.10,10.10,10.18,10.10
10.13,10.15,10.15,10.13
10.15,10.15,10.15,10.15
9.96,9.97,9.97,9.96
9.92,9.81,9.94,9.65
9.76,10.05,10.05,9.76
10.14,10.10,10.14,10.09
10.06,10.14,10.14,10.01
10.10,10.14,10.14,10.10
10.01,10.15,10.15,10.01
10.00,9.98,10.05,9.90
9.98,9.98,10.00,9.98
10.00,10.01,10.19,9.97
10.00,10.00,10.01,10.00
10.23,10.23,10.23,10.23
10.21,10.02,10.21,10.02
10.06,10.15,10.15,10.05
10.13,10.22,10.24,10.13
10.24,10.24,10.24,10.24
10.34,10.30,10.34,10.30
10.19,10.04,10.19,10.02
10.01,10.22,10.22,10.01
10.07,10.19,10.20,10.07
10.04,10.00,10.04,10.00
10.00,10.00,10.00,10.00
10.03,10.01,10.03,10.00
10.13,10.00,10.13,10.00
10.00,10.00,10.05,10.00
10.00,10.00,10.01,10.00
9.99,10.00,10.00,9.98
10.02,10.00,10.02,10.00
10.06,10.11,10.11,10.06
10.11,10.11,10.11,10.11
10.14,10.15,10.16,10.14
10.11,10.00,10.11,10.00
10.10,10.00,10.10,10.00
10.00,10.00,10.00,10.00
10.00,9.92,10.00,9.92
10.00,9.96,10.00,9.72
9.96,9.96,9.96,9.96
10.03,10.03,10.03,10.03
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,9.93,10.01,9.73
9.88,9.67,9.88,9.62
9.74,9.99,9.99,9.60
9.85,9.69,9.85,9.57
9.76,9.76,9.76,9.76
9.77,9.80,9.90,9.73
9.69,9.66,9.90,9.65
9.65,9.67,9.69,9.60
9.60,9.70,9.80,9.60
9.60,9.60,9.60,9.60
9.60,9.88,9.90,9.60
9.88,9.60,9.88,9.60
9.78,9.63,9.78,9.60
9.67,9.41,9.80,9.41
9.67,9.67,9.69,9.61
9.65,9.66,9.66,9.65
9.66,9.67,9.76,9.66
9.66,9.78,9.80,9.65
9.71,9.75,9.77,9.71
