HES,Hess Corporation Common Stock,NASDAQ
52.76,55.96,56.93,52.76
57.79,56.11,57.90,55.72
55.88,57.92,58.74,55.72
59.00,59.00,60.50,58.65
58.36,59.81,60.60,57.83
59.92,60.95,60.98,59.32
61.79,61.67,62.00,60.75
61.88,62.76,62.78,61.40
64.30,62.90,64.94,62.80
63.53,65.14,65.56,62.78
64.19,63.17,65.01,62.80
62.18,62.68,63.71,61.75
62.98,62.50,63.11,62.05
62.25,63.37,63.66,61.61
63.63,63.39,64.39,63.12
63.97,63.56,64.49,63.51
63.58,63.71,63.77,62.88
63.38,63.78,64.19,63.09
64.14,64.41,64.85,63.66
64.45,63.48,64.91,63.28
63.61,62.90,63.75,62.42
62.90,62.29,63.28,62.07
63.38,62.82,64.40,62.15
62.84,61.93,63.05,60.88
62.11,62.10,62.47,60.94
62.21,61.90,62.40,61.70
61.33,60.61,61.58,60.57
60.82,61.45,62.00,60.50
61.75,61.84,62.24,60.79
59.86,58.85,59.99,56.65
58.40,58.89,59.87,58.25
