ERII,Energy Recovery,NASDAQ
3.28,3.27,3.29,3.22
3.22,3.25,3.28,3.22
3.29,3.28,3.34,3.26
3.33,3.96,4.00,3.30
3.90,3.74,3.92,3.69
3.75,3.99,4.09,3.74
4.01,3.91,4.02,3.77
3.96,3.84,4.04,3.83
3.87,3.75,4.00,3.74
3.78,3.83,3.86,3.65
3.84,3.76,3.85,3.71
3.78,3.80,3.80,3.64
3.83,4.48,4.57,3.83
4.38,4.30,4.38,4.05
4.25,4.00,4.29,4.00
4.00,3.91,4.02,3.77
3.92,3.90,3.99,3.84
3.91,3.81,4.06,3.76
3.83,4.06,4.06,3.83
4.10,4.14,4.16,3.96
4.12,4.00,4.14,3.93
4.00,3.69,4.03,3.69
3.83,3.82,3.86,3.69
3.82,3.82,3.85,3.71
3.80,3.66,3.85,3.60
3.65,3.54,3.66,3.52
3.56,3.69,3.71,3.54
3.64,3.73,3.73,3.60
3.74,3.78,3.85,3.73
3.84,3.88,3.88,3.79
3.88,4.05,4.05,3.84
4.05,4.17,4.19,3.99
4.19,4.20,4.23,4.01
4.21,4.03,4.21,3.91
4.10,4.11,4.14,3.96
4.05,4.10,4.14,4.01
4.18,4.15,4.18,4.02
4.11,4.04,4.18,4.01
4.08,4.02,4.15,4.00
3.98,4.11,4.15,3.97
3.90,3.89,3.96,3.83
3.90,4.14,4.15,3.85
4.09,4.00,4.12,4.00
3.95,4.01,4.02,3.85
3.95,4.00,4.02,3.94
4.00,4.00,4.04,3.95
3.97,3.93,4.04,3.91
3.97,3.97,4.02,3.95
3.96,3.96,4.00,3.91
3.93,3.84,3.97,3.78
3.81,3.96,3.96,3.81
3.95,3.93,4.04,3.92
3.92,3.83,3.97,3.78
3.81,3.80,3.83,3.71
3.82,3.63,3.86,3.61
3.70,3.61,3.76,3.55
3.61,3.35,3.61,3.34
3.34,3.18,3.39,3.16
3.22,3.32,3.33,3.08
3.30,3.43,3.48,3.29
3.46,3.46,3.53,3.35
3.46,3.34,3.46,3.29
3.32,3.30,3.41,3.28
3.33,3.31,3.36,3.25
3.32,3.47,3.48,3.32
3.49,3.55,3.55,3.45
3.55,3.45,3.65,3.45
3.46,3.49,3.53,3.42
3.49,3.45,3.50,3.44
3.48,3.46,3.55,3.40
3.49,3.60,3.62,3.41
3.61,3.34,3.61,3.32
3.32,3.37,3.40,3.26
3.34,3.38,3.48,3.30
3.45,3.61,3.61,3.45
3.59,3.64,3.67,3.54
3.64,3.59,3.71,3.53
3.59,3.61,3.65,3.53
3.64,3.59,3.64,3.48
3.63,3.75,3.75,3.55
3.72,3.63,3.77,3.57
3.68,3.63,3.68,3.59
3.62,3.59,3.64,3.58
3.61,3.62,3.63,3.56
3.63,3.65,3.65,3.53
3.63,3.64,3.65,3.60
3.62,3.90,3.90,3.61
3.90,3.81,3.99,3.76
3.80,3.68,3.80,3.68
3.74,3.79,3.79,3.70
3.79,3.88,3.88,3.77
3.80,3.80,3.91,3.76
3.83,3.83,3.87,3.80
3.84,3.88,3.98,3.76
3.88,3.89,3.89,3.80
3.89,3.78,3.90,3.76
3.77,3.85,3.89,3.77
3.86,3.83,3.90,3.76
3.85,3.61,3.85,3.60
3.61,3.56,3.70,3.55
3.59,3.50,3.70,3.50
3.59,3.64,3.65,3.54
3.66,3.59,3.72,3.55
3.67,3.66,3.76,3.64
3.42,3.57,3.61,3.33
3.55,3.60,3.73,3.55
3.60,3.60,3.70,3.57
3.59,3.78,3.78,3.55
3.75,3.77,3.85,3.71
3.72,3.58,3.75,3.57
3.59,3.58,3.64,3.57
3.57,3.44,3.58,3.40
3.44,3.54,3.57,3.44
3.60,3.62,3.65,3.54
3.62,3.60,3.65,3.54
3.59,3.63,3.63,3.54
3.58,3.35,3.58,3.30
3.40,3.49,3.50,3.36
3.45,3.55,3.55,3.45
3.49,3.43,3.51,3.38
3.38,3.33,3.40,3.30
3.38,3.37,3.43,3.36
3.36,3.65,3.66,3.31
3.59,3.75,3.79,3.55
3.73,3.79,3.85,3.67
3.80,3.82,3.91,3.72
3.85,3.80,3.91,3.74
3.83,3.94,3.95,3.78
3.93,3.94,3.95,3.85
3.95,3.81,3.95,3.81
3.84,3.83,3.90,3.76
3.86,3.79,3.94,3.78
3.78,3.72,3.78,3.61
3.74,3.64,3.74,3.60
3.69,3.75,3.78,3.63
3.78,3.61,3.78,3.58
3.59,3.64,3.71,3.57
3.69,3.65,3.75,3.62
3.62,3.61,3.65,3.61
3.61,3.69,3.78,3.61
3.70,3.70,3.78,3.69
3.71,3.64,3.81,3.64
3.64,3.66,3.70,3.64
3.71,4.15,4.36,3.66
4.15,3.93,4.15,3.86
3.99,4.02,4.06,3.89
4.02,3.92,4.20,3.90
3.92,3.91,4.00,3.85
3.90,3.90,3.94,3.85
3.92,4.23,4.25,3.92
4.26,4.13,4.26,4.08
4.13,4.07,4.20,4.01
4.05,4.10,4.14,4.03
4.07,3.89,4.10,3.85
3.87,3.65,3.90,3.63
3.68,3.65,3.73,3.62
3.68,3.60,3.69,3.60
3.62,3.57,3.85,3.53
3.60,3.49,3.60,3.45
3.49,3.52,3.58,3.49
3.56,3.58,3.60,3.45
3.50,3.38,3.56,3.38
3.42,3.42,3.50,3.40
3.51,3.54,3.62,3.44
3.51,3.54,3.62,3.46
3.52,3.65,3.66,3.49
3.66,3.66,3.67,3.59
3.65,3.66,3.70,3.58
3.67,3.68,3.68,3.59
3.67,3.54,3.67,3.51
3.52,3.44,3.53,3.36
3.43,3.42,3.48,3.40
3.43,3.45,3.49,3.43
3.42,3.42,3.46,3.33
3.42,3.36,3.42,3.25
3.36,3.34,3.39,3.32
3.36,3.41,3.43,3.35
3.37,3.32,3.38,3.31
3.32,3.27,3.33,3.20
3.29,3.30,3.36,3.26
3.33,3.31,3.34,3.29
3.38,3.39,3.50,3.28
3.44,3.40,3.44,3.38
3.41,3.36,3.41,3.34
3.40,3.44,3.44,3.36
3.11,3.30,3.38,2.95
3.25,3.17,3.31,3.14
3.15,3.16,3.21,3.10
3.16,3.13,3.19,3.12
3.10,3.00,3.12,2.97
3.00,3.10,3.11,2.97
3.04,3.00,3.06,2.95
2.90,3.04,3.06,2.88
3.04,3.09,3.11,3.04
3.15,3.05,3.18,3.03
3.10,3.11,3.11,3.02
3.15,3.18,3.18,3.09
3.19,3.40,3.45,3.16
3.38,3.27,3.40,3.25
3.28,3.28,3.35,3.26
3.29,3.30,3.34,3.22
3.32,3.23,3.32,3.21
3.26,3.40,3.44,3.26
3.43,3.37,3.48,3.32
3.37,3.18,3.40,3.14
3.22,3.18,3.25,3.08
3.19,3.19,3.29,3.16
3.19,3.20,3.25,3.15
3.21,3.20,3.28,3.12
3.20,3.13,3.20,3.13
3.15,3.04,3.15,3.00
3.03,3.11,3.12,3.02
3.09,3.25,3.30,3.05
3.26,3.09,3.30,3.09
3.05,3.13,3.16,3.05
3.13,3.02,3.18,3.02
3.00,2.85,3.06,2.84
2.88,3.05,3.12,2.88
3.10,3.20,3.21,3.02
3.25,3.17,3.26,3.11
3.17,3.12,3.19,3.10
3.12,3.19,3.25,3.12
3.20,3.18,3.25,3.15
3.16,3.19,3.23,3.12
3.20,3.09,3.21,3.05
3.09,2.94,3.15,2.93
2.94,2.92,3.02,2.90
2.92,2.91,2.97,2.89
2.90,2.88,2.97,2.88
2.74,2.71,2.86,2.71
2.71,2.77,2.79,2.70
2.90,3.00,3.00,2.80
2.99,2.91,3.00,2.88
2.87,3.05,3.08,2.87
3.08,2.90,3.10,2.90
2.89,2.79,2.89,2.79
2.78,2.88,2.90,2.71
2.88,2.98,3.02,2.85
3.02,2.98,3.06,2.93
2.96,2.99,3.02,2.94
2.90,2.75,2.96,2.75
2.75,2.62,2.82,2.60
2.60,2.66,2.74,2.60
2.63,2.72,2.74,2.62
2.75,2.73,2.79,2.70
2.77,2.76,2.79,2.65
2.73,2.58,2.80,2.58
2.60,2.65,2.67,2.56
2.59,2.49,2.62,2.47
2.47,2.43,2.58,2.42
2.45,2.39,2.55,2.39
2.38,2.46,2.52,2.35
2.47,2.40,2.54,2.35
2.38,2.51,2.53,2.35
2.54,2.59,2.64,2.48
2.62,2.76,2.78,2.58
2.71,2.81,2.87,2.67
2.74,2.87,2.92,2.72
2.90,2.89,2.90,2.71
2.87,2.79,2.87,2.74
2.82,2.86,2.90,2.71
2.83,2.87,2.91,2.65
2.82,2.86,2.93,2.77
2.87,3.06,3.09,2.85
3.05,3.07,3.10,2.98
3.14,3.38,3.40,3.14
3.37,3.30,3.37,3.03
3.30,3.27,3.33,3.26
3.27,3.30,3.30,3.22
3.28,3.25,3.30,3.20
3.24,3.14,3.25,3.10
3.17,3.30,3.30,3.11
3.23,3.18,3.28,3.15
3.15,2.95,3.16,2.94
2.98,3.00,3.05,2.95
3.03,3.16,3.16,3.03
3.12,3.06,3.17,3.04
3.06,3.02,3.06,2.98
3.00,3.11,3.25,2.96
3.13,3.12,3.22,3.08
3.10,3.20,3.29,3.09
3.23,3.21,3.25,3.19
3.17,3.09,3.19,3.06
3.04,3.00,3.05,2.98
2.99,3.00,3.08,2.98
2.97,2.95,3.05,2.91
2.94,2.94,3.14,2.82
2.92,3.07,3.07,2.88
3.09,2.90,3.09,2.89
2.89,3.00,3.02,2.84
3.00,3.00,3.04,2.84
2.92,2.98,3.01,2.80
2.80,2.78,2.89,2.75
2.67,2.24,2.72,2.23
2.30,2.50,2.56,2.25
2.40,2.26,2.56,2.25
2.27,2.38,2.46,2.21
2.38,2.25,2.41,2.24
2.27,2.33,2.45,2.27
2.30,2.29,2.36,2.25
2.31,2.25,2.34,2.25
2.22,2.24,2.28,2.20
2.20,2.15,2.25,2.09
2.22,2.43,2.43,2.20
2.47,2.68,2.68,2.42
2.64,2.53,2.65,2.47
2.56,2.52,2.59,2.47
2.51,2.58,2.64,2.48
2.58,2.76,2.78,2.54
2.71,2.85,2.90,2.66
2.86,2.56,2.92,2.54
2.55,2.51,2.59,2.43
2.44,2.48,2.59,2.35
2.36,2.42,2.48,2.31
2.47,2.51,2.52,2.46
2.48,2.50,2.57,2.45
2.46,2.49,2.51,2.38
2.44,2.50,2.57,2.42
2.51,2.59,2.61,2.50
2.62,2.68,2.75,2.58
2.67,2.53,2.67,2.49
2.55,2.61,2.63,2.49
2.56,2.54,2.59,2.48
2.53,2.60,2.63,2.48
2.59,2.65,2.78,2.59
2.54,2.62,2.72,2.53
2.62,2.86,2.88,2.53
2.88,3.09,3.12,2.73
3.09,2.90,3.12,2.85
2.97,2.99,3.09,2.95
3.08,3.10,3.15,2.92
3.05,3.00,3.10,2.97
2.95,2.78,3.01,2.78
2.76,2.94,2.96,2.68
2.96,3.02,3.02,2.82
3.00,2.93,3.00,2.89
2.95,2.85,2.95,2.82
2.91,3.00,3.00,2.83
2.96,2.91,2.99,2.87
2.94,2.91,3.00,2.87
2.90,3.06,3.08,2.89
3.09,3.08,3.15,2.98
3.05,2.89,3.09,2.89
2.92,3.04,3.14,2.83
3.04,2.93,3.08,2.87
2.92,2.93,3.00,2.87
3.01,2.99,3.01,2.90
3.00,3.16,3.16,2.90
3.12,3.01,3.13,2.97
3.08,3.08,3.12,3.00
3.20,3.44,3.44,3.19
3.43,3.27,3.50,3.27
3.24,3.07,3.29,3.07
2.97,3.01,3.13,2.96
3.08,3.15,3.17,3.00
3.20,3.17,3.23,3.06
2.85,3.00,3.02,2.76
2.98,3.00,3.02,2.85
3.01,2.97,3.01,2.85
2.87,2.67,2.87,2.61
2.70,2.63,2.79,2.61
2.66,2.62,2.69,2.57
2.60,2.48,2.64,2.42
2.45,2.53,2.55,2.45
2.49,2.50,2.54,2.48
2.48,2.52,2.54,2.45
2.49,2.50,2.53,2.46
2.45,2.50,2.52,2.43
2.47,2.39,2.72,2.39
2.33,2.27,2.40,2.25
2.25,2.27,2.37,2.25
2.35,2.54,2.57,2.34
2.51,2.46,2.55,2.35
2.57,2.88,2.92,2.48
2.85,2.63,2.86,2.62
2.64,2.63,2.67,2.57
2.67,2.79,2.81,2.62
2.78,2.74,2.80,2.65
2.72,2.69,2.77,2.64
2.65,2.52,2.68,2.50
2.54,2.85,2.91,2.54
2.79,2.89,2.91,2.71
2.91,2.71,2.93,2.70
2.69,2.80,2.81,2.66
2.86,2.79,2.86,2.69
2.83,2.63,2.89,2.58
2.64,2.64,2.71,2.60
2.70,2.72,2.80,2.61
2.72,2.47,2.78,2.47
2.48,2.52,2.58,2.48
2.53,2.59,2.61,2.51
2.57,2.57,2.60,2.55
2.59,2.68,2.71,2.55
2.68,2.73,2.84,2.68
2.75,2.58,2.78,2.55
2.65,2.63,2.70,2.55
2.60,2.59,2.62,2.56
2.56,2.58,2.61,2.55
2.57,2.53,2.60,2.50
2.54,2.46,2.54,2.45
2.50,2.57,2.61,2.47
2.55,2.55,2.57,2.45
2.55,2.61,2.61,2.47
2.56,2.61,2.61,2.52
2.63,2.54,2.63,2.52
2.48,2.61,2.61,2.48
2.61,2.59,2.61,2.56
2.60,2.60,2.65,2.58
2.58,2.60,2.65,2.56
2.57,2.61,2.64,2.55
2.61,2.66,2.69,2.61
2.67,2.68,2.70,2.62
2.66,2.68,2.69,2.62
2.64,2.57,2.65,2.55
2.60,2.48,2.62,2.45
2.48,2.41,2.50,2.28
2.40,2.33,2.41,2.30
2.41,2.55,2.59,2.35
2.52,2.52,2.56,2.44
2.51,2.54,2.58,2.50
2.55,2.51,2.55,2.46
2.50,2.49,2.55,2.47
2.45,2.41,2.50,2.40
2.45,2.52,2.52,2.43
2.51,2.41,2.51,2.37
2.44,2.39,2.45,2.37
2.38,2.46,2.48,2.38
2.48,2.47,2.48,2.43
2.46,2.39,2.48,2.36
2.38,2.35,2.44,2.34
2.40,2.42,2.47,2.36
2.45,2.30,2.45,2.18
2.28,2.50,2.50,2.21
2.49,2.34,2.49,2.32
2.28,2.15,2.40,2.10
2.20,2.19,2.27,2.02
2.18,2.20,2.27,2.13
2.19,2.20,2.21,2.16
2.18,2.20,2.21,2.15
2.22,2.28,2.30,2.21
2.30,2.28,2.39,2.25
2.30,2.36,2.42,2.30
2.34,2.42,2.45,2.33
2.44,2.37,2.44,2.36
2.36,2.31,2.38,2.30
2.31,2.19,2.33,2.18
2.21,2.28,2.28,2.17
2.27,2.38,2.40,2.26
2.35,2.23,2.38,2.22
2.23,2.27,2.35,2.20
2.21,2.15,2.25,2.15
2.16,2.26,2.26,2.15
2.28,2.22,2.28,2.21
2.23,2.29,2.32,2.22
2.29,2.31,2.34,2.28
2.29,2.33,2.38,2.27
2.37,2.30,2.37,2.30
2.29,2.23,2.32,2.19
2.21,2.17,2.25,2.16
2.15,2.11,2.18,2.05
2.10,2.15,2.21,2.09
2.09,2.07,2.18,2.06
2.01,2.00,2.09,2.00
2.02,2.02,2.13,1.99
2.01,1.97,2.05,1.95
1.97,1.97,2.05,1.97
1.98,2.05,2.06,1.97
2.06,2.03,2.10,2.02
2.02,2.00,2.03,1.98
2.00,2.00,2.05,1.99
2.05,2.04,2.08,2.03
1.99,1.97,2.04,1.97
1.97,2.00,2.01,1.97
2.03,1.97,2.05,1.95
1.96,2.04,2.06,1.96
2.00,2.07,2.09,1.98
2.05,2.10,2.11,2.05
2.12,2.21,2.23,2.10
2.18,2.37,2.38,2.15
2.32,2.22,2.32,2.13
2.21,2.23,2.34,2.17
2.20,2.21,2.30,2.20
2.11,2.15,2.20,2.11
2.12,2.20,2.24,2.12
2.22,2.18,2.22,2.16
2.16,2.21,2.24,2.16
2.18,2.20,2.24,2.18
2.19,2.20,2.24,2.17
2.21,2.20,2.23,2.19
2.19,2.15,2.21,2.12
2.14,2.15,2.16,2.14
2.15,2.19,2.22,2.15
2.18,2.20,2.24,2.17
2.17,2.22,2.24,2.16
2.21,2.20,2.25,2.18
2.20,2.19,2.22,2.18
2.20,2.20,2.26,2.19
2.19,2.20,2.25,2.18
2.20,2.24,2.26,2.13
2.19,2.12,2.21,2.12
2.13,2.07,2.18,2.05
2.07,2.11,2.12,2.07
2.12,2.10,2.12,2.08
2.14,2.11,2.16,2.10
2.10,2.17,2.18,2.07
2.20,2.16,2.22,2.14
2.17,2.32,2.32,2.15
2.30,2.22,2.30,2.18
2.23,2.36,2.36,2.21
2.33,2.58,2.63,2.31
2.54,2.47,2.56,2.45
2.47,2.48,2.51,2.40
2.48,2.48,2.50,2.32
2.47,2.44,2.50,2.43
2.45,2.52,2.53,2.45
2.46,2.47,2.55,2.46
2.48,2.49,2.51,2.27
2.49,2.44,2.49,2.38
2.43,2.32,2.45,2.30
2.37,2.40,2.44,2.35
2.41,2.44,2.45,2.36
2.44,2.45,2.45,2.39
2.45,2.46,2.48,2.45
2.44,2.36,2.45,2.34
2.34,2.35,2.41,2.33
2.36,2.32,2.39,2.30
2.32,2.42,2.43,2.31
2.39,2.50,2.54,2.37
2.51,2.49,2.57,2.47
2.49,2.46,2.51,2.43
2.48,2.49,2.53,2.45
2.50,2.51,2.56,2.48
2.53,2.45,2.53,2.44
2.43,2.41,2.44,2.41
2.38,2.32,2.38,2.20
2.32,2.24,2.32,2.24
2.27,2.21,2.27,2.21
2.24,2.31,2.32,2.23
2.32,2.39,2.42,2.28
2.39,2.36,2.42,2.35
2.35,2.25,2.35,2.24
2.29,2.10,2.29,2.10
2.36,2.37,2.46,2.21
2.39,2.45,2.45,2.32
2.43,2.50,2.52,2.39
2.51,2.51,2.52,2.49
2.50,2.50,2.51,2.45
2.47,2.44,2.50,2.43
2.44,2.46,2.50,2.43
2.45,2.50,2.50,2.45
2.51,2.48,2.51,2.48
2.46,2.49,2.49,2.45
2.49,2.60,2.62,2.49
2.59,2.73,2.73,2.59
2.70,2.67,2.72,2.61
2.70,2.64,2.74,2.62
2.64,2.66,2.68,2.59
2.67,2.61,2.67,2.59
2.60,2.65,2.67,2.60
2.66,2.58,2.69,2.58
2.58,2.60,2.64,2.52
2.61,2.55,2.61,2.54
2.52,2.53,2.59,2.51
2.56,2.52,2.56,2.50
2.49,2.45,2.50,2.40
2.48,2.43,2.49,2.41
2.40,2.47,2.51,2.40
2.49,2.47,2.50,2.46
2.46,2.42,2.48,2.40
2.41,2.41,2.47,2.33
2.41,2.50,2.53,2.37
2.50,2.57,2.62,2.49
2.57,2.66,2.67,2.52
2.57,2.65,2.66,2.52
2.64,2.60,2.64,2.59
2.62,2.71,2.72,2.59
2.70,2.80,2.82,2.66
2.84,2.80,2.85,2.80
2.80,2.84,2.92,2.75
2.85,2.90,2.90,2.73
2.89,2.87,2.90,2.85
2.89,2.98,2.98,2.84
2.96,2.95,2.98,2.89
2.97,2.86,2.98,2.85
2.86,2.94,2.97,2.81
2.97,2.96,2.98,2.91
2.96,2.80,2.97,2.78
2.80,2.94,2.98,2.80
2.86,2.91,2.93,2.85
2.92,2.72,2.92,2.70
2.73,2.87,2.93,2.62
2.90,3.02,3.13,2.88
3.00,2.99,3.01,2.95
3.00,3.02,3.09,2.95
3.05,3.21,3.23,3.05
3.22,3.20,3.29,3.09
3.20,3.08,3.21,3.00
3.06,3.02,3.07,3.01
3.00,2.99,3.08,2.96
2.97,2.98,3.00,2.95
3.00,3.00,3.08,2.98
3.02,3.03,3.04,2.92
3.03,3.05,3.09,2.97
3.06,2.97,3.08,2.90
2.96,2.99,3.08,2.91
3.00,3.15,3.24,3.00
3.17,3.08,3.17,2.98
3.05,3.10,3.15,3.05
3.06,2.88,3.06,2.88
2.99,2.80,2.99,2.65
2.78,2.83,3.01,2.75
2.85,2.82,2.88,2.79
2.80,2.67,2.81,2.66
2.69,2.51,2.77,2.47
2.51,2.46,2.59,2.40
2.44,2.48,2.49,2.40
2.51,2.59,2.59,2.51
2.59,2.87,3.37,2.50
2.87,2.91,3.00,2.77
2.91,3.17,3.19,2.87
3.15,3.19,3.21,3.11
3.20,3.14,3.24,3.03
3.11,3.05,3.14,3.03
3.09,3.11,3.14,3.08
3.14,3.12,3.14,3.04
3.14,3.26,3.26,3.11
3.26,3.45,3.45,3.16
3.44,3.31,3.45,3.25
3.31,3.35,3.35,3.20
3.39,3.24,3.39,3.21
3.22,3.24,3.26,3.20
3.27,3.39,3.40,3.22
3.39,3.28,3.40,3.28
3.27,3.28,3.41,3.24
3.26,3.28,3.31,3.20
3.29,3.44,3.69,3.28
3.46,3.43,3.57,3.36
3.42,3.35,3.42,3.20
3.36,3.30,3.36,3.27
3.29,3.27,3.34,3.21
3.28,3.30,3.32,3.27
3.30,3.30,3.34,3.29
3.31,3.38,3.50,3.29
3.36,3.33,3.49,3.30
3.32,3.40,3.45,3.30
3.41,3.42,3.50,3.36
3.44,3.35,3.52,3.30
3.37,3.42,3.48,3.31
3.42,3.40,3.46,3.38
3.40,3.47,3.49,3.38
3.49,3.68,3.70,3.48
3.71,3.73,3.76,3.59
3.76,3.81,3.84,3.72
3.81,3.91,3.94,3.75
3.90,3.64,3.91,3.54
3.62,3.67,3.71,3.62
3.69,3.76,3.81,3.65
3.77,3.70,3.77,3.62
3.70,3.78,3.79,3.67
3.80,3.66,3.80,3.66
3.68,3.40,3.71,3.34
3.41,3.52,3.60,3.36
3.52,3.72,3.73,3.51
3.72,3.76,3.78,3.67
3.76,3.65,3.85,3.64
3.65,3.73,3.75,3.60
3.80,3.83,3.85,3.70
3.77,3.65,3.79,3.65
3.66,3.67,3.71,3.60
3.64,3.72,3.74,3.63
3.72,3.68,3.74,3.65
3.70,3.68,3.75,3.67
3.67,3.72,3.73,3.65
3.73,3.97,4.00,3.71
3.98,3.83,3.98,3.78
3.83,3.97,4.04,3.83
4.07,4.05,4.08,3.95
4.08,4.14,4.35,4.03
4.18,4.13,4.30,4.13
4.12,4.18,4.32,4.00
4.23,4.47,4.47,4.23
4.49,4.24,4.88,4.23
4.26,4.28,4.35,4.20
4.28,4.35,4.40,4.25
4.33,4.92,5.13,4.33
4.94,4.58,4.94,4.50
4.58,4.38,4.68,4.18
4.40,4.61,4.98,4.30
4.65,4.59,4.72,4.55
4.47,4.70,4.73,4.15
4.76,4.25,4.80,4.00
4.05,3.92,4.17,3.87
3.92,3.89,4.06,3.82
3.89,3.74,3.92,3.65
3.76,3.92,3.95,3.75
3.93,3.88,4.05,3.86
3.83,3.83,3.97,3.80
3.80,3.54,3.81,3.51
3.54,3.83,3.88,3.52
3.81,3.90,3.91,3.75
3.90,3.67,3.90,3.63
3.73,3.93,4.12,3.73
3.97,3.80,3.97,3.76
3.80,3.62,3.80,3.61
3.66,3.70,3.82,3.60
3.71,3.61,3.81,3.56
3.65,3.53,3.70,3.46
3.55,3.60,3.64,3.42
3.57,3.62,3.67,3.46
3.52,3.49,3.56,3.41
3.48,3.52,3.52,3.41
3.54,3.41,3.54,3.36
3.41,3.74,3.81,3.34
3.75,3.59,3.81,3.52
3.58,3.60,3.70,3.52
3.56,3.37,3.68,3.31
3.42,3.55,3.70,3.40
3.52,3.27,3.52,3.26
3.29,3.39,3.41,3.24
3.39,3.39,3.50,3.27
3.41,3.46,3.50,3.36
3.50,3.64,3.87,3.50
3.63,3.84,3.93,3.44
3.84,3.62,3.84,3.55
3.60,3.71,3.74,3.59
3.72,3.68,3.76,3.62
3.66,3.66,3.75,3.55
3.63,3.48,3.65,3.46
3.52,3.67,3.69,3.49
3.70,3.86,3.98,3.60
3.86,3.74,3.86,3.66
3.76,3.78,3.84,3.67
3.77,3.83,3.86,3.75
3.83,3.65,4.04,3.52
3.65,3.57,3.85,3.52
3.54,3.50,3.55,3.48
3.49,3.50,3.51,3.47
3.50,3.80,3.81,3.50
3.80,3.80,3.83,3.68
3.82,3.83,3.90,3.76
3.82,3.71,3.82,3.65
3.71,3.72,3.79,3.70
3.71,3.70,3.76,3.70
3.67,3.69,3.76,3.59
3.65,3.72,3.75,3.65
3.78,4.00,4.04,3.75
3.91,3.95,4.00,3.89
3.96,4.03,4.04,3.89
4.00,4.13,4.17,4.00
4.10,4.26,4.30,4.03
4.26,4.03,4.30,3.87
4.01,3.93,4.02,3.82
3.94,3.95,3.98,3.88
4.00,4.00,4.02,3.92
4.05,4.06,4.06,3.98
3.98,4.09,4.19,3.98
4.12,4.01,4.19,4.01
4.01,4.18,4.19,3.91
4.19,3.96,4.19,3.91
4.01,4.19,4.20,3.99
4.25,4.37,4.40,4.19
4.36,4.28,4.39,4.25
4.21,3.97,4.21,3.87
